LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS2M,WS2M_MIN,WS2M_MAX
25.5,32.5,2023,2,15.36,12.9,21.81,6.16,0.0,64.01,2.25,1.42,3.39
26.5,27.5,2023,2,14.76,11.49,18.1,6.16,0.0,71.57,3.05,2.07,4.97
26.5,32.5,2023,2,15.01,13.27,22.06,7.79,0.0,48.16,1.38,0.64,2.1
27.5,27.5,2023,2,13.4,12.5,17.88,6.91,0.06,73.89,3.29,2.2,4.59
27.5,32.5,2023,2,14.22,13.74,21.34,8.0,0.0,49.26,1.21,0.7,1.69
28.5,27.5,2023,2,13.03,13.02,18.06,7.94,1.23,79.17,2.74,1.07,4.78
28.5,32.5,2023,2,13.64,13.59,21.16,8.64,0.01,60.25,1.17,0.25,2.01
29.5,27.5,2023,2,11.28,16.51,21.22,11.74,2.8,67.41,2.34,0.85,4.23
29.5,32.5,2023,2,12.88,16.05,21.37,13.04,0.12,70.63,1.31,0.3,2.5
30.5,27.5,2023,2,9.87,15.89,19.55,13.83,5.38,77.19,3.94,1.85,5.25
30.5,32.5,2023,2,12.48,15.0,22.13,10.41,0.1,71.85,3.0,1.69,3.73
31.5,27.5,2023,2,7.23,18.59,19.47,17.04,10.91,76.98,6.77,5.96,7.65
31.5,32.5,2023,2,10.82,18.62,19.02,18.12,0.09,73.48,7.08,6.16,8.11
23.5,27.5,2023,3,17.07,11.25,18.45,5.79,0.0,66.1,3.87,2.54,5.65
23.5,32.5,2023,3,16.91,14.3,21.22,8.61,0.0,56.44,3.57,2.63,4.92
24.5,27.5,2023,3,16.41,10.43,16.93,5.33,0.01,73.95,3.96,2.5,5.61
24.5,32.5,2023,3,16.48,13.45,20.82,7.85,0.0,57.98,3.34,2.21,4.5
25.5,27.5,2023,3,15.53,11.03,16.98,6.84,0.05,74.17,3.66,2.18,5.2
25.5,32.5,2023,3,15.47,13.03,20.66,7.15,0.0,64.27,3.15,2.13,4.38
26.5,27.5,2023,3,14.71,13.03,19.01,9.72,0.18,68.85,3.36,2.02,4.15
26.5,32.5,2023,3,14.72,12.75,20.44,6.43,0.0,64.32,2.88,1.93,4.69
27.5,27.5,2023,3,13.74,13.93,19.23,10.58,0.21,72.08,3.11,2.08,4.47
27.5,32.5,2023,3,13.12,12.66,19.56,6.93,0.04,61.34,2.34,0.25,4.25
28.5,27.5,2023,3,13.18,14.1,19.19,10.85,0.49,75.64,2.71,1.07,4.74
28.5,32.5,2023,3,12.56,12.46,18.95,7.92,0.39,63.0,2.06,1.43,3.84
29.5,27.5,2023,3,10.98,15.8,21.19,11.37,1.29,73.01,3.37,2.02,5.11
29.5,32.5,2023,3,12.55,15.05,20.05,11.45,0.67,73.22,2.93,1.64,4.24
30.5,27.5,2023,3,11.45,15.31,18.66,13.19,0.81,71.6,4.31,2.23,6.28
30.5,32.5,2023,3,12.38,14.7,21.7,10.69,0.36,73.13,1.41,0.66,2.22
31.5,27.5,2023,3,10.43,18.33,19.07,17.54,0.75,69.19,6.36,5.11,7.52
31.5,32.5,2023,3,9.95,18.35,18.92,17.86,0.92,72.17,4.07,3.18,5.82
23.5,27.5,2023,4,17.12,11.82,18.84,6.9,0.01,69.25,4.42,2.75,5.95
23.5,32.5,2023,4,16.73,14.75,22.27,8.63,0.0,57.21,3.94,2.97,5.03
24.5,27.5,2023,4,16.68,11.15,17.77,6.51,0.01,71.74,4.22,2.76,5.9
24.5,32.5,2023,4,16.21,13.86,21.22,8.34,0.0,62.94,4.06,2.9,5.47
25.5,27.5,2023,4,16.05,11.54,18.1,7.12,0.0,71.89,3.73,2.29,5.89
25.5,32.5,2023,4,14.19,13.31,20.89,7.35,0.0,66.67,3.71,2.32,5.61
26.5,27.5,2023,4,15.43,12.13,18.63,7.12,0.0,71.49,3.59,2.04,5.79
26.5,32.5,2023,4,12.04,12.79,20.4,7.03,0.0,66.59,3.27,1.81,5.15
27.5,27.5,2023,4,14.6,12.4,18.19,7.51,0.02,71.58,3.75,2.71,5.79
27.5,32.5,2023,4,12.15,11.8,18.9,7.24,0.05,71.69,3.67,2.53,5.25
28.5,27.5,2023,4,14.34,12.56,18.3,8.0,0.06,72.9,3.44,1.95,5.58
28.5,32.5,2023,4,13.17,11.11,16.94,7.34,0.22,78.13,3.42,2.04,5.76
29.5,27.5,2023,4,13.72,14.49,20.32,10.35,0.05,66.48,3.36,1.5,5.19
29.5,32.5,2023,4,10.42,14.6,18.06,11.74,0.64,76.83,3.78,2.37,5.73
30.5,27.5,2023,4,13.2,13.76,18.32,10.1,0.03,67.5,3.6,1.77,5.04
30.5,32.5,2023,4,10.64,14.04,19.54,9.45,1.25,78.78,2.47,0.8,4.9
31.5,27.5,2023,4,11.76,17.21,17.79,16.82,0.05,70.36,5.39,4.57,6.91
31.5,32.5,2023,4,10.46,18.93,19.14,18.58,1.11,69.04,5.36,3.42,6.18
23.5,27.5,2023,5,17.11,11.03,17.89,6.04,0.0,63.93,3.45,1.69,4.48
23.5,32.5,2023,5,16.78,15.05,22.1,8.99,0.0,55.75,3.95,2.31,5.46
24.5,27.5,2023,5,16.75,10.23,16.73,6.02,0.01,66.69,3.03,1.75,3.93
24.5,32.5,2023,5,16.34,13.99,21.37,8.43,0.0,58.16,3.61,2.08,4.97
25.5,27.5,2023,5,16.72,10.73,17.09,7.12,0.0,65.47,2.69,1.6,3.38
25.5,32.5,2023,5,15.49,13.55,21.43,7.42,0.0,60.0,2.95,2.04,3.97
26.5,27.5,2023,5,16.31,10.96,17.67,6.46,0.0,65.1,2.47,1.48,3.52
26.5,32.5,2023,5,15.03,13.27,20.79,7.37,0.0,62.37,2.94,1.99,4.03
27.5,27.5,2023,5,15.71,10.79,17.38,5.41,0.0,68.02,2.15,1.34,3.47
27.5,32.5,2023,5,15.13,11.73,18.89,6.82,0.02,66.02,2.81,2.0,4.37
28.5,27.5,2023,5,14.87,11.11,17.28,6.58,0.0,70.65,1.81,0.89,3.31
28.5,32.5,2023,5,14.9,11.19,17.51,7.52,0.09,70.81,2.55,1.49,3.85
29.5,27.5,2023,5,14.03,13.39,19.73,8.39,0.05,68.4,1.7,0.7,3.36
29.5,32.5,2023,5,14.47,14.4,18.69,11.18,0.07,71.34,2.77,1.77,3.45
30.5,27.5,2023,5,12.8,12.51,17.97,7.83,0.05,76.48,2.41,1.45,4.09
30.5,32.5,2023,5,13.37,14.15,19.56,8.75,0.03,71.53,1.79,0.94,2.72
31.5,27.5,2023,5,10.37,17.59,18.51,16.81,0.3,68.91,4.93,4.17,5.49
31.5,32.5,2023,5,11.48,17.88,18.57,17.31,0.16,71.34,4.49,4.09,5.13
23.5,27.5,2023,6,18.12,10.05,16.96,4.62,0.0,53.95,2.89,1.43,4.14
23.5,32.5,2023,6,17.54,14.51,21.64,8.46,0.0,52.06,3.18,1.81,4.19
24.5,27.5,2023,6,17.64,9.21,16.04,3.8,0.0,59.87,2.39,1.48,3.46
24.5,32.5,2023,6,17.1,13.35,20.78,7.65,0.0,52.99,2.99,1.57,3.89
25.5,27.5,2023,6,16.96,10.16,16.92,4.88,0.0,60.44,1.95,1.25,3.03
25.5,32.5,2023,6,16.51,12.87,20.98,6.43,0.0,53.68,2.42,1.49,3.23
26.5,27.5,2023,6,16.41,11.45,18.32,5.99,0.0,58.59,1.8,1.23,2.99
26.5,32.5,2023,6,16.08,12.67,20.51,6.76,0.0,51.17,2.31,1.46,2.89
27.5,27.5,2023,6,15.52,11.86,18.68,6.9,0.0,61.51,1.95,1.24,3.19
27.5,32.5,2023,6,15.95,11.05,18.93,5.13,0.0,56.25,2.06,1.51,3.29
28.5,27.5,2023,6,13.55,11.79,18.68,6.77,0.0,70.11,2.04,1.4,3.17
28.5,32.5,2023,6,15.39,10.72,17.73,5.92,0.0,63.57,1.9,1.29,2.94
29.5,27.5,2023,6,11.76,14.16,21.25,8.8,0.0,65.59,2.02,1.17,3.82
29.5,32.5,2023,6,13.26,14.99,19.26,11.67,0.0,59.01,1.6,0.99,2.12
30.5,27.5,2023,6,9.98,13.76,18.95,10.32,0.02,69.91,2.7,1.54,4.26
30.5,32.5,2023,6,12.49,14.45,21.01,9.24,0.0,64.91,1.74,0.95,2.92
31.5,27.5,2023,6,8.44,18.44,19.15,17.8,0.19,67.79,4.88,4.03,5.55
31.5,32.5,2023,6,12.0,18.33,19.29,16.6,0.01,68.13,3.63,1.51,5.25
23.5,27.5,2023,7,17.48,10.83,17.87,4.68,0.0,51.56,2.01,1.02,3.91
23.5,32.5,2023,7,17.36,14.53,22.11,7.78,0.0,43.55,2.51,1.13,4.06
24.5,27.5,2023,7,16.72,10.55,17.33,4.22,0.0,55.88,1.73,1.01,2.84
24.5,32.5,2023,7,16.88,13.47,21.17,6.76,0.0,45.46,2.19,0.56,3.65
25.5,27.5,2023,7,15.81,11.4,17.6,6.23,0.0,56.22,1.53,1.02,2.01
25.5,32.5,2023,7,16.14,13.05,21.07,5.57,0.0,50.13,1.84,0.74,2.78
26.5,27.5,2023,7,13.89,12.11,17.58,8.04,0.0,57.05,1.43,0.8,2.43
26.5,32.5,2023,7,15.13,13.24,20.58,6.48,0.0,50.02,2.09,0.89,2.92
27.5,27.5,2023,7,13.84,12.09,17.52,8.61,0.0,59.45,1.62,0.98,2.72
27.5,32.5,2023,7,14.38,11.81,19.05,5.99,0.0,55.51,2.06,0.83,3.08
28.5,27.5,2023,7,12.48,12.25,18.38,7.6,0.0,62.66,1.76,1.09,3.09
28.5,32.5,2023,7,11.4,11.24,18.12,6.18,0.0,63.01,1.66,0.98,2.75
29.5,27.5,2023,7,11.46,14.35,21.2,8.72,0.0,58.8,1.68,0.82,2.83
29.5,32.5,2023,7,12.32,14.89,18.98,11.45,0.0,61.82,1.7,1.33,2.05
30.5,27.5,2023,7,10.11,13.35,19.58,8.54,0.2,64.85,2.14,1.49,3.37
30.5,32.5,2023,7,11.8,14.83,20.33,9.56,0.01,63.36,0.93,0.22,1.45
31.5,27.5,2023,7,9.18,17.78,19.09,16.48,1.66,73.76,5.28,4.27,6.29
31.5,32.5,2023,7,11.93,18.2,18.77,17.87,0.01,64.69,2.07,0.42,3.83
23.5,27.5,2023,8,16.15,11.65,18.55,6.73,0.0,53.43,2.91,1.83,4.04
23.5,32.5,2023,8,16.7,15.04,22.1,8.37,0.0,47.84,2.93,1.93,4.08
24.5,27.5,2023,8,16.03,11.16,17.2,6.99,0.0,56.24,3.0,1.69,4.91
24.5,32.5,2023,8,10.81,13.96,20.63,8.72,0.0,50.28,2.81,2.09,3.63
25.5,27.5,2023,8,14.66,11.48,17.67,6.89,0.0,56.9,2.89,1.31,5.4
25.5,32.5,2023,8,12.61,13.4,19.56,9.32,0.1,51.57,2.66,1.94,3.86
26.5,27.5,2023,8,14.28,11.66,18.26,6.67,0.0,59.31,2.94,1.39,5.5
26.5,32.5,2023,8,11.48,13.68,20.83,7.72,0.02,48.4,2.8,2.08,4.07
27.5,27.5,2023,8,11.61,11.11,17.81,6.05,0.01,66.56,2.9,1.36,5.73
27.5,32.5,2023,8,14.63,11.99,19.08,6.25,0.02,52.55,2.83,2.05,4.44
28.5,27.5,2023,8,9.73,11.86,17.76,7.2,0.17,69.94,3.26,1.63,5.64
28.5,32.5,2023,8,14.28,11.45,18.62,6.46,0.44,58.35,2.28,1.5,3.52
29.5,27.5,2023,8,10.24,14.85,20.28,10.68,0.24,61.64,3.19,1.57,5.68
29.5,32.5,2023,8,12.73,15.49,20.0,12.09,0.68,57.55,1.98,1.28,2.53
30.5,27.5,2023,8,12.01,12.54,16.68,9.21,1.23,77.63,3.57,1.93,5.33
30.5,32.5,2023,8,11.79,14.95,20.5,10.83,1.44,64.85,1.74,0.9,3.0
31.5,27.5,2023,8,5.24,16.08,16.68,15.46,7.42,80.41,4.81,4.45,5.4
31.5,32.5,2023,8,7.96,17.41,18.39,16.26,2.0,70.29,1.95,0.76,2.45
23.5,27.5,2023,9,17.76,10.85,18.07,5.27,0.0,56.18,3.46,1.76,5.54
23.5,32.5,2023,9,17.22,14.61,21.33,9.04,0.0,48.06,4.04,2.62,5.66
24.5,27.5,2023,9,17.17,10.07,17.11,4.71,0.0,62.99,3.45,2.02,5.69
24.5,32.5,2023,9,16.97,13.55,20.94,7.96,0.0,51.67,3.94,2.48,5.61
25.5,27.5,2023,9,16.36,10.48,17.47,5.1,0.0,64.25,3.24,1.61,5.17
25.5,32.5,2023,9,16.17,12.99,20.44,6.99,0.0,57.73,3.7,1.66,5.61
26.5,27.5,2023,9,15.72,10.9,17.78,5.59,0.0,66.15,2.97,1.49,4.92
26.5,32.5,2023,9,14.99,11.95,18.82,6.53,0.01,64.87,3.5,1.65,5.75
27.5,27.5,2023,9,15.06,10.68,17.4,5.8,0.01,71.44,2.68,1.56,4.12
27.5,32.5,2023,9,12.59,10.16,15.86,5.64,0.14,72.57,3.73,1.84,5.93
28.5,27.5,2023,9,14.57,11.91,18.31,7.2,0.05,69.14,2.73,1.63,4.15
28.5,32.5,2023,9,12.83,10.06,15.34,5.92,0.97,76.51,3.1,1.3,5.15
29.5,27.5,2023,9,13.73,14.45,20.86,9.0,0.13,67.99,2.75,1.25,4.49
29.5,32.5,2023,9,12.06,13.64,16.85,10.54,2.21,72.38,2.57,1.19,3.7
30.5,27.5,2023,9,12.77,13.35,17.48,10.55,0.1,74.27,3.71,1.6,5.85
30.5,32.5,2023,9,10.58,12.25,16.47,9.07,1.73,80.86,1.71,0.82,2.87
31.5,27.5,2023,9,7.52,16.96,17.54,16.31,0.17,73.22,5.39,2.33,7.21
31.5,32.5,2023,9,10.78,16.62,17.73,15.65,6.48,74.97,2.97,1.03,3.71
23.5,27.5,2023,10,17.5,10.51,17.9,4.78,0.0,63.36,2.55,1.35,3.84
23.5,32.5,2023,10,17.6,14.2,20.99,8.06,0.0,59.23,2.81,1.36,4.76
24.5,27.5,2023,10,17.07,9.83,17.07,4.17,0.0,67.25,2.18,1.31,3.39
24.5,32.5,2023,10,17.15,13.13,20.36,7.11,0.0,63.77,2.25,1.15,3.95
25.5,27.5,2023,10,16.6,10.52,17.54,4.86,0.0,65.94,1.89,1.23,3.21
25.5,32.5,2023,10,16.16,12.95,20.61,6.37,0.0,66.52,1.76,0.94,3.12
26.5,27.5,2023,10,15.92,11.12,18.29,5.25,0.0,63.62,1.87,1.21,3.41
26.5,32.5,2023,10,15.72,12.73,20.19,6.25,0.02,65.9,1.46,0.76,2.47
27.5,27.5,2023,10,14.99,11.03,18.43,5.09,0.0,64.87,2.02,1.0,3.6
27.5,32.5,2023,10,15.48,11.34,18.74,6.06,0.06,70.72,1.4,0.8,1.94
28.5,27.5,2023,10,14.08,11.62,18.45,6.43,0.0,64.58,1.79,1.13,2.94
28.5,32.5,2023,10,14.77,11.03,18.24,6.54,0.1,72.33,1.3,0.73,2.58
29.5,27.5,2023,10,14.09,13.65,20.71,8.66,0.0,65.85,1.7,0.8,3.05
29.5,32.5,2023,10,14.37,14.51,18.45,11.21,0.02,62.0,1.22,0.82,1.6
30.5,27.5,2023,10,14.26,12.11,18.46,7.65,0.0,71.18,2.16,1.54,3.35
30.5,32.5,2023,10,13.44,12.73,19.89,7.16,0.0,67.87,1.31,0.23,2.65
31.5,27.5,2023,10,12.33,17.29,18.7,16.16,0.01,64.61,4.21,2.42,7.1
31.5,32.5,2023,10,11.62,16.97,17.57,16.42,0.03,66.55,2.02,0.27,2.94
23.5,27.5,2023,11,17.97,10.6,18.5,4.19,0.0,48.62,1.93,1.22,3.26
23.5,32.5,2023,11,17.72,15.16,22.35,8.93,0.0,55.46,2.76,1.57,4.06
24.5,27.5,2023,11,17.45,10.22,17.72,5.15,0.0,52.59,1.65,1.03,2.74
24.5,32.5,2023,11,17.39,13.92,21.67,7.41,0.0,55.14,1.98,1.18,3.03
25.5,27.5,2023,11,17.34,11.37,17.83,7.27,0.0,51.78,1.56,0.61,3.13
25.5,32.5,2023,11,16.54,14.12,22.44,8.26,0.0,53.8,1.51,0.85,2.36
26.5,27.5,2023,11,16.28,11.88,18.5,6.66,0.0,53.55,1.73,0.69,3.09
26.5,32.5,2023,11,16.07,13.49,21.62,7.11,0.0,54.71,1.54,0.28,2.51
27.5,27.5,2023,11,15.75,11.66,18.64,5.77,0.0,57.32,2.17,1.11,3.81
27.5,32.5,2023,11,16.0,12.03,19.61,7.11,0.0,52.51,1.35,0.3,2.07
28.5,27.5,2023,11,15.14,12.05,18.69,6.95,0.16,60.95,3.19,1.42,5.47
28.5,32.5,2023,11,15.14,12.05,18.82,7.4,0.0,52.51,0.87,0.29,1.45
29.5,27.5,2023,11,13.84,13.5,20.23,8.09,1.23,60.38,3.68,1.63,6.74
29.5,32.5,2023,11,14.5,15.78,19.67,13.16,0.0,48.58,0.94,0.25,1.42
30.5,27.5,2023,11,10.75,11.32,17.54,6.56,0.59,72.3,3.77,2.19,6.52
30.5,32.5,2023,11,12.04,13.95,20.31,8.47,0.0,52.17,1.3,0.2,1.92
31.5,27.5,2023,11,7.51,15.99,17.28,13.99,1.38,71.73,7.26,6.21,8.61
31.5,32.5,2023,11,10.12,17.69,18.3,17.0,0.0,59.4,3.35,1.43,4.48
23.5,27.5,2023,12,18.05,10.8,18.66,4.73,0.0,48.46,2.78,1.57,4.59
23.5,32.5,2023,12,17.98,14.84,22.13,8.57,0.0,44.78,2.92,2.06,3.62
24.5,27.5,2023,12,17.56,9.97,17.07,4.48,0.0,55.68,2.87,1.39,4.61
24.5,32.5,2023,12,17.55,13.75,21.66,7.68,0.0,47.95,2.69,1.78,3.65
25.5,27.5,2023,12,16.69,10.09,16.94,4.93,0.01,61.1,2.86,1.51,4.91
25.5,32.5,2023,12,16.91,13.12,21.22,6.59,0.0,51.51,2.62,1.58,4.23
26.5,27.5,2023,12,16.22,10.43,17.22,6.17,1.55,67.7,2.71,1.58,4.71
26.5,32.5,2023,12,16.34,12.55,20.29,6.73,0.0,52.1,2.55,1.47,4.57
27.5,27.5,2023,12,15.51,10.37,16.72,6.85,2.61,72.26,2.84,1.71,4.78
27.5,32.5,2023,12,15.79,10.54,17.64,5.43,0.0,57.35,2.59,1.38,4.94
28.5,27.5,2023,12,14.96,10.73,16.72,6.16,0.1,72.34,3.17,1.99,5.12
28.5,32.5,2023,12,14.77,9.95,16.53,5.3,0.0,59.69,2.69,1.36,4.87
29.5,27.5,2023,12,13.65,12.19,19.04,7.11,0.0,68.66,2.89,1.68,5.15
29.5,32.5,2023,12,13.43,13.92,17.71,10.95,0.04,55.93,2.78,1.47,4.45
30.5,27.5,2023,12,13.89,10.46,16.18,5.77,0.07,72.57,3.51,1.98,6.02
30.5,32.5,2023,12,12.01,12.3,18.43,7.56,0.11,58.6,2.72,1.5,4.92
31.5,27.5,2023,12,10.22,16.31,17.56,14.96,2.12,72.19,7.03,5.93,8.12
31.5,32.5,2023,12,10.85,16.99,18.03,15.71,0.81,67.4,6.23,4.77,7.34
23.5,27.5,2023,13,17.91,9.9,16.98,4.44,0.0,55.11,2.65,1.41,4.26
23.5,32.5,2023,13,18.05,13.93,21.09,7.95,0.0,46.09,3.01,1.8,4.24
24.5,27.5,2023,13,17.17,8.96,15.92,3.44,0.0,59.86,2.33,1.49,3.64
24.5,32.5,2023,13,17.39,12.56,19.86,6.86,0.0,46.08,2.78,1.39,4.22
25.5,27.5,2023,13,16.3,9.62,16.52,4.02,0.0,59.15,2.11,1.46,3.55
25.5,32.5,2023,13,15.87,11.85,19.73,5.76,0.0,50.1,2.49,1.38,4.08
26.5,27.5,2023,13,15.93,10.46,17.62,4.68,0.0,59.76,2.31,1.44,3.86
26.5,32.5,2023,13,15.71,11.38,18.94,5.76,0.0,50.86,2.44,1.37,4.04
27.5,27.5,2023,13,15.64,10.64,17.82,4.83,0.0,64.44,2.67,1.53,4.47
27.5,32.5,2023,13,14.42,9.46,16.71,3.76,0.0,58.49,2.61,1.53,4.69
28.5,27.5,2023,13,14.75,11.83,18.33,6.69,0.16,64.76,3.52,2.0,5.61
28.5,32.5,2023,13,13.66,9.38,16.54,3.83,0.0,60.98,2.74,1.52,4.75
29.5,27.5,2023,13,13.24,13.62,20.61,7.47,0.7,61.67,3.66,2.24,5.67
29.5,32.5,2023,13,12.45,13.8,18.46,10.01,0.0,58.43,3.04,2.12,4.49
30.5,27.5,2023,13,12.45,12.22,18.11,7.07,0.83,66.68,3.46,2.2,5.6
30.5,32.5,2023,13,11.72,12.64,19.15,8.09,0.04,58.74,2.87,1.46,4.12
31.5,27.5,2023,13,9.07,16.99,17.8,16.1,2.14,69.33,6.57,6.0,7.4
31.5,32.5,2023,13,9.68,16.69,17.74,15.77,1.7,72.12,5.43,3.45,7.68
23.5,27.5,2023,14,17.78,11.12,18.46,4.38,0.0,50.85,2.0,1.13,3.59
23.5,32.5,2023,14,18.05,13.49,20.56,7.1,0.0,42.32,2.41,1.38,3.78
24.5,27.5,2023,14,17.3,10.47,18.06,4.36,0.0,56.33,2.28,1.47,3.9
24.5,32.5,2023,14,17.52,12.6,20.24,6.21,0.0,45.7,2.16,1.19,3.29
25.5,27.5,2023,14,16.48,11.17,17.91,5.64,0.01,58.43,2.78,1.38,4.64
25.5,32.5,2023,14,16.7,12.24,20.64,5.08,0.0,51.41,2.03,1.25,2.96
26.5,27.5,2023,14,15.48,11.3,17.56,6.12,0.55,64.15,2.84,1.42,4.56
26.5,32.5,2023,14,16.13,11.74,19.83,5.12,0.0,55.71,2.08,1.29,3.75
27.5,27.5,2023,14,14.81,11.72,17.58,7.43,0.28,65.18,2.81,1.51,4.62
27.5,32.5,2023,14,15.06,9.86,17.01,4.23,0.01,64.32,2.47,1.3,4.9
28.5,27.5,2023,14,14.51,11.92,17.63,7.86,0.18,69.65,2.71,1.47,4.24
28.5,32.5,2023,14,13.72,9.62,15.97,5.04,0.26,68.2,2.93,1.29,4.81
29.5,27.5,2023,14,13.72,13.95,19.59,8.16,0.3,68.31,2.42,1.24,4.16
29.5,32.5,2023,14,13.2,13.56,17.59,10.47,0.27,63.22,3.47,2.15,4.9
30.5,27.5,2023,14,12.74,11.88,16.91,8.1,0.06,73.07,3.08,1.49,5.09
30.5,32.5,2023,14,12.85,13.22,18.74,9.38,0.16,60.63,3.41,1.52,5.52
31.5,27.5,2023,14,10.8,16.41,17.08,15.67,0.17,70.23,6.07,4.71,7.19
31.5,32.5,2023,14,11.61,16.89,17.57,15.86,1.14,72.87,7.64,6.72,8.64
23.5,27.5,2023,15,16.08,11.97,18.22,6.39,0.0,55.01,1.85,0.97,3.42
23.5,32.5,2023,15,17.01,15.11,22.07,8.99,0.0,49.18,2.74,1.8,3.71
24.5,27.5,2023,15,14.17,10.68,17.31,5.16,0.0,61.88,1.99,1.23,3.5
24.5,32.5,2023,15,14.73,14.52,21.42,9.15,0.0,50.21,2.45,1.9,3.2
25.5,27.5,2023,15,16.38,11.59,18.11,7.32,0.0,57.83,2.38,0.87,4.94
25.5,32.5,2023,15,13.8,13.47,20.39,7.27,0.0,54.57,2.16,1.44,3.32
26.5,27.5,2023,15,15.9,11.98,18.6,8.33,0.02,54.43,2.34,0.78,4.87
26.5,32.5,2023,15,14.71,12.6,20.27,6.67,0.0,55.09,2.03,1.21,3.83
27.5,27.5,2023,15,15.98,11.0,17.78,6.29,0.03,57.7,2.39,1.05,4.96
27.5,32.5,2023,15,16.08,10.51,17.76,5.75,0.0,57.16,1.98,1.19,3.96
28.5,27.5,2023,15,15.15,11.1,17.6,5.6,1.09,59.21,2.52,1.4,4.16
28.5,32.5,2023,15,15.69,10.15,17.29,5.09,0.0,59.39,1.64,1.15,2.83
29.5,27.5,2023,15,13.78,14.11,19.86,9.48,4.9,55.65,2.38,0.83,4.16
29.5,32.5,2023,15,13.4,14.32,18.5,10.97,0.0,54.88,1.61,1.12,2.19
30.5,27.5,2023,15,12.17,11.65,17.22,6.51,3.54,69.44,2.36,1.24,4.51
30.5,32.5,2023,15,11.9,12.98,18.99,7.85,0.01,64.27,2.02,1.05,3.29
31.5,27.5,2023,15,7.51,15.87,16.73,15.26,6.2,71.29,4.86,3.85,5.83
31.5,32.5,2023,15,12.17,17.21,18.13,16.18,0.18,69.08,5.38,3.48,7.07
23.5,27.5,2023,16,18.83,11.3,18.91,5.63,0.0,51.19,3.53,2.04,5.0
23.5,32.5,2023,16,17.71,14.56,21.37,8.85,0.0,46.77,3.06,1.72,5.29
24.5,27.5,2023,16,18.25,10.22,17.33,5.25,0.0,58.47,3.67,1.92,6.08
24.5,32.5,2023,16,17.57,13.57,20.85,7.66,0.0,45.95,2.79,1.45,5.16
25.5,27.5,2023,16,17.47,10.54,16.99,6.59,0.0,62.1,4.01,1.78,6.87
25.5,32.5,2023,16,17.24,12.86,20.51,6.33,0.0,48.3,2.74,1.33,5.32
26.5,27.5,2023,16,16.62,11.85,17.49,7.84,0.07,64.21,4.23,1.56,7.2
26.5,32.5,2023,16,16.35,11.6,19.02,6.04,0.0,50.55,2.65,1.19,5.82
27.5,27.5,2023,16,15.56,12.1,16.62,7.64,0.12,68.64,4.46,1.34,7.59
27.5,32.5,2023,16,16.01,9.33,16.08,4.18,0.17,56.67,2.95,1.35,6.33
28.5,27.5,2023,16,14.89,11.47,14.95,8.26,0.59,75.5,3.92,1.3,6.85
