LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS2M,WS2M_MIN,WS2M_MAX
27.5,27.5,2024,3,15.37,12.22,19.86,6.47,0.0,58.1,1.63,0.56,2.33
27.5,32.5,2024,3,15.4,14.05,21.67,9.67,0.0,66.85,2.92,1.25,5.33
28.5,27.5,2024,3,14.87,12.21,19.66,6.94,0.0,56.79,1.37,0.45,2.43
28.5,32.5,2024,3,14.77,13.0,18.7,9.21,0.0,77.21,3.41,1.76,5.02
29.5,27.5,2024,3,14.08,13.59,20.93,7.56,0.0,51.53,1.5,0.53,2.22
29.5,32.5,2024,3,14.09,15.56,19.85,12.76,0.0,77.97,3.24,2.51,4.23
30.5,27.5,2024,3,13.6,11.74,18.66,6.98,0.0,56.95,1.99,1.4,3.17
30.5,32.5,2024,3,12.69,14.81,20.58,10.89,0.05,79.03,1.4,0.88,2.33
31.5,27.5,2024,3,11.6,17.31,18.62,16.04,0.0,65.57,4.02,3.58,4.47
31.5,32.5,2024,3,9.58,18.52,19.34,18.08,0.04,76.45,3.36,2.82,3.7
23.5,27.5,2024,4,16.78,12.02,19.43,6.67,0.0,55.39,3.49,2.27,5.0
23.5,32.5,2024,4,17.06,17.07,24.81,10.35,0.0,45.46,2.92,1.31,4.68
24.5,27.5,2024,4,15.73,10.92,17.94,5.6,0.0,57.24,3.2,2.08,5.18
24.5,32.5,2024,4,16.66,15.96,24.16,9.24,0.0,48.09,2.7,1.32,4.45
25.5,27.5,2024,4,15.99,11.05,18.26,5.58,0.0,55.44,2.78,1.33,5.09
25.5,32.5,2024,4,15.83,15.52,24.13,8.39,0.0,53.57,2.61,1.36,4.17
26.5,27.5,2024,4,15.2,11.31,18.88,6.17,0.0,53.92,2.6,1.19,5.02
26.5,32.5,2024,4,15.5,15.24,23.96,8.43,0.0,58.08,2.56,1.33,4.08
27.5,27.5,2024,4,15.3,11.15,18.7,6.01,0.0,52.41,2.42,1.36,4.59
27.5,32.5,2024,4,15.49,13.66,21.7,8.13,0.0,63.43,2.88,1.23,4.17
28.5,27.5,2024,4,14.92,10.83,18.15,5.55,0.0,51.47,2.13,1.33,3.92
28.5,32.5,2024,4,14.73,12.55,19.27,8.65,0.0,73.02,3.08,2.11,5.16
29.5,27.5,2024,4,14.3,13.03,20.82,7.23,0.0,44.85,1.86,1.13,3.34
29.5,32.5,2024,4,13.74,15.18,19.73,11.85,0.0,74.07,3.25,2.18,5.37
30.5,27.5,2024,4,13.85,11.62,18.96,6.43,0.0,51.25,2.46,1.43,4.35
30.5,32.5,2024,4,13.4,14.84,21.0,10.3,0.02,74.14,1.35,0.46,3.15
31.5,27.5,2024,4,12.28,17.78,19.07,16.71,0.0,61.74,4.71,3.57,6.08
31.5,32.5,2024,4,10.77,18.85,19.39,18.29,0.02,72.17,2.98,1.85,3.85
23.5,27.5,2024,5,17.86,11.07,19.15,5.48,0.0,42.62,3.26,1.52,5.21
23.5,32.5,2024,5,17.27,16.6,24.33,10.3,0.0,46.46,3.1,1.64,4.4
24.5,27.5,2024,5,17.33,10.01,17.89,4.47,0.0,45.89,2.84,1.49,4.53
24.5,32.5,2024,5,16.83,15.41,23.52,9.4,0.0,47.92,3.44,1.56,4.82
25.5,27.5,2024,5,16.77,10.14,17.94,4.36,0.0,47.73,2.25,1.45,3.4
25.5,32.5,2024,5,16.11,15.02,24.09,8.51,0.0,48.96,3.3,1.43,4.71
26.5,27.5,2024,5,15.93,10.49,18.4,4.47,0.0,50.38,1.94,1.36,3.01
26.5,32.5,2024,5,15.71,14.85,24.1,7.95,0.0,52.41,2.81,1.45,3.83
27.5,27.5,2024,5,15.34,10.74,18.53,4.52,0.0,54.92,1.79,1.1,2.77
27.5,32.5,2024,5,15.75,13.22,22.27,7.07,0.0,58.24,3.25,2.07,4.72
28.5,27.5,2024,5,14.59,11.17,18.45,4.78,0.0,61.87,1.57,0.7,2.59
28.5,32.5,2024,5,15.03,11.71,18.67,6.88,0.0,69.44,3.33,2.13,5.04
29.5,27.5,2024,5,13.34,13.19,20.57,6.63,0.0,63.82,1.16,0.27,2.21
29.5,32.5,2024,5,14.27,14.74,19.61,10.51,0.0,68.65,3.05,2.22,4.2
30.5,27.5,2024,5,12.77,12.25,19.7,6.47,0.0,74.14,2.02,1.23,3.2
30.5,32.5,2024,5,13.39,14.58,20.83,9.24,0.0,67.21,1.16,0.43,2.18
31.5,27.5,2024,5,10.72,17.86,19.11,16.66,0.0,76.67,4.26,2.52,4.89
31.5,32.5,2024,5,11.71,18.97,19.75,18.16,0.04,74.57,3.95,2.81,4.98
23.5,27.5,2024,6,17.59,12.19,19.67,4.51,0.0,36.6,1.53,0.29,3.09
23.5,32.5,2024,6,17.48,16.83,25.44,9.46,0.0,39.87,2.33,0.41,4.04
24.5,27.5,2024,6,17.03,11.49,19.29,4.68,0.0,41.51,1.31,0.74,1.78
24.5,32.5,2024,6,17.0,15.88,24.72,8.54,0.0,37.75,2.02,0.21,3.82
25.5,27.5,2024,6,16.35,12.2,19.34,6.28,0.0,44.83,1.12,0.07,1.75
25.5,32.5,2024,6,16.5,15.03,25.08,7.35,0.0,41.13,1.77,0.7,2.8
26.5,27.5,2024,6,15.86,12.65,19.78,7.16,0.0,50.4,1.16,0.3,1.97
26.5,32.5,2024,6,15.93,15.03,25.19,7.59,0.0,42.96,1.74,0.26,2.61
27.5,27.5,2024,6,15.12,12.76,19.56,8.02,0.0,55.77,1.26,0.37,2.29
27.5,32.5,2024,6,15.91,14.37,24.09,7.47,0.0,46.21,2.0,0.96,4.14
28.5,27.5,2024,6,14.4,12.25,20.06,7.38,0.0,65.63,1.79,0.91,3.11
28.5,32.5,2024,6,15.2,13.61,21.31,7.61,0.0,59.22,2.09,0.58,4.53
29.5,27.5,2024,6,13.45,14.34,21.61,9.17,0.0,60.08,1.76,0.18,3.67
29.5,32.5,2024,6,14.39,16.26,21.7,11.91,0.0,65.0,2.33,0.57,3.86
30.5,27.5,2024,6,12.89,13.07,19.78,9.33,0.0,70.34,2.09,0.83,4.32
30.5,32.5,2024,6,13.66,15.42,22.26,10.57,0.01,68.86,2.06,0.96,3.36
31.5,27.5,2024,6,11.47,18.21,20.27,16.74,0.0,66.75,3.77,1.77,5.48
31.5,32.5,2024,6,11.79,19.29,19.88,18.82,0.16,75.59,2.47,0.71,4.4
23.5,27.5,2024,7,17.99,15.01,24.25,7.26,0.0,21.42,1.59,0.73,2.94
23.5,32.5,2024,7,17.38,18.26,27.25,10.35,0.0,30.8,2.18,0.74,3.51
24.5,27.5,2024,7,17.36,15.34,24.11,7.93,0.0,21.0,1.38,0.54,2.59
24.5,32.5,2024,7,17.01,17.22,26.77,9.06,0.0,30.88,1.54,0.47,2.77
25.5,27.5,2024,7,16.85,14.51,24.26,7.75,0.0,24.26,1.89,1.06,3.4
25.5,32.5,2024,7,16.18,16.58,26.81,8.7,0.0,35.68,1.32,0.5,2.01
26.5,27.5,2024,7,16.35,13.93,24.33,6.94,0.0,29.04,2.22,1.39,3.68
26.5,32.5,2024,7,15.88,15.91,25.66,8.99,0.0,40.92,1.63,1.08,2.66
27.5,27.5,2024,7,15.73,13.04,22.98,6.2,0.0,36.03,2.45,1.35,4.43
27.5,32.5,2024,7,15.84,15.21,24.56,8.94,0.0,43.4,1.64,0.4,3.28
28.5,27.5,2024,7,15.12,12.71,21.27,7.37,0.0,42.76,3.07,1.58,5.7
28.5,32.5,2024,7,15.14,14.99,25.02,8.68,0.0,46.06,1.93,1.0,3.17
29.5,27.5,2024,7,14.34,13.19,21.77,7.34,0.0,45.1,2.85,1.41,4.84
29.5,32.5,2024,7,14.15,17.45,23.54,13.29,0.0,56.57,1.81,0.77,2.93
30.5,27.5,2024,7,13.59,11.53,19.5,6.09,0.0,52.29,2.93,1.68,5.21
30.5,32.5,2024,7,13.43,15.75,24.47,9.18,0.01,59.96,2.22,1.34,3.99
31.5,27.5,2024,7,11.91,17.26,19.95,14.56,0.0,62.7,6.16,4.5,7.84
31.5,32.5,2024,7,11.57,19.64,21.33,17.39,0.01,73.39,3.08,1.32,5.45
23.5,27.5,2024,8,17.77,13.97,23.14,6.87,0.0,27.37,2.4,1.4,3.93
23.5,32.5,2024,8,16.92,20.2,29.51,11.81,0.0,28.98,2.15,0.76,3.1
24.5,27.5,2024,8,17.14,12.54,21.04,6.38,0.0,34.01,2.15,1.31,3.46
24.5,32.5,2024,8,16.64,19.05,28.96,10.7,0.0,26.62,1.59,0.04,2.54
25.5,27.5,2024,8,16.9,12.37,19.96,6.28,0.0,36.45,1.89,1.25,3.01
25.5,32.5,2024,8,15.91,17.6,28.82,10.18,0.0,29.63,1.52,0.76,2.36
26.5,27.5,2024,8,16.33,12.04,19.73,5.68,0.0,35.76,1.72,1.22,2.61
26.5,32.5,2024,8,15.6,17.19,27.79,10.49,0.0,30.18,1.84,0.75,2.83
27.5,27.5,2024,8,15.53,10.91,18.32,5.1,0.0,35.09,1.9,1.25,3.29
27.5,32.5,2024,8,15.75,16.41,26.24,11.0,0.0,29.61,1.53,0.89,2.6
28.5,27.5,2024,8,14.28,9.94,16.88,4.25,0.0,40.84,1.98,1.17,3.64
28.5,32.5,2024,8,15.13,15.52,25.8,8.52,0.0,33.36,1.2,0.16,2.2
29.5,27.5,2024,8,12.8,10.83,18.52,4.65,0.0,47.04,2.02,0.98,3.56
29.5,32.5,2024,8,14.49,17.31,23.84,12.43,0.0,48.34,1.47,0.76,2.11
30.5,27.5,2024,8,12.06,10.16,17.34,5.12,0.0,55.72,2.81,1.62,4.06
30.5,32.5,2024,8,12.64,15.39,22.95,8.85,0.0,46.28,1.74,0.2,3.04
31.5,27.5,2024,8,10.9,16.4,17.8,15.4,0.0,62.5,5.49,4.01,6.58
31.5,32.5,2024,8,10.86,17.87,19.7,15.1,0.0,69.7,3.68,0.98,6.25
23.5,27.5,2024,9,15.22,13.14,21.76,7.44,0.0,30.43,2.6,1.63,4.11
23.5,32.5,2024,9,14.44,20.59,28.02,14.18,0.0,31.26,2.16,0.57,3.99
24.5,27.5,2024,9,15.03,11.95,19.89,6.0,0.0,30.05,2.38,1.39,3.76
24.5,32.5,2024,9,13.87,18.57,25.97,12.78,0.0,24.01,2.23,0.53,4.13
25.5,27.5,2024,9,14.19,12.1,19.73,7.35,0.0,28.57,1.99,1.02,3.95
25.5,32.5,2024,9,13.39,16.85,24.92,11.36,0.0,25.9,2.87,1.45,4.26
26.5,27.5,2024,9,15.54,11.96,20.02,7.67,0.0,29.07,1.89,0.44,4.22
26.5,32.5,2024,9,12.9,16.94,26.79,11.28,0.0,25.67,2.89,1.52,4.06
27.5,27.5,2024,9,15.46,10.92,18.87,6.36,0.0,33.49,2.1,0.33,4.64
27.5,32.5,2024,9,13.52,14.63,24.14,8.73,0.0,28.42,2.74,1.4,4.36
28.5,27.5,2024,9,14.97,10.69,18.23,6.36,0.0,36.77,2.48,0.92,5.24
28.5,32.5,2024,9,14.01,13.04,22.57,6.99,0.0,33.17,2.37,1.64,3.55
29.5,27.5,2024,9,14.29,11.27,19.52,5.12,0.0,40.62,2.86,1.14,5.95
29.5,32.5,2024,9,14.35,14.93,20.86,10.59,0.0,47.25,2.48,1.89,3.45
30.5,27.5,2024,9,13.62,9.7,17.24,4.15,0.0,46.84,3.51,1.78,6.86
30.5,32.5,2024,9,13.22,12.33,20.13,6.52,0.0,43.83,2.33,1.46,4.23
31.5,27.5,2024,9,12.1,16.07,17.99,14.05,0.0,59.28,7.58,5.79,9.37
31.5,32.5,2024,9,12.41,18.11,19.91,15.93,0.0,61.06,5.71,2.27,6.95
23.5,27.5,2024,10,17.49,11.56,19.49,6.58,0.0,30.69,4.15,2.73,6.05
23.5,32.5,2024,10,16.82,17.91,25.72,12.56,0.0,23.16,4.19,3.02,5.58
24.5,27.5,2024,10,17.13,10.06,17.09,5.39,0.0,37.91,3.95,2.25,6.07
24.5,32.5,2024,10,16.63,15.45,23.89,10.03,0.0,24.37,4.22,2.89,5.77
25.5,27.5,2024,10,16.52,10.01,16.97,4.36,0.0,43.92,3.4,1.77,5.79
25.5,32.5,2024,10,16.49,14.05,23.03,7.72,0.0,28.38,3.79,2.61,5.71
26.5,27.5,2024,10,15.8,10.14,17.44,3.89,0.0,50.47,3.17,1.73,5.56
26.5,32.5,2024,10,16.11,13.61,22.44,7.99,0.0,28.64,3.62,2.37,5.41
27.5,27.5,2024,10,14.88,9.86,17.45,3.82,0.0,57.1,3.26,1.71,5.52
27.5,32.5,2024,10,15.74,11.66,19.07,6.75,0.0,33.6,3.78,2.45,5.59
28.5,27.5,2024,10,14.18,10.39,17.5,4.72,0.0,59.01,3.33,1.98,5.37
28.5,32.5,2024,10,15.15,10.72,17.8,5.31,0.0,40.26,3.23,1.88,5.16
29.5,27.5,2024,10,13.1,12.54,20.5,5.83,0.0,62.68,3.34,2.19,5.24
29.5,32.5,2024,10,14.04,14.23,19.1,10.2,0.0,50.1,3.1,1.9,4.44
30.5,27.5,2024,10,12.99,11.56,17.87,7.34,0.0,71.71,4.43,3.06,6.66
30.5,32.5,2024,10,12.81,12.3,19.92,5.33,0.02,53.0,2.78,1.49,4.85
31.5,27.5,2024,10,10.84,16.58,17.63,15.47,0.02,73.53,7.75,6.77,8.59
31.5,32.5,2024,10,10.7,18.02,19.26,16.57,0.26,66.59,7.06,6.49,7.68
23.5,27.5,2024,11,17.25,10.47,17.9,4.77,0.02,57.9,3.62,2.06,4.91
23.5,32.5,2024,11,17.57,14.67,22.12,8.42,0.0,43.06,4.03,2.2,5.98
24.5,27.5,2024,11,16.28,9.65,16.73,4.34,0.02,64.7,3.34,2.04,4.85
24.5,32.5,2024,11,15.67,13.21,20.79,7.28,0.0,49.24,4.02,2.39,5.47
25.5,27.5,2024,11,16.27,9.84,16.7,4.82,0.05,69.39,2.88,1.51,4.67
25.5,32.5,2024,11,16.44,12.66,20.77,6.17,0.0,51.65,3.7,2.64,5.15
26.5,27.5,2024,11,15.7,10.19,17.27,4.87,0.01,71.02,2.61,1.38,4.42
26.5,32.5,2024,11,16.1,12.12,19.81,6.42,0.0,53.23,3.49,2.37,5.1
27.5,27.5,2024,11,15.34,10.15,16.93,4.99,0.0,70.07,2.45,1.12,4.61
27.5,32.5,2024,11,15.97,10.3,17.56,5.76,0.0,63.23,3.69,2.28,5.46
28.5,27.5,2024,11,14.96,10.51,16.65,5.85,0.02,68.41,2.24,1.11,4.46
28.5,32.5,2024,11,15.45,9.99,16.35,6.29,0.03,70.21,3.16,1.69,5.19
29.5,27.5,2024,11,14.47,12.12,18.92,6.46,0.04,67.44,2.29,1.26,4.25
29.5,32.5,2024,11,12.6,14.24,17.76,10.97,0.07,70.46,3.59,2.5,4.75
30.5,27.5,2024,11,12.72,11.02,16.69,7.15,0.04,73.22,3.12,1.87,4.85
30.5,32.5,2024,11,11.75,12.96,17.66,7.42,0.4,72.9,2.8,1.66,4.9
31.5,27.5,2024,11,8.34,16.27,16.9,15.43,0.26,68.79,6.32,5.84,6.78
31.5,32.5,2024,11,8.86,17.76,18.13,17.11,1.62,72.31,7.36,6.71,7.91
23.5,27.5,2024,12,16.86,11.47,17.59,5.39,0.0,51.11,1.85,0.28,3.33
23.5,32.5,2024,12,15.48,14.16,21.19,8.25,0.0,45.57,2.79,1.33,4.43
24.5,27.5,2024,12,15.14,10.42,16.85,3.42,0.0,56.63,1.29,0.43,2.43
24.5,32.5,2024,12,15.48,12.76,20.8,6.26,0.0,46.26,2.68,1.34,4.1
25.5,27.5,2024,12,13.73,10.96,17.08,4.6,0.0,55.27,1.04,0.27,1.66
25.5,32.5,2024,12,13.96,12.35,21.17,5.18,0.0,48.93,2.48,1.55,3.64
26.5,27.5,2024,12,14.9,11.08,17.82,5.07,0.0,54.77,1.34,0.99,2.06
26.5,32.5,2024,12,14.68,11.99,20.3,6.1,0.0,53.2,2.54,1.32,3.74
27.5,27.5,2024,12,15.39,10.63,17.67,5.08,0.0,58.57,1.71,1.05,3.12
27.5,32.5,2024,12,15.83,10.08,17.54,4.74,0.0,60.26,2.68,1.34,4.37
28.5,27.5,2024,12,14.93,11.02,17.84,6.16,0.0,56.84,2.13,1.03,4.09
28.5,32.5,2024,12,15.36,9.56,16.65,4.87,0.0,62.26,2.43,1.44,3.97
29.5,27.5,2024,12,13.94,12.7,19.59,7.54,0.0,60.43,2.48,0.13,5.2
29.5,32.5,2024,12,14.61,13.99,18.05,10.39,0.0,57.86,2.73,1.82,3.75
30.5,27.5,2024,12,13.62,10.92,17.84,5.54,0.0,69.13,3.44,1.4,6.36
30.5,32.5,2024,12,12.58,13.38,18.82,9.44,0.08,62.22,2.89,1.7,4.72
31.5,27.5,2024,12,11.05,16.6,18.71,14.84,0.13,66.83,7.07,5.14,8.46
31.5,32.5,2024,12,11.4,17.8,18.53,17.01,0.66,68.88,7.24,6.88,7.79
23.5,27.5,2024,13,18.24,13.74,23.56,6.09,0.0,34.85,2.77,0.99,4.43
23.5,32.5,2024,13,15.89,15.22,23.46,8.26,0.0,37.41,2.01,0.68,3.1
24.5,27.5,2024,13,17.88,12.42,21.1,5.76,0.0,38.76,3.38,1.19,6.18
24.5,32.5,2024,13,15.09,14.47,23.77,7.44,0.0,36.53,1.97,0.59,3.45
25.5,27.5,2024,13,16.97,12.04,19.94,6.39,0.0,42.23,3.62,1.3,6.88
25.5,32.5,2024,13,16.25,13.91,23.45,6.66,0.0,39.14,1.88,1.15,3.58
26.5,27.5,2024,13,16.42,11.97,19.77,6.32,0.01,47.59,3.56,1.3,6.93
26.5,32.5,2024,13,15.98,13.18,21.94,6.78,0.0,41.04,2.14,1.22,4.48
27.5,27.5,2024,13,15.63,11.36,18.62,6.09,0.01,55.24,3.64,1.51,6.87
27.5,32.5,2024,13,15.98,11.3,19.37,5.53,0.0,45.7,2.77,1.22,5.78
28.5,27.5,2024,13,14.94,11.6,18.23,6.92,0.01,59.69,4.23,2.41,6.59
28.5,32.5,2024,13,15.56,10.89,18.36,4.86,0.0,48.35,3.72,1.97,6.64
29.5,27.5,2024,13,13.13,12.69,20.12,6.64,0.17,58.09,3.79,1.48,6.34
29.5,32.5,2024,13,14.49,14.52,19.8,10.71,0.0,52.64,3.73,2.4,5.94
30.5,27.5,2024,13,12.93,10.82,17.62,5.36,0.88,69.12,3.77,2.04,6.36
30.5,32.5,2024,13,12.56,13.15,20.39,7.52,0.05,52.13,3.84,2.14,6.59
31.5,27.5,2024,13,7.85,15.83,17.0,13.85,6.92,74.56,6.96,5.79,8.36
31.5,32.5,2024,13,10.28,17.68,19.79,15.72,2.57,65.67,8.47,7.84,9.39
23.5,27.5,2024,14,17.06,11.13,18.12,5.63,0.01,48.84,3.93,2.28,4.94
23.5,32.5,2024,14,15.13,15.16,21.97,9.35,0.0,38.17,3.34,2.16,5.01
24.5,27.5,2024,14,16.81,10.06,16.77,5.06,0.03,58.79,4.02,2.75,5.34
24.5,32.5,2024,14,14.29,13.95,21.21,8.0,0.0,41.0,3.11,1.74,4.31
25.5,27.5,2024,14,15.98,10.13,16.54,5.35,0.29,67.36,4.01,2.56,5.74
25.5,32.5,2024,14,15.85,12.91,20.58,6.5,0.0,45.95,2.85,1.81,3.87
26.5,27.5,2024,14,15.51,11.08,17.13,6.04,0.3,70.85,4.02,2.53,5.75
26.5,32.5,2024,14,15.73,12.3,20.04,5.94,0.0,51.83,2.74,1.65,4.07
27.5,27.5,2024,14,15.31,10.83,16.15,6.5,0.52,76.46,3.7,2.3,4.94
27.5,32.5,2024,14,15.83,10.53,17.82,4.53,0.0,62.56,2.89,1.71,4.43
28.5,27.5,2024,14,13.71,11.64,16.72,7.78,2.58,75.54,2.53,1.23,3.95
28.5,32.5,2024,14,14.09,10.73,16.97,4.87,0.02,63.83,2.48,1.44,3.3
29.5,27.5,2024,14,12.62,12.61,17.9,8.85,2.15,73.87,1.84,0.59,4.16
29.5,32.5,2024,14,10.81,13.59,17.5,10.05,0.08,67.94,2.68,1.9,3.1
30.5,27.5,2024,14,12.13,10.84,15.12,7.11,1.5,77.08,2.26,1.43,3.73
30.5,32.5,2024,14,11.85,12.5,18.85,7.43,0.21,68.47,2.22,1.19,3.65
31.5,27.5,2024,14,7.85,15.72,16.03,15.3,1.62,69.9,4.97,4.62,5.68
31.5,32.5,2024,14,11.27,17.25,17.71,16.64,1.49,67.88,5.99,5.4,7.5
23.5,27.5,2024,15,18.59,9.4,16.44,4.2,0.0,59.9,2.98,1.3,4.86
23.5,32.5,2024,15,18.05,14.39,20.93,9.06,0.0,44.22,3.33,1.7,5.14
24.5,27.5,2024,15,18.04,8.71,15.62,3.48,0.0,66.31,2.56,1.31,4.26
24.5,32.5,2024,15,17.83,13.0,20.08,7.32,0.0,48.37,3.26,1.51,4.54
25.5,27.5,2024,15,17.41,9.2,16.0,3.64,0.01,68.83,2.01,1.23,3.6
25.5,32.5,2024,15,17.41,12.66,20.59,6.27,0.0,52.46,2.79,1.39,3.89
26.5,27.5,2024,15,16.62,9.98,16.72,4.29,0.01,68.77,1.85,1.19,3.37
26.5,32.5,2024,15,16.95,12.37,20.07,6.38,0.0,54.26,2.59,1.45,3.78
27.5,27.5,2024,15,15.37,9.82,16.46,4.43,0.0,70.82,1.91,1.21,2.97
27.5,32.5,2024,15,16.69,10.79,18.16,5.38,0.0,59.01,2.58,1.57,4.09
28.5,27.5,2024,15,15.35,10.13,16.66,5.12,0.0,71.22,2.16,1.22,3.5
28.5,32.5,2024,15,15.99,10.45,16.7,5.55,0.01,65.47,2.35,1.48,3.61
29.5,27.5,2024,15,14.86,11.33,18.79,6.09,0.0,67.06,2.22,0.94,4.18
29.5,32.5,2024,15,15.16,13.38,17.6,9.52,0.01,68.58,2.28,1.62,2.89
30.5,27.5,2024,15,14.57,9.91,16.98,4.73,0.0,68.55,2.77,1.78,4.71
30.5,32.5,2024,15,13.58,12.6,18.66,7.11,0.02,65.73,1.26,0.72,2.21
31.5,27.5,2024,15,13.02,16.08,17.48,14.93,0.09,64.01,6.13,5.62,7.03
31.5,32.5,2024,15,11.72,17.23,18.26,16.35,0.54,64.63,4.23,2.1,5.87
23.5,27.5,2024,16,18.09,9.54,17.33,3.08,0.0,46.92,1.76,1.29,3.1
23.5,32.5,2024,16,18.85,13.8,21.63,6.8,0.0,43.52,2.79,1.64,3.91
24.5,27.5,2024,16,18.09,9.15,16.49,3.84,0.0,49.56,1.61,1.18,2.61
24.5,32.5,2024,16,18.38,12.82,21.06,6.27,0.0,43.76,2.9,1.61,3.91
25.5,27.5,2024,16,17.27,10.05,16.78,4.58,0.0,49.6,1.55,1.03,2.63
25.5,32.5,2024,16,17.59,12.5,21.28,5.44,0.0,45.03,2.67,1.36,4.11
26.5,27.5,2024,16,16.89,10.6,17.34,4.26,0.0,50.5,1.68,1.04,3.07
26.5,32.5,2024,16,16.98,12.31,20.72,5.99,0.0,46.06,2.68,1.77,3.89
27.5,27.5,2024,16,15.99,10.15,17.3,3.86,0.0,53.76,1.89,1.21,3.4
27.5,32.5,2024,16,16.83,10.52,18.28,4.71,0.0,51.83,2.59,1.7,3.91
28.5,27.5,2024,16,15.4,10.38,17.49,4.75,0.0,55.21,2.42,1.42,4.28
