LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS2M,WS2M_MIN,WS2M_MAX
24.5,27.5,2022,127,28.94,22.43,31.18,13.47,0.0,17.3,2.05,1.25,3.38
24.5,32.5,2022,127,29.83,24.72,33.62,15.94,0.0,16.85,3.23,1.54,5.4
25.5,27.5,2022,127,29.07,22.41,29.95,13.77,0.0,20.24,1.92,0.91,3.74
25.5,32.5,2022,127,29.31,24.79,34.35,15.07,0.0,17.78,2.89,1.77,4.48
26.5,27.5,2022,127,28.9,22.9,30.53,14.54,0.0,22.91,1.99,0.18,4.32
26.5,32.5,2022,127,29.07,24.23,33.82,14.8,0.0,19.3,3.17,2.24,4.18
27.5,27.5,2022,127,28.38,22.82,30.53,14.28,0.0,25.52,2.0,0.24,3.93
27.5,32.5,2022,127,29.03,21.97,31.62,12.12,0.0,23.08,3.03,1.58,4.86
28.5,27.5,2022,127,27.01,21.74,28.48,13.8,0.0,32.86,2.14,1.23,3.54
28.5,32.5,2022,127,28.79,19.34,27.93,10.48,0.0,33.53,2.88,1.57,4.96
29.5,27.5,2022,127,25.4,22.19,29.01,13.86,0.0,44.27,1.9,0.95,3.4
29.5,32.5,2022,127,28.54,19.49,24.9,13.72,0.0,47.26,2.24,1.37,3.41
30.5,27.5,2022,127,25.37,19.06,24.9,13.74,0.0,57.0,2.23,0.51,3.51
30.5,32.5,2022,127,28.51,19.98,27.4,12.48,0.0,49.44,1.79,0.36,3.18
31.5,27.5,2022,127,22.12,18.86,20.07,17.79,0.0,73.57,2.79,0.9,4.77
31.5,32.5,2022,127,27.46,19.45,20.76,18.66,0.0,65.44,2.58,0.43,5.46
23.5,27.5,2022,128,29.32,26.22,34.42,17.3,0.0,13.65,1.99,0.95,3.28
23.5,32.5,2022,128,28.73,28.56,37.56,19.24,0.0,16.9,3.49,2.01,4.79
24.5,27.5,2022,128,28.52,26.35,34.48,17.89,0.0,13.91,1.76,0.89,3.2
24.5,32.5,2022,128,28.59,27.46,37.06,17.79,0.0,15.79,2.57,1.34,3.84
25.5,27.5,2022,128,27.5,25.65,33.51,18.35,0.0,16.01,1.86,0.95,2.96
25.5,32.5,2022,128,27.5,27.7,37.32,17.92,0.0,15.71,1.9,1.07,2.95
26.5,27.5,2022,128,23.15,27.04,34.03,19.37,0.0,15.93,1.72,0.14,3.28
26.5,32.5,2022,128,27.11,27.31,36.54,17.78,0.0,16.96,2.33,1.31,3.42
27.5,27.5,2022,128,24.64,27.31,34.78,18.63,0.0,17.01,1.7,0.76,3.3
27.5,32.5,2022,128,27.06,25.29,33.46,16.78,0.0,19.34,2.54,1.16,3.5
28.5,27.5,2022,128,26.05,26.92,35.18,18.55,0.0,20.39,2.17,1.14,3.93
28.5,32.5,2022,128,26.15,22.67,30.69,15.11,0.0,22.43,2.26,0.59,4.38
29.5,27.5,2022,128,26.02,27.26,36.29,18.16,0.01,31.63,2.8,1.24,4.6
29.5,32.5,2022,128,26.47,22.55,28.82,16.86,0.0,35.25,2.2,1.34,2.88
30.5,27.5,2022,128,24.53,23.79,32.39,14.82,0.0,50.33,2.87,1.07,4.61
30.5,32.5,2022,128,26.95,22.79,30.57,16.03,0.0,31.55,3.32,2.39,4.42
31.5,27.5,2022,128,16.57,21.21,24.59,18.33,0.0,69.42,3.8,2.94,5.31
31.5,32.5,2022,128,26.39,20.22,20.6,19.67,0.0,70.99,4.14,3.01,5.93
23.5,27.5,2022,129,28.13,29.44,36.4,22.55,0.0,13.86,2.8,0.41,6.21
23.5,32.5,2022,129,27.68,30.3,39.01,21.65,0.0,17.54,2.34,1.32,3.81
24.5,27.5,2022,129,27.75,28.02,35.15,20.96,0.0,16.13,3.61,1.0,7.78
24.5,32.5,2022,129,28.03,30.38,39.21,22.41,0.0,14.05,1.86,0.77,4.21
25.5,27.5,2022,129,26.22,27.06,34.15,19.32,0.0,18.66,3.16,0.55,4.87
25.5,32.5,2022,129,27.7,30.71,39.88,22.84,0.0,13.0,2.04,0.33,4.13
26.5,27.5,2022,129,27.59,26.81,34.09,18.88,0.0,20.6,3.54,0.14,5.59
26.5,32.5,2022,129,25.99,30.04,38.48,22.71,0.0,12.94,2.76,0.64,4.95
27.5,27.5,2022,129,27.39,25.77,33.21,18.3,0.0,23.06,3.81,1.13,5.95
27.5,32.5,2022,129,26.28,28.11,35.84,21.64,0.0,14.81,3.44,0.89,6.57
28.5,27.5,2022,129,27.39,24.54,32.55,17.13,0.0,31.53,3.79,1.66,6.55
28.5,32.5,2022,129,26.87,26.75,34.64,19.44,0.0,17.75,3.95,0.37,7.53
29.5,27.5,2022,129,27.77,25.08,33.92,16.71,0.15,42.43,4.26,2.28,6.8
29.5,32.5,2022,129,28.13,25.73,32.51,19.79,0.0,30.65,3.39,0.44,5.95
30.5,27.5,2022,129,29.33,21.44,28.85,15.23,0.0,59.0,5.01,3.1,6.6
30.5,32.5,2022,129,28.61,25.24,36.54,16.26,0.0,37.48,4.41,2.03,6.89
31.5,27.5,2022,129,26.05,19.17,20.24,17.93,0.0,90.17,5.22,3.49,6.89
31.5,32.5,2022,129,26.49,20.53,21.04,20.21,0.0,79.44,6.24,4.68,7.68
23.5,27.5,2022,130,26.49,27.3,34.75,20.67,0.0,22.08,4.38,2.06,6.19
23.5,32.5,2022,130,27.8,31.1,38.91,23.46,0.0,17.79,4.62,3.15,6.4
24.5,27.5,2022,130,25.66,26.13,33.82,18.02,0.0,23.91,4.17,2.48,5.37
24.5,32.5,2022,130,27.96,30.06,38.08,22.89,0.0,17.23,4.47,2.88,5.75
25.5,27.5,2022,130,27.44,25.86,33.54,18.22,0.0,24.18,4.11,2.99,4.86
25.5,32.5,2022,130,27.65,29.3,37.52,22.74,0.0,17.79,4.12,2.49,6.44
26.5,27.5,2022,130,27.06,25.47,33.11,17.72,0.0,27.08,3.73,2.69,4.73
26.5,32.5,2022,130,27.27,27.6,35.5,20.85,0.0,18.39,4.23,2.15,7.05
27.5,27.5,2022,130,28.77,24.14,31.32,16.58,0.0,33.81,3.44,1.87,5.06
27.5,32.5,2022,130,28.9,24.6,31.98,18.33,0.0,22.26,4.25,1.56,7.64
28.5,27.5,2022,130,28.58,22.84,29.8,15.27,0.0,42.69,2.96,1.16,5.36
28.5,32.5,2022,130,29.24,23.52,31.11,16.5,0.0,25.94,3.2,1.12,5.43
29.5,27.5,2022,130,29.4,23.17,31.14,14.98,0.04,50.81,2.78,0.87,4.65
29.5,32.5,2022,130,29.54,22.3,27.92,16.53,0.0,47.89,2.87,1.62,3.65
30.5,27.5,2022,130,29.54,20.29,27.61,14.33,0.0,65.19,2.86,1.29,4.92
30.5,32.5,2022,130,29.57,22.28,29.91,15.11,0.0,51.53,3.06,1.55,4.32
31.5,27.5,2022,130,27.14,18.7,19.97,17.9,0.0,82.61,2.71,1.4,4.3
31.5,32.5,2022,130,26.35,20.07,20.34,19.65,0.0,82.45,3.35,2.57,4.21
23.5,27.5,2022,131,27.66,27.17,34.55,20.03,0.0,22.58,4.65,2.5,6.68
23.5,32.5,2022,131,28.31,30.92,38.84,22.72,0.0,17.75,4.87,3.37,6.89
24.5,27.5,2022,131,27.15,25.93,33.05,18.75,0.0,24.09,4.36,2.73,6.47
24.5,32.5,2022,131,27.46,29.56,38.2,21.5,0.0,15.92,4.73,2.89,6.69
25.5,27.5,2022,131,28.01,25.87,32.49,19.21,0.0,25.19,3.96,2.26,6.01
25.5,32.5,2022,131,27.84,29.0,37.73,20.94,0.0,16.39,4.7,2.7,6.55
26.5,27.5,2022,131,27.49,25.6,31.27,19.5,0.09,26.71,3.13,1.44,5.44
26.5,32.5,2022,131,27.8,27.46,35.28,20.99,0.0,18.15,4.86,2.82,6.83
27.5,27.5,2022,131,26.12,24.09,30.48,19.57,0.26,30.82,2.27,1.07,3.86
27.5,32.5,2022,131,28.34,24.3,31.82,17.91,0.0,21.58,4.35,1.62,7.13
28.5,27.5,2022,131,22.44,23.88,30.73,18.08,0.0,40.38,1.95,1.13,3.05
28.5,32.5,2022,131,27.62,22.82,29.88,16.35,0.0,25.88,3.55,1.49,6.12
29.5,27.5,2022,131,20.38,24.01,31.26,17.93,0.0,47.84,2.26,0.89,4.97
29.5,32.5,2022,131,28.09,22.11,27.01,16.6,0.0,48.42,3.02,1.2,4.33
30.5,27.5,2022,131,22.53,20.75,28.88,14.53,0.0,56.44,3.16,1.25,4.91
30.5,32.5,2022,131,27.27,22.39,29.59,15.72,0.0,52.49,2.32,0.91,4.09
31.5,27.5,2022,131,23.07,19.2,21.23,17.88,0.0,74.95,3.08,1.68,4.57
31.5,32.5,2022,131,21.88,20.09,20.32,19.67,0.0,80.31,3.04,1.31,5.05
23.5,27.5,2022,132,27.5,27.87,36.7,18.84,0.0,20.93,2.83,0.72,5.1
23.5,32.5,2022,132,27.78,32.03,41.78,22.87,0.0,17.69,3.47,1.27,5.73
24.5,27.5,2022,132,27.41,27.06,35.84,18.26,0.0,23.16,2.79,0.69,4.71
24.5,32.5,2022,132,27.67,30.8,40.57,22.18,0.0,16.58,2.88,0.87,4.8
25.5,27.5,2022,132,27.25,27.43,35.49,19.42,0.0,24.53,3.39,1.69,5.17
25.5,32.5,2022,132,27.55,30.34,40.4,20.81,0.0,17.6,2.36,0.88,3.6
26.5,27.5,2022,132,26.97,26.75,34.12,19.39,0.0,26.18,3.85,1.6,5.54
26.5,32.5,2022,132,27.26,28.97,38.67,19.58,0.0,20.09,2.75,0.28,4.07
27.5,27.5,2022,132,27.24,25.32,32.51,18.46,0.0,29.48,4.31,1.72,5.94
27.5,32.5,2022,132,27.01,26.43,36.09,17.74,0.0,25.47,3.06,0.47,4.79
28.5,27.5,2022,132,27.05,23.73,28.9,18.35,0.0,37.45,4.55,2.65,6.12
28.5,32.5,2022,132,26.5,22.8,31.3,15.46,0.0,36.61,4.39,2.85,5.96
29.5,27.5,2022,132,25.99,22.48,26.85,17.48,1.11,51.27,4.31,3.0,5.63
29.5,32.5,2022,132,26.8,22.12,27.67,16.57,0.0,52.33,4.03,2.31,5.55
30.5,27.5,2022,132,22.66,17.98,21.3,15.47,1.62,70.26,3.1,2.11,4.35
30.5,32.5,2022,132,28.03,21.46,28.43,15.01,0.0,56.32,3.33,1.01,5.33
31.5,27.5,2022,132,9.27,18.69,19.52,17.99,0.02,78.09,2.55,0.57,3.94
31.5,32.5,2022,132,26.15,19.43,20.42,18.85,0.0,78.93,3.73,2.53,4.71
23.5,27.5,2022,133,27.88,30.88,40.84,19.83,0.0,16.51,2.65,0.51,5.1
23.5,32.5,2022,133,28.24,33.76,43.72,23.74,0.0,16.71,2.8,1.15,4.34
24.5,27.5,2022,133,27.69,29.71,40.08,19.36,0.0,18.56,2.81,0.75,4.69
24.5,32.5,2022,133,28.33,32.55,43.06,22.0,0.0,15.67,1.95,0.53,3.09
25.5,27.5,2022,133,27.99,28.16,38.2,19.11,0.0,22.43,2.8,0.59,4.85
25.5,32.5,2022,133,27.57,32.97,43.52,21.39,0.0,16.06,1.5,0.29,2.26
26.5,27.5,2022,133,27.81,27.24,35.95,18.97,0.0,26.2,3.77,1.05,5.66
26.5,32.5,2022,133,26.95,31.58,41.74,20.97,0.0,17.68,2.26,1.07,3.35
27.5,27.5,2022,133,26.42,26.21,34.91,18.39,0.0,30.28,4.31,2.52,6.39
27.5,32.5,2022,133,25.39,29.46,39.65,19.38,0.0,19.58,2.58,1.2,3.92
28.5,27.5,2022,133,22.53,24.21,31.75,17.22,0.0,39.64,4.53,2.65,5.72
28.5,32.5,2022,133,24.17,26.7,37.84,16.84,0.0,25.08,2.34,1.35,3.49
29.5,27.5,2022,133,18.74,23.71,31.04,17.12,0.0,46.88,4.42,3.46,5.31
29.5,32.5,2022,133,24.62,24.42,32.5,17.28,0.0,42.98,3.2,1.91,4.44
30.5,27.5,2022,133,15.91,20.04,26.54,14.96,0.0,59.69,3.93,2.84,5.0
30.5,32.5,2022,133,26.22,23.19,32.1,16.47,0.0,48.32,4.24,2.24,6.62
31.5,27.5,2022,133,18.27,19.13,20.42,18.22,0.0,77.53,2.79,2.08,3.36
31.5,32.5,2022,133,24.41,19.96,20.38,19.71,0.0,82.67,4.95,3.45,7.04
23.5,27.5,2022,134,26.77,27.87,35.71,20.5,0.0,23.84,5.64,1.88,7.48
23.5,32.5,2022,134,27.7,36.23,45.54,26.82,0.0,13.82,2.66,1.06,6.47
24.5,27.5,2022,134,26.67,26.08,33.31,19.55,0.0,28.32,5.97,3.19,8.31
24.5,32.5,2022,134,27.93,35.08,45.22,26.11,0.0,11.74,2.55,1.09,6.5
25.5,27.5,2022,134,25.95,25.78,32.56,19.99,0.0,30.13,5.89,3.86,8.02
25.5,32.5,2022,134,27.37,35.46,45.54,27.77,0.0,12.29,2.68,0.5,6.16
26.5,27.5,2022,134,24.9,25.06,31.63,19.47,0.0,32.22,5.33,2.43,7.43
26.5,32.5,2022,134,26.88,33.67,44.02,25.29,0.0,14.34,3.32,0.96,5.82
27.5,27.5,2022,134,21.96,23.73,29.53,18.27,0.0,35.82,5.16,2.15,6.92
27.5,32.5,2022,134,26.07,31.72,41.96,23.57,0.0,16.75,3.68,1.02,6.27
28.5,27.5,2022,134,18.56,22.72,29.31,17.2,0.0,42.64,4.65,2.74,6.0
28.5,32.5,2022,134,25.27,29.9,40.11,21.4,0.0,20.29,2.64,0.94,4.94
29.5,27.5,2022,134,20.59,23.38,31.26,17.46,0.0,45.52,4.11,2.86,5.6
29.5,32.5,2022,134,22.59,24.21,30.48,19.28,0.0,46.81,3.92,1.32,6.5
30.5,27.5,2022,134,27.67,20.3,27.07,15.12,0.0,55.99,4.55,2.18,6.15
30.5,32.5,2022,134,20.28,24.02,31.14,18.53,0.0,52.01,4.04,2.07,6.07
31.5,27.5,2022,134,26.43,19.08,20.25,18.01,0.0,77.51,4.34,3.37,5.43
31.5,32.5,2022,134,16.6,20.65,21.24,20.18,0.0,88.43,5.79,2.88,7.04
23.5,27.5,2022,135,24.27,25.06,30.14,20.25,0.0,24.62,6.16,4.22,8.53
23.5,32.5,2022,135,25.3,33.3,42.09,25.75,0.0,20.36,4.54,1.32,6.72
24.5,27.5,2022,135,25.35,24.26,29.42,18.21,0.0,25.26,5.82,4.29,8.06
24.5,32.5,2022,135,25.89,30.92,39.3,23.17,0.0,20.98,5.57,4.21,7.0
25.5,27.5,2022,135,25.6,24.34,30.33,17.69,0.0,25.36,4.92,3.06,7.33
25.5,32.5,2022,135,24.85,30.26,38.58,22.2,0.0,22.07,5.96,4.87,6.94
26.5,27.5,2022,135,27.36,24.45,31.24,17.06,0.0,26.63,4.36,2.51,6.77
26.5,32.5,2022,135,24.95,29.46,37.51,22.33,0.0,21.74,5.57,3.78,7.0
27.5,27.5,2022,135,29.86,23.62,30.31,15.85,0.0,30.5,4.09,1.76,6.19
27.5,32.5,2022,135,25.13,26.88,34.25,20.8,0.0,24.6,5.35,3.34,7.15
28.5,27.5,2022,135,30.06,22.99,30.35,14.63,0.0,36.71,3.91,1.71,5.6
28.5,32.5,2022,135,25.92,23.31,30.27,17.8,0.0,34.85,5.94,3.18,8.0
29.5,27.5,2022,135,29.6,23.47,31.91,14.43,0.0,44.09,3.63,1.43,5.46
29.5,32.5,2022,135,28.54,22.47,27.94,17.74,0.0,52.37,5.62,4.1,7.0
30.5,27.5,2022,135,29.64,19.85,27.65,13.17,0.0,56.67,3.93,1.57,6.18
30.5,32.5,2022,135,29.33,22.56,29.97,16.9,0.0,54.17,4.24,1.47,5.87
31.5,27.5,2022,135,26.02,18.87,19.99,17.91,0.0,84.38,4.74,2.63,6.0
31.5,32.5,2022,135,28.28,20.01,20.51,19.52,0.0,80.46,5.39,3.46,6.78
23.5,27.5,2022,136,13.66,24.34,28.28,20.95,0.35,28.94,5.0,2.59,7.33
23.5,32.5,2022,136,23.75,31.3,39.21,25.45,0.0,18.06,6.19,4.32,8.38
24.5,27.5,2022,136,12.42,23.57,27.63,20.2,0.88,30.72,4.87,2.33,6.94
24.5,32.5,2022,136,23.59,29.26,37.08,23.68,0.0,17.9,6.2,4.8,7.76
25.5,27.5,2022,136,11.9,23.27,26.98,19.62,0.69,30.87,4.0,1.61,6.46
25.5,32.5,2022,136,24.61,28.76,36.27,23.01,0.0,18.49,5.74,3.57,8.1
26.5,27.5,2022,136,15.12,23.11,28.11,18.98,0.06,31.64,3.28,1.33,5.59
26.5,32.5,2022,136,24.77,27.45,34.22,21.17,0.0,22.27,5.31,3.7,7.44
27.5,27.5,2022,136,20.25,22.83,29.24,18.35,0.0,34.65,2.86,1.0,4.8
27.5,32.5,2022,136,23.96,23.97,30.39,17.9,0.0,30.68,5.91,3.93,7.67
28.5,27.5,2022,136,24.33,23.08,29.9,17.04,0.0,37.73,2.29,0.98,3.7
28.5,32.5,2022,136,22.4,20.68,25.83,15.15,0.0,44.93,6.18,4.51,8.18
29.5,27.5,2022,136,25.16,23.83,32.28,15.95,0.0,44.46,2.03,1.18,3.59
29.5,32.5,2022,136,21.98,21.21,25.83,16.55,0.0,58.19,4.74,3.05,6.43
30.5,27.5,2022,136,28.67,20.88,29.41,13.02,0.0,55.83,2.35,1.46,3.21
30.5,32.5,2022,136,22.83,20.61,25.92,15.67,0.0,64.17,2.6,0.91,5.04
31.5,27.5,2022,136,26.48,19.73,21.66,17.87,0.0,80.34,2.73,2.02,3.48
31.5,32.5,2022,136,17.52,20.32,20.66,19.79,0.0,84.61,3.76,3.29,4.81
23.5,27.5,2022,137,27.38,25.75,33.82,18.03,0.0,20.92,4.65,3.01,6.84
23.5,32.5,2022,137,26.64,31.34,39.24,24.0,0.0,19.2,5.32,3.37,7.32
24.5,27.5,2022,137,28.28,24.43,32.33,16.67,0.0,21.24,3.94,2.07,6.33
24.5,32.5,2022,137,23.19,30.0,38.58,22.82,0.0,17.67,5.27,3.56,7.38
25.5,27.5,2022,137,29.52,24.61,32.83,16.89,0.0,21.68,2.96,1.2,5.12
25.5,32.5,2022,137,24.01,29.66,38.65,22.07,0.0,18.75,5.13,3.83,6.6
26.5,27.5,2022,137,29.46,25.0,33.49,17.07,0.0,21.93,2.58,0.97,4.18
26.5,32.5,2022,137,26.55,28.89,37.99,21.15,0.0,20.11,4.6,3.4,5.99
27.5,27.5,2022,137,30.43,24.67,33.12,17.34,0.0,24.1,2.34,0.78,4.44
27.5,32.5,2022,137,27.75,25.92,34.76,18.2,0.0,26.95,4.89,3.17,6.63
28.5,27.5,2022,137,30.07,24.22,31.83,16.45,0.0,29.42,2.21,1.09,3.92
28.5,32.5,2022,137,28.12,22.64,30.12,16.13,0.0,37.78,5.55,4.19,7.44
29.5,27.5,2022,137,30.05,24.75,33.72,15.25,0.0,39.26,2.32,1.0,4.12
29.5,32.5,2022,137,29.59,22.67,28.82,16.42,0.0,53.62,4.41,3.3,5.38
30.5,27.5,2022,137,30.42,21.59,30.63,13.08,0.0,53.82,2.43,1.45,3.81
30.5,32.5,2022,137,29.85,22.84,31.02,15.11,0.0,58.63,3.01,1.04,5.06
31.5,27.5,2022,137,27.1,20.16,21.91,18.38,0.0,79.0,2.5,0.76,3.31
31.5,32.5,2022,137,28.06,20.78,21.17,20.38,0.0,83.56,3.45,2.24,4.41
23.5,27.5,2022,138,29.07,25.87,33.87,18.02,0.0,15.98,3.95,2.12,5.2
23.5,32.5,2022,138,28.32,31.51,39.6,24.14,0.0,15.81,4.44,2.7,6.35
24.5,27.5,2022,138,30.19,24.65,32.46,16.19,0.0,18.21,3.22,1.82,4.29
24.5,32.5,2022,138,28.05,30.23,38.46,23.12,0.0,14.27,4.3,2.31,5.78
25.5,27.5,2022,138,30.48,24.83,33.04,16.01,0.0,20.0,2.4,1.48,3.6
25.5,32.5,2022,138,27.52,29.99,38.85,21.9,0.0,14.77,3.95,2.65,5.11
26.5,27.5,2022,138,28.83,25.5,34.15,16.36,0.0,21.79,2.27,1.27,3.8
26.5,32.5,2022,138,28.15,28.99,38.33,19.73,0.0,17.46,3.79,1.96,5.15
27.5,27.5,2022,138,30.2,25.46,34.4,16.05,0.0,25.18,2.32,1.4,4.32
27.5,32.5,2022,138,30.14,25.7,34.72,16.69,0.0,22.96,4.75,2.76,6.42
28.5,27.5,2022,138,30.08,25.5,33.69,16.14,0.0,28.89,2.14,1.07,3.58
28.5,32.5,2022,138,30.82,22.57,30.47,14.8,0.0,33.94,5.04,2.99,7.14
29.5,27.5,2022,138,29.71,26.09,35.41,16.15,0.0,37.62,1.87,0.18,3.13
29.5,32.5,2022,138,30.68,22.85,29.46,15.98,0.0,50.99,3.56,2.33,4.64
30.5,27.5,2022,138,30.28,22.87,32.05,14.57,0.0,46.1,1.77,0.92,2.67
30.5,32.5,2022,138,30.34,23.54,32.08,16.52,0.0,54.04,2.6,0.57,4.83
31.5,27.5,2022,138,27.46,21.54,24.32,19.04,0.0,62.61,2.5,0.27,5.05
31.5,32.5,2022,138,28.08,20.93,21.57,20.47,0.0,85.14,2.76,1.64,4.08
23.5,27.5,2022,139,26.62,27.18,35.06,18.95,0.0,15.42,3.92,2.52,5.11
23.5,32.5,2022,139,28.78,32.25,40.84,24.12,0.0,13.52,4.17,2.68,6.11
24.5,27.5,2022,139,29.18,25.94,34.2,17.08,0.0,17.51,3.23,1.96,4.87
24.5,32.5,2022,139,28.48,31.3,39.59,23.87,0.0,11.36,4.18,2.5,5.83
25.5,27.5,2022,139,29.95,26.43,34.92,17.5,0.0,18.01,2.66,1.57,4.21
25.5,32.5,2022,139,28.1,30.47,39.13,23.26,0.0,11.67,3.48,2.3,5.25
26.5,27.5,2022,139,29.98,27.46,35.84,18.9,0.0,18.61,2.18,1.22,3.19
26.5,32.5,2022,139,27.79,29.74,38.37,22.09,0.0,13.47,3.86,1.82,5.37
27.5,27.5,2022,139,30.04,27.6,36.03,18.91,0.0,20.4,1.9,0.8,3.99
27.5,32.5,2022,139,29.69,26.77,35.97,17.93,0.0,18.08,4.38,3.44,5.57
28.5,27.5,2022,139,29.91,27.98,36.44,19.16,0.0,22.11,2.41,1.25,3.89
28.5,32.5,2022,139,30.51,23.59,31.76,15.15,0.0,27.66,4.41,2.41,6.75
29.5,27.5,2022,139,29.26,28.91,37.98,19.8,0.0,26.43,3.51,1.74,5.22
29.5,32.5,2022,139,30.34,23.8,30.81,16.73,0.0,43.43,3.17,1.67,4.97
30.5,27.5,2022,139,29.36,24.98,35.09,16.36,0.0,41.94,3.99,1.58,6.94
30.5,32.5,2022,139,29.94,24.43,33.64,15.67,0.0,45.93,2.87,1.19,5.47
31.5,27.5,2022,139,26.11,22.09,25.91,20.02,0.0,69.08,4.72,1.56,8.0
31.5,32.5,2022,139,28.15,21.73,22.66,20.91,0.0,76.49,2.74,0.76,4.92
23.5,27.5,2022,140,24.39,27.02,33.49,21.07,0.0,17.87,4.79,2.98,6.71
23.5,32.5,2022,140,28.84,32.11,40.76,23.46,0.0,12.91,4.41,3.32,6.17
24.5,27.5,2022,140,26.33,25.72,32.38,19.72,0.0,21.25,4.87,2.34,6.34
24.5,32.5,2022,140,28.97,31.61,40.16,23.43,0.0,11.48,4.72,3.72,5.83
25.5,27.5,2022,140,26.48,25.94,32.25,20.0,0.0,22.95,4.85,2.7,6.19
25.5,32.5,2022,140,27.54,30.79,40.02,21.52,0.0,13.86,3.89,1.86,5.85
26.5,27.5,2022,140,28.18,26.06,32.37,20.16,0.0,25.1,4.63,3.55,5.74
26.5,32.5,2022,140,24.48,29.97,38.0,21.88,0.0,16.1,4.11,2.44,5.82
27.5,27.5,2022,140,29.59,25.28,31.76,18.68,0.0,32.97,4.34,3.14,5.85
27.5,32.5,2022,140,25.09,27.73,35.64,19.35,0.0,18.28,3.65,2.03,5.4
28.5,27.5,2022,140,29.41,24.47,31.09,18.11,1.02,45.73,4.76,3.26,5.86
28.5,32.5,2022,140,27.04,26.02,34.13,17.08,0.0,22.37,2.73,1.09,4.63
29.5,27.5,2022,140,28.58,24.73,32.03,18.83,0.14,51.21,5.44,3.96,6.85
29.5,32.5,2022,140,28.02,26.98,33.94,19.52,0.0,31.29,1.69,1.25,2.29
30.5,27.5,2022,140,28.62,20.54,26.33,15.01,0.0,61.98,6.33,4.34,7.72
30.5,32.5,2022,140,28.93,27.65,36.67,19.23,0.0,30.21,3.55,1.76,5.64
31.5,27.5,2022,140,26.33,20.01,20.97,18.76,0.0,72.69,7.04,6.15,7.72
31.5,32.5,2022,140,28.07,22.3,22.48,22.08,0.0,85.38,4.93,2.53,7.26
23.5,27.5,2022,141,28.01,24.75,31.22,19.43,0.0,28.5,5.23,4.29,6.53
23.5,32.5,2022,141,26.8,31.34,39.72,23.98,0.0,21.68,5.16,3.77,6.55
24.5,27.5,2022,141,28.26,22.94,29.25,17.23,0.0,31.29,5.07,4.17,6.08
24.5,32.5,2022,141,26.71,29.72,37.91,23.15,0.0,23.47,5.63,4.51,7.13
25.5,27.5,2022,141,29.19,22.45,28.67,17.32,0.0,32.4,4.64,3.29,6.03
25.5,32.5,2022,141,26.1,28.49,35.97,22.54,0.0,26.35,5.71,4.09,7.81
26.5,27.5,2022,141,29.59,22.2,28.49,16.98,0.0,34.18,4.44,2.11,6.02
26.5,32.5,2022,141,26.27,27.48,34.86,21.75,0.0,28.29,5.49,3.52,7.46
27.5,27.5,2022,141,30.45,21.42,27.78,15.97,0.0,36.81,4.57,2.34,6.41
27.5,32.5,2022,141,25.21,24.79,31.52,19.62,0.0,35.19,5.46,4.07,6.9
28.5,27.5,2022,141,30.57,20.91,26.58,15.1,0.0,39.71,4.29,2.58,5.71
28.5,32.5,2022,141,22.44,23.8,30.25,18.41,0.0,40.82,5.03,3.37,6.17
29.5,27.5,2022,141,30.29,21.71,28.21,14.38,0.0,41.59,3.54,2.16,5.19
29.5,32.5,2022,141,21.92,24.39,28.81,19.93,0.0,53.41,4.11,2.4,6.14
30.5,27.5,2022,141,30.6,18.79,25.16,12.32,0.0,52.81,3.77,2.19,5.27
30.5,32.5,2022,141,24.81,26.12,33.7,19.21,0.0,52.55,3.62,1.02,5.58
31.5,27.5,2022,141,27.52,19.06,20.27,17.84,0.0,68.83,5.22,3.99,6.05
31.5,32.5,2022,141,25.69,21.58,22.12,20.84,0.0,91.3,6.1,2.33,8.49
23.5,27.5,2022,142,29.88,22.46,30.16,15.0,0.0,20.17,4.77,3.06,6.95
23.5,32.5,2022,142,27.18,27.92,34.96,21.62,0.0,18.41,5.39,3.94,7.05
24.5,27.5,2022,142,29.94,21.09,28.39,13.45,0.0,24.49,4.61,2.55,6.89
24.5,32.5,2022,142,27.06,26.4,33.83,20.35,0.0,16.67,5.64,3.22,7.66
25.5,27.5,2022,142,30.29,21.61,29.03,14.04,0.0,27.19,4.21,2.2,6.44
25.5,32.5,2022,142,28.0,25.83,33.0,19.14,0.0,17.74,5.74,3.42,7.94
26.5,27.5,2022,142,29.85,22.37,29.93,14.85,0.0,29.15,4.15,2.03,6.25
26.5,32.5,2022,142,28.03,24.73,31.74,18.29,0.0,19.02,5.58,2.93,7.82
27.5,27.5,2022,142,30.05,22.32,29.83,14.91,0.0,29.13,4.27,1.9,6.74
27.5,32.5,2022,142,29.6,22.52,29.12,16.42,0.0,22.51,5.9,3.71,7.76
28.5,27.5,2022,142,29.87,22.41,29.69,14.55,0.0,30.88,4.08,1.57,7.26
28.5,32.5,2022,142,29.85,21.61,28.21,15.34,0.0,30.2,5.03,2.75,7.12
29.5,27.5,2022,142,29.18,23.7,31.59,15.43,0.0,35.45,3.71,1.23,6.86
29.5,32.5,2022,142,30.14,22.64,27.64,17.22,0.0,46.33,4.02,2.46,5.22
30.5,27.5,2022,142,29.87,20.66,28.61,13.37,0.0,45.55,4.35,2.06,6.95
