LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN,T2M_MAX,WS2M_MAX,T2M_MIN_x,PRECTOTCORR,RH2M,T2M,WS2M,T2M_MIN_y
29.5,32.5,2024,121,29.11,26.96,4.94,15.66,0.0,58.11,21.14,3.96,15.66
30.5,27.5,2024,121,28.74,28.41,6.3,13.55,0.0,66.04,19.93,4.11,13.55
30.5,32.5,2024,121,27.37,30.45,5.37,15.59,0.0,59.34,22.03,2.71,15.59
31.5,27.5,2024,121,26.37,20.78,6.23,18.41,0.0,80.22,19.53,4.77,18.41
31.5,32.5,2024,121,25.62,20.6,5.95,19.94,0.0,85.65,20.28,4.84,19.94
23.5,27.5,2024,122,28.44,34.2,3.94,17.35,0.0,17.95,25.77,2.9,17.35
23.5,32.5,2024,122,29.84,35.38,6.44,21.34,0.0,19.86,27.93,4.62,21.34
24.5,27.5,2024,122,28.42,32.7,4.56,16.62,0.0,22.38,24.65,2.83,16.62
24.5,32.5,2024,122,29.97,34.12,6.12,19.23,0.0,20.65,26.3,4.41,19.23
25.5,27.5,2024,122,29.14,32.33,4.34,16.51,0.0,26.73,24.48,2.75,16.51
25.5,32.5,2024,122,29.86,33.36,6.16,17.98,0.0,23.27,25.62,4.38,17.98
26.5,27.5,2024,122,29.1,32.56,4.31,16.55,0.0,29.11,24.55,3.01,16.55
26.5,32.5,2024,122,29.76,33.27,5.03,15.9,0.0,26.1,24.84,3.88,15.9
27.5,27.5,2024,122,29.01,32.16,4.85,15.05,0.0,34.62,23.73,3.06,15.05
27.5,32.5,2024,122,29.53,31.89,5.31,13.56,0.0,33.66,23.0,3.75,13.56
28.5,27.5,2024,122,28.71,29.97,4.48,13.99,0.0,44.34,22.49,2.7,13.99
28.5,32.5,2024,122,29.37,28.83,5.64,12.51,0.0,49.08,20.93,3.94,12.51
29.5,27.5,2024,122,28.25,32.46,4.89,14.53,0.0,49.23,23.54,2.79,14.53
29.5,32.5,2024,122,27.67,27.55,5.14,16.29,0.0,62.26,21.92,3.8,16.29
30.5,27.5,2024,122,29.05,28.45,5.18,12.73,0.0,60.01,20.15,3.62,12.73
30.5,32.5,2024,122,26.18,30.7,5.32,16.67,0.0,61.77,22.75,3.4,16.67
31.5,27.5,2024,122,26.08,20.46,4.42,18.21,0.0,77.16,19.27,3.99,18.21
31.5,32.5,2024,122,23.58,20.7,6.94,20.35,0.0,87.35,20.52,5.06,20.35
23.5,27.5,2024,123,28.09,34.44,5.73,18.54,0.0,22.0,26.3,3.86,18.54
23.5,32.5,2024,123,28.33,36.07,5.88,19.64,0.0,23.98,28.24,4.36,19.64
24.5,27.5,2024,123,28.14,33.69,5.47,17.64,0.0,24.74,25.52,3.55,17.64
24.5,32.5,2024,123,28.26,35.76,5.8,19.36,0.0,24.56,27.54,4.53,19.36
25.5,27.5,2024,123,27.3,34.24,4.72,18.33,0.0,25.33,26.07,3.05,18.33
25.5,32.5,2024,123,27.83,35.96,6.28,18.83,0.0,26.9,27.46,4.5,18.83
26.5,27.5,2024,123,27.34,34.74,4.49,18.51,0.0,25.59,26.43,2.8,18.51
26.5,32.5,2024,123,27.83,35.46,6.88,18.79,0.0,29.6,26.96,4.52,18.79
27.5,27.5,2024,123,26.69,32.94,4.34,17.54,0.0,27.73,25.54,2.44,17.54
27.5,32.5,2024,123,28.31,33.07,7.26,16.57,0.0,35.58,24.79,4.53,16.57
28.5,27.5,2024,123,26.48,31.37,3.2,16.26,0.0,37.44,24.38,2.08,16.26
28.5,32.5,2024,123,28.6,30.58,6.88,14.91,0.0,43.83,22.51,4.14,14.91
29.5,27.5,2024,123,26.91,33.95,4.03,16.45,0.0,44.83,25.38,1.87,16.45
29.5,32.5,2024,123,28.15,27.31,5.01,16.82,0.0,56.95,21.99,3.49,16.82
30.5,27.5,2024,123,24.26,33.02,4.14,13.73,0.0,51.18,23.35,2.05,13.73
30.5,32.5,2024,123,27.28,30.66,4.8,15.53,0.0,56.75,22.41,2.69,15.53
31.5,27.5,2024,123,21.82,23.4,5.66,18.46,0.0,69.92,20.59,2.39,18.46
31.5,32.5,2024,123,24.23,20.57,5.66,19.58,0.0,84.48,19.99,4.42,19.58
23.5,27.5,2024,124,29.13,36.13,4.27,19.49,0.0,20.65,27.98,3.0,19.49
23.5,32.5,2024,124,27.87,36.97,7.65,23.45,0.0,22.75,30.05,5.53,23.45
24.5,27.5,2024,124,28.81,35.24,5.05,19.29,0.0,22.02,27.19,3.04,19.29
24.5,32.5,2024,124,27.97,36.99,6.96,22.52,0.0,21.93,29.38,5.25,22.52
25.5,27.5,2024,124,28.9,35.24,5.51,21.2,0.0,21.94,27.7,2.98,21.2
25.5,32.5,2024,124,27.97,37.36,6.68,21.26,0.0,22.73,29.32,4.76,21.26
26.5,27.5,2024,124,28.84,35.08,6.04,21.7,0.0,21.44,27.85,3.33,21.7
26.5,32.5,2024,124,28.24,35.8,6.74,20.73,0.0,24.25,28.07,4.55,20.73
27.5,27.5,2024,124,28.51,33.58,6.19,19.99,0.0,23.32,26.29,3.47,19.99
27.5,32.5,2024,124,28.21,33.11,7.23,18.52,0.0,26.26,25.59,4.62,18.52
28.5,27.5,2024,124,28.67,32.31,5.84,19.51,0.0,26.67,25.18,3.55,19.51
28.5,32.5,2024,124,28.16,32.19,6.45,17.17,0.0,28.52,24.43,3.98,17.17
29.5,27.5,2024,124,28.16,33.69,5.32,19.37,0.0,31.05,25.97,3.5,19.37
29.5,32.5,2024,124,28.18,29.88,4.68,18.21,0.0,47.51,23.71,3.34,18.21
30.5,27.5,2024,124,29.43,28.88,6.55,16.02,0.0,50.23,22.05,5.09,16.02
30.5,32.5,2024,124,28.88,32.99,6.04,16.93,0.0,49.57,23.95,3.13,16.93
31.5,27.5,2024,124,26.18,21.49,6.7,19.05,0.0,82.52,20.22,5.99,19.05
31.5,32.5,2024,124,27.17,21.35,6.31,20.63,0.0,84.08,20.96,5.17,20.63
23.5,27.5,2024,125,28.42,33.39,5.15,19.57,0.0,20.08,26.42,4.25,19.57
23.5,32.5,2024,125,29.04,36.83,5.99,21.55,0.0,17.64,29.36,3.96,21.55
24.5,27.5,2024,125,28.31,31.79,5.5,18.21,0.0,20.69,25.08,4.27,18.21
24.5,32.5,2024,125,29.35,36.11,5.26,20.18,0.0,15.37,28.25,4.0,20.18
25.5,27.5,2024,125,28.13,31.81,5.82,17.02,0.0,21.81,24.68,4.1,17.02
25.5,32.5,2024,125,29.37,36.7,4.96,18.23,0.0,16.7,27.77,3.81,18.23
26.5,27.5,2024,125,26.96,31.71,6.31,16.41,0.0,27.46,24.33,4.21,16.41
26.5,32.5,2024,125,29.13,35.92,5.47,17.37,0.0,18.59,26.71,3.89,17.37
27.5,27.5,2024,125,25.57,31.01,7.52,14.91,0.0,35.27,23.25,4.14,14.91
27.5,32.5,2024,125,30.0,33.44,5.71,15.01,0.0,25.46,24.16,3.92,15.01
28.5,27.5,2024,125,25.11,30.27,6.82,14.87,0.0,40.44,22.6,3.69,14.87
28.5,32.5,2024,125,29.28,30.83,5.66,13.72,0.0,37.09,22.3,3.65,13.72
29.5,27.5,2024,125,25.21,30.32,6.97,15.29,0.0,44.79,23.08,3.48,15.29
29.5,32.5,2024,125,28.9,29.04,5.45,16.18,0.0,52.7,22.84,3.09,16.18
30.5,27.5,2024,125,26.65,26.36,7.0,13.94,0.0,53.62,20.07,4.14,13.94
30.5,32.5,2024,125,28.49,32.56,5.36,15.29,0.0,53.5,23.3,3.18,15.29
31.5,27.5,2024,125,26.29,21.04,7.93,18.61,0.0,75.92,19.62,6.17,18.61
31.5,32.5,2024,125,26.9,22.17,7.45,20.05,0.0,81.01,20.91,5.75,20.05
23.5,27.5,2024,126,26.5,34.13,6.04,18.78,0.0,29.91,26.06,4.51,18.78
23.5,32.5,2024,126,27.69,36.08,6.61,21.86,0.0,25.0,28.92,4.97,21.86
24.5,27.5,2024,126,27.1,31.35,6.81,19.22,0.0,34.85,24.29,4.46,19.22
24.5,32.5,2024,126,27.58,35.25,6.2,20.76,0.0,23.99,27.66,4.84,20.76
25.5,27.5,2024,126,28.12,30.79,6.93,18.01,0.0,37.78,23.83,4.14,18.01
25.5,32.5,2024,126,26.42,34.21,6.23,20.2,0.0,23.75,26.82,4.64,20.2
26.5,27.5,2024,126,28.1,30.4,6.89,17.33,0.0,38.75,23.45,4.34,17.33
26.5,32.5,2024,126,26.48,33.0,6.64,19.6,0.0,23.74,25.74,4.58,19.6
27.5,27.5,2024,126,28.23,29.13,7.36,16.72,0.0,39.68,22.38,4.66,16.72
27.5,32.5,2024,126,28.3,29.94,7.01,17.68,0.0,28.31,23.45,4.74,17.68
28.5,27.5,2024,126,27.93,27.95,7.35,15.59,0.0,40.51,21.49,4.33,15.59
28.5,32.5,2024,126,27.74,28.52,7.27,15.92,0.0,36.31,22.01,4.33,15.92
29.5,27.5,2024,126,27.13,28.73,6.44,15.01,0.0,43.43,22.05,4.03,15.01
29.5,32.5,2024,126,28.32,27.13,5.68,17.79,0.0,52.06,22.19,3.91,17.79
30.5,27.5,2024,126,26.22,25.18,7.44,12.94,0.0,60.64,18.65,4.9,12.94
30.5,32.5,2024,126,26.79,28.91,7.0,16.08,0.0,51.4,21.78,3.78,16.08
31.5,27.5,2024,126,22.59,20.09,8.5,18.33,0.0,72.14,19.28,7.27,18.33
31.5,32.5,2024,126,25.18,20.93,7.78,19.76,0.0,73.47,20.26,6.29,19.76
23.5,27.5,2024,127,28.87,31.41,5.12,16.37,0.0,19.63,23.63,4.09,16.37
23.5,32.5,2024,127,28.73,34.07,5.77,20.36,0.0,20.17,27.2,4.6,20.36
24.5,27.5,2024,127,28.62,28.89,5.57,14.33,0.0,23.48,21.58,3.92,14.33
24.5,32.5,2024,127,28.72,32.93,5.52,18.42,0.0,19.98,25.53,4.26,18.42
25.5,27.5,2024,127,28.67,28.42,5.14,14.34,0.0,27.32,21.33,3.39,14.34
25.5,32.5,2024,127,28.41,31.43,6.01,17.45,0.0,22.97,24.37,4.15,17.45
26.5,27.5,2024,127,28.54,28.56,5.37,13.97,0.0,32.5,21.42,3.29,13.97
26.5,32.5,2024,127,27.85,29.49,6.03,16.06,0.0,26.75,22.72,4.07,16.06
27.5,27.5,2024,127,28.51,27.77,5.41,14.21,0.0,39.07,21.12,3.26,14.21
27.5,32.5,2024,127,29.23,26.59,6.46,13.57,0.0,35.54,20.04,4.15,13.57
28.5,27.5,2024,127,28.3,27.23,4.62,14.05,0.0,44.67,20.79,2.79,14.05
28.5,32.5,2024,127,29.12,25.61,5.53,12.47,0.0,44.41,19.01,3.44,12.47
29.5,27.5,2024,127,28.79,29.56,5.21,14.48,0.0,44.97,22.21,3.22,14.48
29.5,32.5,2024,127,27.88,24.92,4.48,15.6,0.01,58.11,20.39,3.3,15.6
30.5,27.5,2024,127,29.63,26.58,6.4,13.54,0.0,55.11,19.28,3.92,13.54
30.5,32.5,2024,127,27.08,27.45,4.68,14.46,0.09,55.75,20.77,3.3,14.46
31.5,27.5,2024,127,27.19,21.08,6.84,18.13,0.0,68.42,19.67,5.46,18.13
31.5,32.5,2024,127,27.21,20.76,6.35,19.47,0.15,75.19,20.22,5.32,19.47
23.5,27.5,2024,128,29.85,30.77,4.43,14.96,0.0,25.0,22.76,3.38,14.96
23.5,32.5,2024,128,29.63,33.03,4.75,18.18,0.0,22.49,25.76,3.56,18.18
24.5,27.5,2024,128,29.36,29.38,4.08,13.85,0.0,28.09,21.62,2.9,13.85
24.5,32.5,2024,128,29.61,32.39,4.68,16.69,0.0,21.78,24.64,3.49,16.69
25.5,27.5,2024,128,28.56,29.53,3.45,14.17,0.0,27.97,21.99,2.44,14.17
25.5,32.5,2024,128,29.46,32.74,4.38,15.76,0.0,22.8,24.39,3.22,15.76
26.5,27.5,2024,128,29.78,29.95,3.59,14.72,0.0,27.88,22.25,2.45,14.72
26.5,32.5,2024,128,29.29,31.28,4.9,15.57,0.0,24.79,23.21,3.36,15.57
27.5,27.5,2024,128,29.59,29.25,4.31,14.39,0.0,32.01,21.74,2.75,14.39
27.5,32.5,2024,128,30.41,28.88,5.1,13.31,0.0,30.59,20.78,3.33,13.31
28.5,27.5,2024,128,29.58,27.75,4.69,13.49,0.0,37.03,21.31,2.63,13.49
28.5,32.5,2024,128,30.18,27.45,4.35,12.11,0.0,41.19,19.4,2.95,12.11
29.5,27.5,2024,128,29.76,29.93,3.38,13.05,0.0,37.36,21.59,2.21,13.05
29.5,32.5,2024,128,29.9,25.28,3.49,15.22,0.0,54.18,20.25,2.74,15.22
30.5,27.5,2024,128,30.19,27.0,3.63,10.58,0.0,49.65,18.64,2.62,10.58
30.5,32.5,2024,128,29.91,28.03,4.63,13.52,0.01,53.85,20.58,2.25,13.52
31.5,27.5,2024,128,28.09,20.66,4.38,17.4,0.0,63.67,19.04,3.28,17.4
31.5,32.5,2024,128,28.58,20.3,5.44,19.65,0.0,75.15,19.88,3.95,19.65
23.5,27.5,2024,129,30.18,31.25,3.37,14.33,0.0,18.55,23.29,2.03,14.33
23.5,32.5,2024,129,29.42,34.41,5.47,18.0,0.0,17.13,26.34,3.36,18.0
24.5,27.5,2024,129,30.49,29.97,2.83,13.24,0.0,18.67,22.43,1.57,13.24
24.5,32.5,2024,129,30.06,34.11,4.37,16.8,0.0,12.74,25.39,2.67,16.8
25.5,27.5,2024,129,30.42,30.05,1.96,13.89,0.0,19.66,22.65,1.34,13.89
25.5,32.5,2024,129,29.9,34.38,3.33,15.12,0.0,13.55,24.94,2.2,15.12
26.5,27.5,2024,129,30.28,30.82,2.22,14.61,0.0,19.79,23.06,1.58,14.61
26.5,32.5,2024,129,30.16,33.71,3.82,14.48,0.0,15.87,24.24,2.02,14.48
27.5,27.5,2024,129,29.81,30.55,2.75,14.53,0.0,19.89,23.29,1.63,14.53
27.5,32.5,2024,129,30.57,31.79,4.29,12.7,0.0,20.34,22.32,2.01,12.7
28.5,27.5,2024,129,29.62,30.43,3.58,13.94,0.0,21.45,23.07,1.64,13.94
28.5,32.5,2024,129,30.54,29.68,4.82,11.74,0.0,30.72,20.33,2.51,11.74
29.5,27.5,2024,129,29.47,31.46,3.8,14.12,0.0,33.32,23.42,2.03,14.12
29.5,32.5,2024,129,29.95,27.85,3.99,14.12,0.0,47.29,21.11,2.76,14.12
30.5,27.5,2024,129,27.94,28.56,4.45,11.86,0.0,43.62,20.39,2.04,11.86
30.5,32.5,2024,129,30.2,29.57,5.4,12.96,0.0,50.29,21.12,3.37,12.96
31.5,27.5,2024,129,27.0,22.21,5.78,17.62,0.0,63.43,19.79,3.49,17.62
31.5,32.5,2024,129,29.05,20.7,5.42,19.33,0.0,72.0,19.89,3.5,19.33
23.5,27.5,2024,130,29.31,36.37,3.59,19.51,0.0,11.28,27.44,2.12,19.51
23.5,32.5,2024,130,29.85,37.31,3.4,18.46,0.0,11.59,28.76,1.8,18.46
24.5,27.5,2024,130,29.3,36.97,4.93,18.35,0.0,11.61,27.32,2.82,18.35
24.5,32.5,2024,130,29.85,37.39,2.65,18.33,0.0,8.87,28.8,1.37,18.33
25.5,27.5,2024,130,29.54,38.04,5.54,18.52,0.0,11.79,27.9,3.16,18.52
25.5,32.5,2024,130,29.84,37.89,2.64,17.35,0.0,8.8,28.74,1.44,17.35
26.5,27.5,2024,130,29.39,38.38,5.34,17.49,0.0,12.94,27.83,3.09,17.49
26.5,32.5,2024,130,29.82,37.39,2.43,16.52,0.0,8.88,28.1,1.55,16.52
27.5,27.5,2024,130,28.98,37.26,5.45,17.04,0.0,14.05,26.93,2.97,17.04
27.5,32.5,2024,130,30.05,35.93,2.45,15.19,0.0,9.8,26.49,1.56,15.19
28.5,27.5,2024,130,28.89,36.07,5.5,17.6,0.0,14.04,26.81,2.96,17.6
28.5,32.5,2024,130,29.78,35.39,1.95,13.53,0.0,17.94,25.8,1.15,13.53
29.5,27.5,2024,130,28.86,36.87,4.14,15.74,0.0,25.12,26.87,2.92,15.74
29.5,32.5,2024,130,29.18,33.57,2.78,15.77,0.0,37.81,25.33,1.31,15.77
30.5,27.5,2024,130,28.2,34.09,4.33,15.3,0.0,33.82,24.57,3.17,15.3
30.5,32.5,2024,130,28.42,34.56,3.45,14.3,0.0,47.03,24.65,1.86,14.3
31.5,27.5,2024,130,24.45,25.29,6.66,19.17,0.0,69.95,21.5,4.77,19.17
31.5,32.5,2024,130,26.94,21.92,5.44,20.79,0.0,78.55,21.37,3.84,20.79
23.5,27.5,2024,131,28.09,38.96,3.95,20.1,0.0,11.34,29.58,2.38,20.1
23.5,32.5,2024,131,28.65,40.16,1.44,24.81,0.0,8.09,32.77,0.9,24.81
24.5,27.5,2024,131,26.5,38.98,4.29,19.89,0.0,14.73,28.91,2.25,19.89
24.5,32.5,2024,131,27.61,39.74,1.06,24.6,0.0,6.0,32.8,0.69,24.6
25.5,27.5,2024,131,26.39,35.49,5.08,19.74,0.0,19.04,27.15,3.37,19.74
25.5,32.5,2024,131,25.97,40.57,1.72,24.08,0.0,7.89,32.69,0.88,24.08
26.5,27.5,2024,131,25.5,33.73,5.78,20.36,0.0,22.36,26.68,4.09,20.36
26.5,32.5,2024,131,28.09,40.7,2.86,24.13,0.0,9.13,32.17,1.6,24.13
27.5,27.5,2024,131,22.71,31.79,6.7,20.5,0.0,25.3,25.36,4.4,20.5
27.5,32.5,2024,131,28.99,39.23,4.91,21.92,0.0,9.89,30.35,2.71,21.92
28.5,27.5,2024,131,21.64,31.21,6.15,19.74,0.0,25.46,24.74,4.35,19.74
28.5,32.5,2024,131,28.21,38.85,5.65,19.93,0.0,11.28,29.64,2.98,19.93
29.5,27.5,2024,131,19.72,33.46,6.95,21.02,0.0,22.25,26.34,4.38,21.02
29.5,32.5,2024,131,23.68,36.85,5.47,22.19,0.0,26.46,28.68,2.8,22.19
30.5,27.5,2024,131,24.98,30.08,7.34,18.68,0.0,27.62,23.96,4.69,18.68
30.5,32.5,2024,131,19.3,39.81,6.86,20.81,0.7,25.75,28.6,4.18,20.81
31.5,27.5,2024,131,23.93,22.62,9.4,19.5,0.0,72.86,20.85,6.03,19.5
31.5,32.5,2024,131,12.49,27.71,8.22,21.56,1.68,72.54,23.27,4.52,21.56
23.5,27.5,2024,132,27.12,35.32,5.73,19.59,0.0,22.74,27.09,3.66,19.59
23.5,32.5,2024,132,28.34,42.7,6.05,24.38,0.0,12.31,33.69,2.66,24.38
24.5,27.5,2024,132,27.15,32.78,6.02,19.0,0.0,25.29,25.58,4.52,19.0
24.5,32.5,2024,132,28.37,41.73,5.53,22.19,0.0,14.85,31.9,2.97,22.19
25.5,27.5,2024,132,26.42,31.39,5.09,18.2,0.0,26.57,24.62,3.95,18.2
25.5,32.5,2024,132,27.13,39.45,5.63,22.49,0.0,17.46,30.43,3.84,22.49
26.5,27.5,2024,132,26.35,30.41,5.37,18.64,0.0,27.7,24.19,4.18,18.64
26.5,32.5,2024,132,26.58,37.78,6.02,23.01,0.0,18.52,29.38,4.16,23.01
27.5,27.5,2024,132,27.34,29.61,5.28,17.45,0.0,31.13,23.09,3.65,17.45
27.5,32.5,2024,132,24.89,34.22,5.89,20.89,0.0,21.83,26.71,4.1,20.89
28.5,27.5,2024,132,27.36,28.56,4.59,16.61,0.0,35.81,22.53,3.17,16.61
28.5,32.5,2024,132,24.47,32.56,5.4,19.53,0.0,24.61,25.48,3.78,19.53
29.5,27.5,2024,132,27.25,30.48,4.64,17.78,0.0,37.86,24.19,3.36,17.78
29.5,32.5,2024,132,24.68,30.5,6.13,19.25,0.0,44.83,24.91,3.06,19.25
30.5,27.5,2024,132,28.82,27.66,5.08,14.51,0.0,55.38,20.93,3.89,14.51
30.5,32.5,2024,132,26.42,32.56,6.33,18.71,0.0,50.36,24.65,3.19,18.71
31.5,27.5,2024,132,26.31,21.36,7.14,18.93,0.0,75.4,20.12,5.43,18.93
31.5,32.5,2024,132,25.56,22.1,5.8,20.39,0.0,77.91,21.35,3.9,20.39
23.5,27.5,2024,133,28.73,33.16,6.19,18.3,0.0,23.92,25.44,4.75,18.3
23.5,32.5,2024,133,27.02,39.25,6.38,24.55,0.0,20.73,31.22,5.12,24.55
24.5,27.5,2024,133,28.71,30.53,5.82,17.11,0.0,26.88,23.63,4.78,17.11
24.5,32.5,2024,133,27.28,37.34,6.25,22.5,0.0,20.74,29.25,5.0,22.5
25.5,27.5,2024,133,28.71,30.08,5.87,16.8,0.0,29.19,23.26,4.22,16.8
25.5,32.5,2024,133,28.15,35.31,6.51,20.94,0.0,22.97,27.78,4.59,20.94
26.5,27.5,2024,133,29.43,30.31,5.84,16.25,0.0,31.25,23.24,3.91,16.25
26.5,32.5,2024,133,28.08,33.54,6.64,19.94,0.0,24.74,26.28,4.45,19.94
27.5,27.5,2024,133,28.91,29.48,5.42,15.16,0.0,36.33,22.72,3.38,15.16
27.5,32.5,2024,133,28.97,30.17,6.96,17.43,0.0,30.47,23.53,4.63,17.43
28.5,27.5,2024,133,28.33,28.89,5.29,15.29,0.0,45.33,22.5,3.27,15.29
28.5,32.5,2024,133,28.95,29.11,6.13,15.18,0.0,43.59,21.87,4.51,15.18
29.5,27.5,2024,133,27.79,30.69,5.77,16.89,0.0,46.65,23.81,4.03,16.89
29.5,32.5,2024,133,28.66,27.23,5.85,18.21,0.0,58.42,22.48,4.23,18.21
30.5,27.5,2024,133,28.59,26.95,6.88,14.36,0.0,60.52,20.07,4.32,14.36
30.5,32.5,2024,133,27.59,29.95,6.05,17.41,0.0,57.98,22.74,3.17,17.41
31.5,27.5,2024,133,25.65,20.72,7.4,18.58,0.0,76.33,19.56,5.75,18.58
31.5,32.5,2024,133,25.91,20.69,6.54,20.15,0.0,82.01,20.43,4.8,20.15
23.5,27.5,2024,134,29.32,30.69,6.35,17.29,0.0,26.58,23.87,4.6,17.29
23.5,32.5,2024,134,28.32,35.14,6.98,22.1,0.0,23.97,28.23,5.11,22.1
24.5,27.5,2024,134,29.1,29.37,6.02,15.61,0.0,31.5,22.39,4.38,15.61
24.5,32.5,2024,134,28.36,33.42,6.28,19.96,0.0,24.64,26.21,4.86,19.96
25.5,27.5,2024,134,29.33,29.14,5.45,15.43,0.0,34.19,22.32,4.0,15.43
25.5,32.5,2024,134,28.68,32.82,6.61,18.94,0.0,26.43,25.55,4.66,18.94
26.5,27.5,2024,134,29.31,29.36,5.53,15.81,0.0,35.68,22.51,3.85,15.81
26.5,32.5,2024,134,28.83,30.49,6.56,17.83,0.0,30.04,23.85,4.72,17.83
27.5,27.5,2024,134,29.34,28.39,5.64,15.51,0.0,38.68,21.94,3.76,15.51
27.5,32.5,2024,134,29.24,27.69,6.81,15.26,0.0,36.42,21.35,4.8,15.26
28.5,27.5,2024,134,29.29,28.01,5.53,15.09,0.0,41.88,21.48,3.55,15.09
28.5,32.5,2024,134,29.65,27.15,5.71,13.91,0.0,43.4,20.38,4.17,13.91
29.5,27.5,2024,134,29.1,29.77,4.71,15.21,0.0,42.06,22.51,3.36,15.21
29.5,32.5,2024,134,28.9,26.4,5.13,16.6,0.0,58.04,21.21,4.08,16.6
30.5,27.5,2024,134,30.06,26.36,5.73,12.78,0.0,53.89,19.15,3.93,12.78
30.5,32.5,2024,134,28.21,29.03,6.15,14.96,0.0,56.66,21.35,3.74,14.96
31.5,27.5,2024,134,27.68,20.99,6.39,18.75,0.0,66.46,19.82,5.81,18.75
31.5,32.5,2024,134,26.46,20.65,6.74,20.04,0.0,76.19,20.39,6.43,20.04
23.5,27.5,2024,135,29.64,31.07,5.49,15.91,0.0,23.6,23.32,3.99,15.91
23.5,32.5,2024,135,29.1,33.98,6.24,19.22,0.0,21.39,26.66,4.85,19.22
24.5,27.5,2024,135,29.65,29.51,5.18,14.63,0.0,25.53,22.05,3.62,14.63
24.5,32.5,2024,135,29.26,32.73,6.06,17.88,0.0,21.19,24.89,4.66,17.88
25.5,27.5,2024,135,30.23,29.51,4.52,14.49,0.0,26.12,22.11,3.07,14.49
25.5,32.5,2024,135,29.34,32.54,6.34,16.99,0.0,22.62,24.67,4.57,16.99
26.5,27.5,2024,135,30.16,29.81,4.49,14.36,0.0,26.77,22.25,2.75,14.36
26.5,32.5,2024,135,29.49,31.4,6.31,16.13,0.0,25.61,23.51,4.57,16.13
27.5,27.5,2024,135,30.19,29.12,4.72,13.68,0.0,30.06,21.71,2.75,13.68
27.5,32.5,2024,135,29.29,28.98,6.47,13.65,0.0,32.94,21.33,4.63,13.65
28.5,27.5,2024,135,29.92,28.31,4.27,13.77,0.0,32.8,21.93,2.53,13.77
28.5,32.5,2024,135,29.39,27.13,6.21,12.52,0.0,46.23,19.73,4.52,12.52
29.5,27.5,2024,135,29.92,30.57,3.49,14.17,0.0,35.75,22.85,2.07,14.17
29.5,32.5,2024,135,29.12,26.48,6.39,15.53,0.0,56.62,21.03,4.31,15.53
30.5,27.5,2024,135,30.35,28.23,3.7,12.45,0.0,50.39,20.33,2.59,12.45
30.5,32.5,2024,135,28.84,28.88,6.17,14.38,0.0,56.45,21.06,3.24,14.38
31.5,27.5,2024,135,27.6,21.46,4.67,18.61,0.0,70.48,20.0,3.59,18.61
31.5,32.5,2024,135,27.78,20.56,5.84,20.08,0.0,78.37,20.41,4.79,20.08
23.5,27.5,2024,136,30.41,31.28,6.6,14.64,0.0,21.31,23.27,4.47,14.64
23.5,32.5,2024,136,29.58,33.95,6.79,18.97,0.0,21.09,26.59,5.2,18.97
24.5,27.5,2024,136,30.21,30.59,6.51,13.83,0.0,23.97,22.65,4.01,13.83
24.5,32.5,2024,136,29.61,33.64,6.27,17.8,0.0,21.0,25.69,5.24,17.8
25.5,27.5,2024,136,29.86,31.47,6.1,14.94,0.0,24.55,23.44,3.5,14.94
25.5,32.5,2024,136,29.58,34.7,6.57,17.74,0.0,22.46,26.12,5.08,17.74
26.5,27.5,2024,136,29.99,32.59,5.47,15.66,0.0,24.54,24.33,3.13,15.66
26.5,32.5,2024,136,29.65,33.73,6.71,16.77,0.0,27.98,25.07,5.11,16.77
27.5,27.5,2024,136,29.87,32.57,5.41,15.83,0.0,25.16,24.34,2.75,15.83
27.5,32.5,2024,136,29.96,30.41,7.51,13.86,0.0,37.84,22.36,5.9,13.86
28.5,27.5,2024,136,29.63,32.11,4.45,16.5,0.0,25.33,24.96,2.21,16.5
28.5,32.5,2024,136,29.92,27.19,7.84,13.26,0.0,50.11,20.21,5.7,13.26
29.5,27.5,2024,136,29.5,34.84,3.68,15.71,0.0,32.65,25.7,2.33,15.71
29.5,32.5,2024,136,29.72,27.31,5.89,15.75,0.0,58.11,21.5,4.68,15.75
30.5,27.5,2024,136,29.78,32.75,4.27,14.04,0.0,43.28,22.97,2.21,14.04
30.5,32.5,2024,136,29.29,29.4,5.95,14.92,0.0,58.3,21.37,3.2,14.92
31.5,27.5,2024,136,27.18,22.99,5.03,18.74,0.0,61.35,21.03,2.6,18.74
31.5,32.5,2024,136,28.17,20.58,5.12,19.83,0.0,77.33,20.31,4.08,19.83
23.5,27.5,2024,137,28.99,34.18,7.8,17.24,0.0,21.13,26.02,4.93,17.24
23.5,32.5,2024,137,30.09,35.84,6.57,20.52,0.0,22.02,28.14,4.57,20.52
24.5,27.5,2024,137,28.89,33.61,7.22,16.74,0.0,21.99,25.54,4.24,16.74
24.5,32.5,2024,137,30.1,36.01,5.93,18.99,0.0,20.72,27.43,4.47,18.99
25.5,27.5,2024,137,29.59,34.57,6.49,18.31,0.0,21.52,26.41,3.46,18.31
25.5,32.5,2024,137,30.25,37.48,5.92,18.21,0.0,22.17,27.55,4.4,18.21
26.5,27.5,2024,137,29.69,35.7,5.64,19.39,0.0,20.91,27.31,2.94,19.39
26.5,32.5,2024,137,30.35,35.91,6.95,16.44,0.0,26.34,26.22,5.11,16.44
