LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS2M,WS2M_MIN,WS2M_MAX
29.5,27.5,2022,68,20.6,16.7,21.85,11.99,0.28,67.51,3.8,2.1,5.87
29.5,32.5,2022,68,20.98,17.15,23.02,13.0,0.01,61.41,3.22,0.29,6.52
30.5,27.5,2022,68,19.13,13.82,18.27,8.85,0.59,75.1,3.6,1.5,5.53
30.5,32.5,2022,68,19.26,15.41,22.36,10.5,0.1,74.71,3.02,0.93,6.06
31.5,27.5,2022,68,18.18,14.87,15.79,13.96,0.46,78.75,5.88,3.17,7.37
31.5,32.5,2022,68,17.18,15.76,16.17,15.28,3.35,80.39,4.38,1.92,5.71
23.5,27.5,2022,69,23.8,15.05,21.41,10.0,0.0,39.75,5.53,3.32,7.71
23.5,32.5,2022,69,20.21,21.54,27.82,14.97,0.0,35.27,5.96,4.16,7.71
24.5,27.5,2022,69,23.7,13.36,18.55,9.1,0.0,44.94,5.91,4.03,8.48
24.5,32.5,2022,69,19.95,19.46,26.36,12.47,0.0,38.09,5.65,3.87,7.7
25.5,27.5,2022,69,23.24,13.03,17.77,8.72,0.0,47.22,5.96,4.01,8.78
25.5,32.5,2022,69,22.44,18.52,24.69,12.04,0.0,40.18,5.54,3.57,7.85
26.5,27.5,2022,69,22.86,12.93,17.67,9.22,0.0,48.93,5.85,3.71,8.74
26.5,32.5,2022,69,22.26,16.7,22.91,10.79,0.0,43.96,5.53,3.36,7.98
27.5,27.5,2022,69,20.87,12.52,16.73,8.48,0.0,50.01,6.03,3.05,9.34
27.5,32.5,2022,69,20.82,13.55,19.57,8.21,0.0,51.08,5.85,2.79,8.83
28.5,27.5,2022,69,19.31,11.79,16.01,8.24,0.0,55.64,6.03,3.05,9.35
28.5,32.5,2022,69,18.88,12.28,18.38,7.46,0.0,55.25,5.66,1.93,9.21
29.5,27.5,2022,69,16.88,12.39,17.36,8.3,0.0,57.61,5.56,2.31,8.94
29.5,32.5,2022,69,18.96,14.3,19.2,10.65,0.0,60.08,4.7,1.45,8.12
30.5,27.5,2022,69,21.49,9.83,14.58,6.43,0.04,71.53,5.91,2.06,9.69
30.5,32.5,2022,69,18.32,13.19,19.48,8.19,0.04,64.08,4.41,0.93,8.5
31.5,27.5,2022,69,15.32,13.31,14.0,12.41,0.89,74.33,9.48,6.69,11.79
31.5,32.5,2022,69,16.01,15.27,16.34,14.47,0.58,72.79,8.44,5.45,11.04
23.5,27.5,2022,70,23.76,11.99,18.79,5.6,0.0,37.72,4.36,2.81,6.45
23.5,32.5,2022,70,23.68,16.23,22.84,11.16,0.0,30.55,5.18,3.48,6.57
24.5,27.5,2022,70,23.39,10.91,17.07,4.88,0.0,41.36,4.55,2.4,6.53
24.5,32.5,2022,70,23.29,14.83,21.33,9.9,0.0,32.44,4.77,3.19,6.25
25.5,27.5,2022,70,23.57,10.98,16.76,5.12,0.0,42.36,4.15,2.2,6.04
25.5,32.5,2022,70,22.86,14.44,20.99,8.93,0.0,34.52,4.71,2.97,6.23
26.5,27.5,2022,70,23.09,11.35,17.02,5.29,0.0,43.56,3.96,2.14,5.87
26.5,32.5,2022,70,22.48,12.98,19.55,7.02,0.0,38.1,4.73,2.86,6.45
27.5,27.5,2022,70,23.29,10.66,16.34,5.01,0.0,49.6,3.6,1.82,5.8
27.5,32.5,2022,70,22.98,10.37,16.59,4.33,0.0,45.36,5.16,3.14,7.4
28.5,27.5,2022,70,22.21,10.49,16.08,5.51,0.0,57.21,3.64,1.92,5.82
28.5,32.5,2022,70,20.33,9.44,15.65,3.91,0.0,53.02,5.02,2.86,7.13
29.5,27.5,2022,70,19.01,11.52,17.5,5.75,0.0,60.13,3.82,1.9,5.67
29.5,32.5,2022,70,18.71,11.85,16.36,8.36,0.02,60.39,5.45,3.69,6.82
30.5,27.5,2022,70,16.44,9.22,13.51,5.47,0.05,68.42,4.53,2.49,6.92
30.5,32.5,2022,70,17.25,11.43,16.74,8.2,0.05,58.41,4.91,1.95,7.16
31.5,27.5,2022,70,14.9,12.08,13.02,11.12,0.17,69.43,7.7,5.74,9.14
31.5,32.5,2022,70,14.62,13.44,14.32,13.12,0.23,69.54,9.49,7.38,10.81
23.5,27.5,2022,71,24.45,12.45,18.53,8.35,0.0,31.46,4.16,2.38,6.06
23.5,32.5,2022,71,23.17,16.28,22.49,10.64,0.0,27.98,5.21,3.25,7.37
24.5,27.5,2022,71,24.69,11.48,17.62,7.2,0.0,35.59,3.83,2.26,5.5
24.5,32.5,2022,71,19.79,14.3,20.25,8.6,0.0,28.99,4.75,3.0,6.64
25.5,27.5,2022,71,24.59,11.52,17.85,6.24,0.0,38.94,3.37,2.21,4.87
25.5,32.5,2022,71,20.39,14.16,21.87,9.07,0.0,29.88,4.52,2.51,5.93
26.5,27.5,2022,71,24.35,11.53,18.12,5.56,0.0,44.49,2.98,1.76,4.39
26.5,32.5,2022,71,22.7,12.9,20.2,7.67,0.0,33.44,4.59,3.02,6.08
27.5,27.5,2022,71,24.56,10.87,17.39,5.02,0.0,53.52,2.68,1.43,4.14
27.5,32.5,2022,71,24.52,10.3,17.29,5.38,0.0,43.41,4.73,2.53,6.33
28.5,27.5,2022,71,23.63,10.91,16.48,5.26,0.01,58.81,2.1,0.89,3.52
28.5,32.5,2022,71,23.53,8.4,14.07,4.01,0.01,56.58,4.79,2.42,6.78
29.5,27.5,2022,71,21.38,12.12,17.61,6.21,0.03,59.07,1.68,0.7,2.76
29.5,32.5,2022,71,21.44,10.52,14.51,7.35,0.07,62.89,4.96,2.92,6.72
30.5,27.5,2022,71,20.48,9.89,14.23,4.83,0.19,66.3,1.8,0.18,2.99
30.5,32.5,2022,71,18.12,9.28,15.16,5.02,0.1,63.93,3.23,1.19,6.19
31.5,27.5,2022,71,16.98,11.77,12.48,10.88,0.37,67.48,3.12,0.14,5.37
31.5,32.5,2022,71,13.79,12.56,13.06,12.28,0.15,67.95,6.5,4.06,7.48
23.5,27.5,2022,72,24.43,11.55,19.19,4.66,0.0,35.17,3.89,2.42,5.57
23.5,32.5,2022,72,25.32,15.63,23.29,8.74,0.0,28.48,4.71,2.08,6.07
24.5,27.5,2022,72,24.56,10.55,18.32,3.27,0.0,39.6,3.26,1.82,4.72
24.5,32.5,2022,72,25.35,13.86,22.73,6.11,0.0,30.2,4.41,1.82,5.48
25.5,27.5,2022,72,25.09,11.01,18.8,3.52,0.0,42.18,2.75,1.09,4.62
25.5,32.5,2022,72,25.39,13.91,24.11,5.06,0.0,32.72,4.04,2.92,4.97
26.5,27.5,2022,72,24.55,11.64,19.52,4.16,0.0,44.94,2.57,0.95,4.69
26.5,32.5,2022,72,25.07,12.92,23.34,3.38,0.0,39.37,4.08,2.76,5.2
27.5,27.5,2022,72,23.53,11.43,18.92,4.24,0.0,50.12,2.78,1.07,5.01
27.5,32.5,2022,72,24.76,10.52,19.75,2.28,0.0,49.1,5.11,3.51,7.17
28.5,27.5,2022,72,22.92,11.11,18.1,4.67,0.0,54.98,3.26,1.33,6.18
28.5,32.5,2022,72,24.08,8.85,16.05,2.5,0.01,59.09,5.56,3.77,7.04
29.5,27.5,2022,72,19.65,11.2,17.86,6.14,0.29,57.0,3.34,0.25,6.85
29.5,32.5,2022,72,23.0,10.75,16.36,5.81,0.1,63.47,5.28,3.09,7.37
30.5,27.5,2022,72,15.5,7.81,11.28,3.95,1.36,71.23,3.65,1.01,6.2
30.5,32.5,2022,72,20.69,9.33,15.55,5.02,1.14,62.99,3.05,0.74,5.86
31.5,27.5,2022,72,15.95,11.18,11.93,10.11,2.56,73.05,6.09,1.99,8.16
31.5,32.5,2022,72,13.5,12.53,12.98,11.79,2.48,70.55,6.01,3.67,7.97
23.5,27.5,2022,73,25.11,11.3,18.4,5.6,0.0,40.08,5.37,3.8,7.14
23.5,32.5,2022,73,25.52,15.36,22.96,8.99,0.0,32.69,5.75,4.57,7.67
24.5,27.5,2022,73,24.86,9.95,16.39,4.31,0.0,45.0,5.08,3.41,6.88
24.5,32.5,2022,73,25.32,13.5,21.23,7.23,0.0,34.63,5.61,4.17,7.54
25.5,27.5,2022,73,24.78,9.98,16.15,4.9,0.0,46.41,4.77,3.12,6.41
25.5,32.5,2022,73,24.5,13.05,20.97,6.64,0.0,37.1,5.31,3.11,7.28
26.5,27.5,2022,73,24.33,10.05,16.15,4.6,0.0,47.87,4.51,3.05,6.06
26.5,32.5,2022,73,24.23,11.76,19.63,5.37,0.0,40.93,5.05,3.44,6.75
27.5,27.5,2022,73,23.78,9.49,15.02,4.36,0.0,49.62,4.39,2.74,6.28
27.5,32.5,2022,73,24.15,9.26,16.82,3.08,0.0,47.08,5.34,4.0,7.0
28.5,27.5,2022,73,23.83,9.14,14.9,3.91,0.0,54.39,4.13,2.39,6.0
28.5,32.5,2022,73,23.71,7.56,13.28,2.49,0.0,56.63,5.7,3.82,7.66
29.5,27.5,2022,73,20.65,9.92,16.54,3.96,0.0,56.59,3.73,1.8,6.21
29.5,32.5,2022,73,22.07,10.06,14.9,5.99,0.0,61.81,5.74,3.99,7.18
30.5,27.5,2022,73,21.77,7.96,13.01,3.36,0.06,64.38,4.27,2.47,6.85
30.5,32.5,2022,73,17.5,9.28,15.11,4.83,0.05,56.38,3.64,1.71,6.17
31.5,27.5,2022,73,18.72,11.98,13.14,10.24,0.31,67.6,6.87,5.67,7.7
31.5,32.5,2022,73,14.7,12.54,12.91,11.93,0.3,65.19,6.25,5.76,6.99
23.5,27.5,2022,74,24.85,9.75,16.58,3.81,0.0,37.39,6.14,4.36,8.55
23.5,32.5,2022,74,24.62,13.29,20.23,7.57,0.0,30.42,6.79,4.99,10.02
24.5,27.5,2022,74,24.94,8.67,15.26,2.78,0.0,41.8,5.67,3.32,8.15
24.5,32.5,2022,74,24.43,11.84,18.76,5.9,0.0,32.15,6.33,4.15,8.89
25.5,27.5,2022,74,25.23,8.92,15.44,2.76,0.0,45.09,4.87,2.86,7.27
25.5,32.5,2022,74,25.15,11.73,18.81,5.08,0.0,34.14,5.82,4.26,8.18
26.5,27.5,2022,74,24.32,9.37,15.92,2.92,0.0,47.8,4.37,2.38,6.8
26.5,32.5,2022,74,24.85,10.52,17.62,3.66,0.0,40.54,5.5,3.52,7.88
27.5,27.5,2022,74,24.51,9.41,15.68,3.18,0.0,51.88,4.36,2.5,6.65
27.5,32.5,2022,74,24.95,8.12,14.77,1.8,0.0,52.09,6.02,3.82,8.08
28.5,27.5,2022,74,23.19,9.57,16.24,3.16,0.01,58.81,4.19,2.14,6.54
28.5,32.5,2022,74,23.37,7.39,12.77,2.77,0.01,59.04,5.98,3.7,7.66
29.5,27.5,2022,74,21.34,10.97,18.02,4.89,0.01,60.54,4.1,2.06,6.47
29.5,32.5,2022,74,20.19,10.15,15.2,6.37,0.06,64.25,5.85,3.87,7.99
30.5,27.5,2022,74,19.04,9.75,14.63,5.25,0.06,63.36,4.95,2.92,7.09
30.5,32.5,2022,74,19.29,9.91,15.52,5.13,0.63,59.15,4.05,1.7,6.86
31.5,27.5,2022,74,12.54,12.97,13.95,11.97,0.09,65.83,7.13,5.29,7.75
31.5,32.5,2022,74,16.82,13.09,13.4,12.57,0.73,63.68,6.85,5.54,7.55
23.5,27.5,2022,75,24.64,9.81,17.49,3.57,0.0,38.13,4.79,2.48,7.15
23.5,32.5,2022,75,26.81,13.68,21.05,7.0,0.0,32.3,5.5,3.07,8.37
24.5,27.5,2022,75,25.75,8.83,16.52,2.35,0.0,44.89,4.04,1.71,6.39
24.5,32.5,2022,75,26.69,12.36,20.43,5.85,0.0,33.49,4.68,1.88,7.38
25.5,27.5,2022,75,24.6,9.27,16.8,2.47,0.0,48.32,3.43,1.51,5.48
25.5,32.5,2022,75,26.11,12.31,20.94,4.96,0.0,35.74,3.89,1.82,6.36
26.5,27.5,2022,75,25.69,9.92,17.52,2.83,0.0,51.98,3.14,1.65,4.96
26.5,32.5,2022,75,25.91,11.11,19.91,3.39,0.0,40.87,3.7,2.14,6.13
27.5,27.5,2022,75,24.24,9.97,17.48,2.99,0.0,57.63,2.97,1.57,4.82
27.5,32.5,2022,75,25.88,8.81,17.15,1.46,0.0,47.96,4.11,2.49,6.76
28.5,27.5,2022,75,25.08,10.25,17.29,3.24,0.0,62.99,2.5,1.3,4.39
28.5,32.5,2022,75,25.38,7.82,14.21,1.77,0.0,53.86,4.13,2.2,6.25
29.5,27.5,2022,75,23.46,12.18,19.59,5.12,0.0,62.46,2.61,1.44,4.1
29.5,32.5,2022,75,24.75,10.79,16.11,5.85,0.0,57.8,3.97,3.05,4.88
30.5,27.5,2022,75,20.51,10.66,16.56,6.38,0.0,66.88,2.88,1.48,4.61
30.5,32.5,2022,75,21.95,10.56,17.13,5.27,0.0,52.68,2.47,1.23,3.96
31.5,27.5,2022,75,18.89,13.42,14.4,12.52,0.02,67.54,3.84,1.18,5.18
31.5,32.5,2022,75,16.28,13.28,13.54,12.93,0.0,55.09,2.95,0.98,5.01
23.5,27.5,2022,76,24.86,11.5,20.89,3.18,0.0,34.2,2.43,1.4,3.81
23.5,32.5,2022,76,26.74,15.87,25.33,6.8,0.0,27.99,3.95,2.17,6.06
24.5,27.5,2022,76,24.59,10.89,20.3,2.61,0.0,37.6,1.97,1.34,3.2
24.5,32.5,2022,76,26.73,14.42,24.52,5.13,0.0,24.49,3.1,1.57,4.73
25.5,27.5,2022,76,24.96,11.34,20.29,3.74,0.0,38.56,1.78,1.1,3.05
25.5,32.5,2022,76,26.33,13.97,24.83,3.72,0.0,27.44,2.37,1.41,3.11
26.5,27.5,2022,76,25.88,11.84,20.72,4.11,0.0,42.81,1.85,1.12,2.9
26.5,32.5,2022,76,26.08,13.61,24.15,3.94,0.0,30.48,2.51,1.32,3.65
27.5,27.5,2022,76,25.42,11.58,20.4,3.77,0.0,48.38,2.04,1.3,2.96
27.5,32.5,2022,76,25.59,11.62,21.96,2.49,0.0,34.26,2.47,0.62,3.86
28.5,27.5,2022,76,24.99,11.35,19.08,4.11,0.0,56.76,2.05,1.41,3.35
28.5,32.5,2022,76,25.01,9.94,19.76,1.65,0.0,48.01,2.59,1.84,4.24
29.5,27.5,2022,76,24.29,12.66,20.24,5.25,0.0,59.16,1.7,1.03,2.73
29.5,32.5,2022,76,24.14,11.5,18.0,5.76,0.0,56.01,3.25,2.51,4.49
30.5,27.5,2022,76,23.73,10.68,17.6,5.83,0.0,69.03,1.64,0.8,2.69
30.5,32.5,2022,76,22.78,11.03,18.32,4.66,0.01,56.33,2.03,0.98,3.44
31.5,27.5,2022,76,17.15,13.48,15.01,12.5,0.01,71.45,3.38,0.99,4.49
31.5,32.5,2022,76,20.2,13.55,14.91,12.79,3.26,61.2,2.04,0.24,3.24
23.5,27.5,2022,77,25.89,13.24,23.35,4.43,0.0,23.18,2.61,1.72,3.54
23.5,32.5,2022,77,26.6,17.63,27.92,8.43,0.0,21.51,3.34,1.73,4.34
24.5,27.5,2022,77,26.31,12.21,21.85,3.73,0.0,27.05,2.33,1.43,3.35
24.5,32.5,2022,77,26.51,16.6,27.66,7.37,0.0,19.92,3.25,1.59,4.83
25.5,27.5,2022,77,25.74,12.11,21.21,3.89,0.0,30.41,2.27,1.36,3.42
25.5,32.5,2022,77,25.75,16.27,27.72,5.88,0.0,23.28,2.9,1.34,4.37
26.5,27.5,2022,77,25.31,12.22,21.09,4.0,0.0,36.48,2.46,1.42,3.82
26.5,32.5,2022,77,25.29,16.06,27.71,5.89,0.0,26.68,3.18,2.39,4.53
27.5,27.5,2022,77,25.17,12.26,20.76,4.45,0.0,45.41,2.59,1.87,3.47
27.5,32.5,2022,77,24.98,14.11,25.38,4.63,0.0,37.07,3.33,2.36,4.57
28.5,27.5,2022,77,24.63,12.01,19.42,4.77,0.0,57.82,2.61,1.62,3.59
28.5,32.5,2022,77,24.53,11.35,20.02,3.93,0.0,58.57,3.58,2.07,5.44
29.5,27.5,2022,77,23.95,13.74,21.07,6.93,0.01,65.94,2.94,1.85,4.79
29.5,32.5,2022,77,24.01,13.1,18.77,7.78,0.02,67.77,3.52,2.3,5.48
30.5,27.5,2022,77,21.22,11.34,17.88,5.11,0.01,76.03,3.18,1.53,5.11
30.5,32.5,2022,77,21.96,12.91,19.91,6.67,1.06,71.73,2.17,0.52,3.82
31.5,27.5,2022,77,19.5,14.19,15.77,12.84,0.08,72.78,4.83,2.97,7.37
31.5,32.5,2022,77,18.4,15.1,15.39,14.62,6.34,75.4,4.21,3.28,5.62
23.5,27.5,2022,78,25.62,13.73,23.29,5.29,0.0,29.21,2.59,1.41,3.64
23.5,32.5,2022,78,26.63,18.46,28.66,9.3,0.0,24.56,3.16,1.51,4.35
24.5,27.5,2022,78,25.66,13.03,21.76,4.34,0.0,35.29,2.37,1.35,3.47
24.5,32.5,2022,78,26.41,17.22,27.51,8.16,0.0,27.69,3.15,1.46,4.8
25.5,27.5,2022,78,25.41,13.04,21.16,4.78,0.0,42.39,2.45,1.49,3.6
25.5,32.5,2022,78,25.57,16.72,26.63,7.36,0.0,32.07,2.97,1.59,4.5
26.5,27.5,2022,78,22.28,12.59,19.79,5.72,0.0,51.68,2.6,1.73,3.93
26.5,32.5,2022,78,24.9,16.11,26.35,7.28,0.0,42.6,2.73,1.7,3.8
27.5,27.5,2022,78,21.7,12.44,19.48,6.31,0.0,57.66,3.19,2.03,4.52
27.5,32.5,2022,78,25.14,14.79,24.65,7.01,0.03,51.74,3.53,2.28,4.97
28.5,27.5,2022,78,21.56,12.35,18.89,6.44,0.0,62.24,3.61,2.09,4.93
28.5,32.5,2022,78,24.64,11.9,19.01,7.57,0.32,65.58,4.74,3.02,6.41
29.5,27.5,2022,78,22.44,13.56,19.84,7.73,0.0,59.43,4.09,2.1,5.8
29.5,32.5,2022,78,23.26,12.87,17.89,9.38,0.14,70.31,4.66,2.37,6.21
30.5,27.5,2022,78,20.75,11.27,15.08,8.06,0.37,63.17,5.21,3.26,7.23
30.5,32.5,2022,78,19.51,11.96,17.78,7.89,0.98,69.18,3.4,0.77,5.59
31.5,27.5,2022,78,13.63,12.99,13.4,12.63,1.44,68.28,7.51,5.86,8.74
31.5,32.5,2022,78,18.2,13.6,14.96,12.46,0.14,68.55,6.31,5.03,7.92
23.5,27.5,2022,79,25.6,15.58,24.41,7.01,0.0,30.95,1.7,0.36,3.68
23.5,32.5,2022,79,25.7,18.48,27.89,9.46,0.0,28.3,2.48,1.04,3.96
24.5,27.5,2022,79,25.43,14.74,23.51,6.65,0.0,34.36,1.86,0.9,3.21
24.5,32.5,2022,79,25.63,17.43,26.63,9.78,0.0,30.78,2.31,1.03,4.09
25.5,27.5,2022,79,23.97,13.82,22.0,6.41,0.37,41.37,2.67,1.76,3.94
25.5,32.5,2022,79,25.01,17.31,26.16,9.99,0.0,34.05,2.35,1.22,3.31
26.5,27.5,2022,79,23.19,12.86,20.35,5.99,1.52,47.38,3.53,2.44,4.67
26.5,32.5,2022,79,24.35,17.2,26.85,8.31,0.0,37.31,1.9,1.07,2.86
27.5,27.5,2022,79,22.05,12.44,19.28,6.7,0.01,50.5,4.2,2.77,5.46
27.5,32.5,2022,79,24.04,14.42,24.49,6.25,0.0,47.17,3.52,1.56,5.04
28.5,27.5,2022,79,19.83,12.13,18.35,6.86,2.56,57.95,4.49,2.51,5.8
28.5,32.5,2022,79,23.51,10.6,17.45,5.69,0.82,60.25,5.68,4.29,6.62
29.5,27.5,2022,79,14.93,12.76,19.35,8.24,6.47,61.9,4.09,1.46,6.3
29.5,32.5,2022,79,22.89,12.13,16.64,8.73,5.48,62.38,6.01,4.5,7.29
30.5,27.5,2022,79,13.69,11.05,16.58,6.99,1.74,65.23,3.46,1.01,5.82
30.5,32.5,2022,79,18.39,11.56,16.07,8.31,1.32,55.5,4.47,2.45,6.23
31.5,27.5,2022,79,7.97,14.2,15.86,12.69,2.43,62.91,5.7,4.47,7.17
31.5,32.5,2022,79,14.79,12.75,13.3,12.37,0.66,65.14,7.08,6.53,8.03
23.5,27.5,2022,80,24.64,17.54,30.9,8.25,0.0,27.43,2.62,1.01,6.15
23.5,32.5,2022,80,24.68,20.3,30.28,11.04,0.0,27.38,2.69,0.73,4.52
24.5,27.5,2022,80,24.28,14.72,23.96,7.19,0.0,34.12,3.25,1.17,5.73
24.5,32.5,2022,80,24.48,19.21,29.81,9.87,0.0,28.56,2.93,0.64,4.91
25.5,27.5,2022,80,24.3,13.79,21.35,7.27,0.0,38.65,3.81,2.51,5.29
25.5,32.5,2022,80,24.19,18.48,28.92,9.84,0.0,34.14,2.95,0.79,5.21
26.5,27.5,2022,80,23.49,13.43,20.74,7.27,0.0,46.99,4.15,2.78,5.04
26.5,32.5,2022,80,23.63,17.41,27.45,9.84,0.0,39.44,3.73,0.81,5.54
27.5,27.5,2022,80,23.52,12.62,19.35,7.0,0.0,58.05,4.31,2.7,5.5
27.5,32.5,2022,80,22.5,14.89,25.15,7.57,0.1,47.82,3.76,0.59,5.71
28.5,27.5,2022,80,22.27,11.94,17.63,7.04,0.01,63.88,4.37,2.69,5.55
28.5,32.5,2022,80,21.34,11.19,18.87,5.69,11.65,64.47,4.36,2.89,5.76
29.5,27.5,2022,80,18.8,11.98,17.22,7.24,0.04,64.98,3.71,1.56,5.47
29.5,32.5,2022,80,17.61,11.78,16.45,8.11,19.55,68.71,5.22,3.81,6.46
30.5,27.5,2022,80,14.72,9.61,13.82,6.28,1.01,71.22,3.43,1.06,5.99
30.5,32.5,2022,80,13.87,11.35,16.48,7.54,9.21,62.7,3.67,1.82,5.34
31.5,27.5,2022,80,13.32,12.82,13.51,12.01,2.72,67.76,5.45,4.43,6.04
31.5,32.5,2022,80,13.74,13.27,13.63,12.84,17.15,65.68,5.95,5.13,6.71
23.5,27.5,2022,81,24.27,13.48,19.84,7.97,0.0,43.18,5.01,2.82,6.97
23.5,32.5,2022,81,23.14,19.1,26.44,13.09,0.0,35.07,5.03,4.26,7.05
24.5,27.5,2022,81,24.31,11.58,17.56,6.29,0.0,49.22,4.74,2.72,6.4
24.5,32.5,2022,81,23.03,16.74,24.14,11.26,0.0,36.64,4.69,3.67,6.51
25.5,27.5,2022,81,25.52,11.17,17.19,6.18,0.14,52.19,4.09,2.37,5.64
25.5,32.5,2022,81,24.03,15.49,22.72,9.88,0.0,39.83,4.52,3.04,6.3
26.5,27.5,2022,81,24.83,11.22,17.23,6.1,0.47,53.48,3.73,2.0,5.25
26.5,32.5,2022,81,23.87,13.9,21.29,8.41,0.0,43.94,4.23,2.31,6.34
27.5,27.5,2022,81,24.34,10.64,16.55,5.38,0.14,54.13,3.63,2.22,5.31
27.5,32.5,2022,81,24.92,11.19,18.3,5.49,0.0,52.91,4.58,3.1,6.52
28.5,27.5,2022,81,22.97,9.78,15.46,4.57,2.54,61.49,3.34,1.96,5.0
28.5,32.5,2022,81,24.47,9.65,16.29,5.15,0.02,61.9,4.24,2.71,5.34
29.5,27.5,2022,81,20.47,11.14,17.08,5.32,1.92,58.74,3.21,2.1,4.64
29.5,32.5,2022,81,21.03,11.85,16.05,7.61,0.11,66.6,3.83,2.86,4.69
30.5,27.5,2022,81,21.57,9.12,14.76,4.64,0.61,66.3,3.61,2.15,5.64
30.5,32.5,2022,81,15.96,12.08,16.84,8.05,1.64,61.18,2.11,0.8,3.02
31.5,27.5,2022,81,15.3,12.39,13.12,11.5,3.65,69.88,6.11,4.52,7.78
31.5,32.5,2022,81,13.56,13.52,13.72,13.25,1.0,60.7,3.41,2.46,4.92
23.5,27.5,2022,82,25.76,12.24,19.98,5.58,0.0,34.89,4.11,2.56,5.66
23.5,32.5,2022,82,26.33,16.35,23.64,10.13,0.0,30.87,4.81,3.82,6.52
24.5,27.5,2022,82,25.57,10.7,17.62,4.68,0.0,39.33,4.14,2.84,5.96
24.5,32.5,2022,82,26.07,14.47,22.36,8.15,0.0,32.69,4.35,3.14,6.11
25.5,27.5,2022,82,25.44,10.18,17.25,4.19,0.0,40.79,3.83,2.09,6.1
25.5,32.5,2022,82,26.0,13.48,21.29,6.82,0.0,35.99,4.11,2.6,5.7
26.5,27.5,2022,82,26.06,9.97,16.86,3.77,0.0,41.7,3.83,1.96,6.21
26.5,32.5,2022,82,25.79,12.18,19.82,5.55,0.0,39.92,3.84,2.12,6.05
27.5,27.5,2022,82,25.74,9.82,16.66,3.83,0.0,45.18,4.1,2.36,6.3
27.5,32.5,2022,82,25.59,9.69,16.56,3.65,0.0,48.25,4.06,1.8,7.05
28.5,27.5,2022,82,25.49,9.74,16.23,3.92,0.0,54.23,4.29,2.76,6.55
28.5,32.5,2022,82,24.98,8.69,15.12,2.92,0.0,56.39,3.8,1.65,7.0
29.5,27.5,2022,82,24.77,11.29,18.09,4.47,0.04,59.38,4.11,2.25,6.39
29.5,32.5,2022,82,24.75,12.05,16.57,7.98,0.05,57.16,3.03,1.45,5.18
30.5,27.5,2022,82,21.5,8.58,14.29,3.54,0.94,74.2,4.97,3.56,6.79
30.5,32.5,2022,82,22.49,11.77,17.67,5.84,0.24,60.72,3.15,0.87,5.91
31.5,27.5,2022,82,17.89,12.68,13.88,11.79,12.6,72.48,8.35,7.52,9.56
31.5,32.5,2022,82,19.94,13.47,14.12,12.6,3.3,70.66,6.21,4.21,7.36
23.5,27.5,2022,83,25.88,11.83,19.87,4.51,0.0,28.02,3.78,2.5,4.93
23.5,32.5,2022,83,26.6,14.98,22.69,7.74,0.0,25.87,4.47,3.19,6.12
24.5,27.5,2022,83,25.74,10.48,17.92,3.58,0.0,33.27,3.75,2.41,5.47
24.5,32.5,2022,83,26.64,13.27,21.23,6.13,0.0,26.31,4.13,2.6,6.04
25.5,27.5,2022,83,25.61,10.3,17.77,3.14,0.0,37.59,3.76,1.88,6.0
25.5,32.5,2022,83,25.65,12.44,20.34,4.83,0.0,29.58,3.95,2.49,6.23
26.5,27.5,2022,83,25.14,10.48,17.8,3.87,0.0,41.17,3.91,2.16,6.43
26.5,32.5,2022,83,25.2,11.3,18.8,3.83,0.0,34.33,3.8,1.93,6.37
27.5,27.5,2022,83,24.69,10.43,17.32,4.0,0.0,50.7,3.98,1.97,6.68
27.5,32.5,2022,83,25.33,9.12,16.03,2.37,0.0,44.15,4.18,2.16,7.18
28.5,27.5,2022,83,23.22,10.49,16.8,4.05,0.02,61.48,4.19,2.07,6.61
28.5,32.5,2022,83,22.78,8.5,14.85,3.05,0.01,53.07,4.57,2.18,7.29
29.5,27.5,2022,83,20.82,11.12,18.01,4.75,0.24,64.56,4.18,2.25,6.92
29.5,32.5,2022,83,20.3,11.56,15.73,7.33,0.1,61.83,4.35,2.5,6.35
30.5,27.5,2022,83,20.62,9.49,14.65,5.17,1.39,71.46,5.24,3.66,7.27
30.5,32.5,2022,83,18.58,11.05,16.28,5.92,1.57,66.1,4.24,2.05,6.59
31.5,27.5,2022,83,16.6,13.44,14.06,12.83,3.48,69.3,8.12,7.17,8.9
31.5,32.5,2022,83,17.72,13.48,14.33,12.03,4.6,75.36,8.29,7.37,9.53
23.5,27.5,2022,84,26.39,11.28,18.96,4.47,0.0,34.94,4.27,2.71,5.7
23.5,32.5,2022,84,26.95,14.74,22.62,7.18,0.0,29.76,4.55,2.95,6.12
24.5,27.5,2022,84,26.4,10.12,17.61,3.57,0.0,39.05,4.0,2.44,6.06
24.5,32.5,2022,84,26.78,13.38,21.23,5.84,0.0,31.64,4.41,2.75,6.16
25.5,27.5,2022,84,26.61,10.28,17.57,3.62,0.0,43.29,3.63,2.14,5.73
25.5,32.5,2022,84,26.16,13.19,21.35,5.08,0.0,36.4,4.24,2.49,6.28
26.5,27.5,2022,84,26.51,10.8,18.36,3.67,0.01,48.17,3.31,1.91,5.19
