LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS2M,WS2M_MIN,WS2M_MAX
27.5,32.5,2022,205,28.01,29.96,38.63,21.16,0.0,25.39,5.27,3.31,7.24
28.5,27.5,2022,205,29.71,29.52,37.41,21.18,0.0,32.13,3.06,1.17,4.68
28.5,32.5,2022,205,27.93,27.99,35.52,19.84,0.0,33.52,5.07,2.88,7.32
29.5,27.5,2022,205,30.07,30.88,40.09,21.31,0.0,38.4,3.23,1.07,5.75
29.5,32.5,2022,205,28.16,28.81,35.09,22.18,0.05,46.02,4.19,2.52,5.25
30.5,27.5,2022,205,30.67,28.08,37.07,20.3,0.0,47.4,4.2,2.52,6.4
30.5,32.5,2022,205,29.17,29.44,38.71,21.27,0.02,49.94,2.97,0.98,6.01
31.5,27.5,2022,205,28.11,26.98,28.99,25.56,0.0,71.25,5.26,3.71,6.91
31.5,32.5,2022,205,27.09,27.51,28.37,26.8,0.0,82.16,4.03,2.54,5.7
23.5,27.5,2022,206,29.34,30.48,38.46,22.79,0.0,20.96,3.79,2.09,5.24
23.5,32.5,2022,206,27.73,34.21,41.68,26.95,0.0,21.17,4.32,2.94,4.99
24.5,27.5,2022,206,29.49,29.37,37.33,21.61,0.0,21.79,3.66,1.92,5.66
24.5,32.5,2022,206,27.84,32.72,41.08,25.23,0.0,19.06,4.13,2.76,5.18
25.5,27.5,2022,206,29.68,29.68,37.74,21.73,0.0,20.71,3.25,1.62,5.27
25.5,32.5,2022,206,28.33,32.13,40.92,23.89,0.0,19.59,3.66,2.39,5.46
26.5,27.5,2022,206,29.76,29.92,38.26,21.2,0.0,19.54,3.0,1.46,5.29
26.5,32.5,2022,206,28.48,31.43,39.75,23.61,0.0,19.57,3.87,2.53,5.04
27.5,27.5,2022,206,30.18,29.78,37.88,20.7,0.0,22.45,3.11,1.3,5.74
27.5,32.5,2022,206,30.51,29.77,38.29,21.03,0.0,20.97,3.85,2.62,4.87
28.5,27.5,2022,206,30.39,29.37,37.39,20.59,0.0,30.77,2.92,1.15,5.18
28.5,32.5,2022,206,30.09,27.93,35.62,19.49,0.0,28.93,3.41,1.7,5.16
29.5,27.5,2022,206,30.43,30.52,40.41,20.15,0.02,39.39,2.93,0.91,4.76
29.5,32.5,2022,206,29.76,28.88,34.69,22.49,0.0,42.26,2.9,1.82,3.81
30.5,27.5,2022,206,30.36,27.95,37.62,18.95,0.0,47.29,4.18,2.59,6.11
30.5,32.5,2022,206,29.21,29.66,38.43,21.36,0.09,49.36,2.49,1.1,4.42
31.5,27.5,2022,206,28.15,26.8,28.43,25.19,0.02,75.62,4.57,3.41,5.41
31.5,32.5,2022,206,27.81,27.42,28.09,26.92,0.07,81.91,3.41,2.3,4.0
23.5,27.5,2022,207,29.84,30.18,38.64,21.87,0.0,14.42,3.62,2.38,5.4
23.5,32.5,2022,207,29.42,33.41,41.44,25.35,0.0,14.29,3.44,2.5,4.25
24.5,27.5,2022,207,29.95,29.26,37.44,20.69,0.0,16.07,3.35,1.73,5.41
24.5,32.5,2022,207,29.84,32.41,41.33,23.81,0.0,12.56,3.17,1.9,4.17
25.5,27.5,2022,207,30.08,29.79,38.05,20.97,0.0,15.91,3.33,1.45,5.75
25.5,32.5,2022,207,29.56,31.82,40.94,22.53,0.0,14.65,2.91,1.93,3.94
26.5,27.5,2022,207,30.17,30.06,38.39,21.27,0.0,14.98,3.0,1.48,5.43
26.5,32.5,2022,207,29.47,31.65,40.28,22.72,0.0,15.95,2.93,1.93,4.09
27.5,27.5,2022,207,30.2,29.9,37.97,21.58,0.0,19.19,2.83,1.41,4.9
27.5,32.5,2022,207,29.99,29.96,38.08,21.76,0.0,18.76,2.55,1.4,4.25
28.5,27.5,2022,207,30.07,29.7,37.55,21.13,0.0,32.76,3.03,1.4,4.87
28.5,32.5,2022,207,29.98,28.65,36.83,20.81,0.0,24.59,2.23,1.48,3.55
29.5,27.5,2022,207,29.64,30.95,40.23,21.51,0.03,44.19,3.4,1.64,6.85
29.5,32.5,2022,207,30.0,29.07,34.62,23.53,0.0,38.53,2.29,1.48,3.46
30.5,27.5,2022,207,29.44,28.34,36.22,21.51,0.02,53.46,5.32,2.96,7.11
30.5,32.5,2022,207,30.0,29.97,38.17,22.99,0.02,42.21,1.77,0.08,4.53
31.5,27.5,2022,207,27.13,26.97,28.6,25.5,0.01,77.88,5.25,4.1,5.99
31.5,32.5,2022,207,28.08,27.31,27.95,26.95,0.04,76.4,2.64,1.27,4.51
23.5,27.5,2022,208,29.17,29.94,37.72,22.24,0.0,16.23,3.6,1.86,4.66
23.5,32.5,2022,208,28.74,33.08,41.1,25.11,0.0,15.31,3.26,2.33,4.19
24.5,27.5,2022,208,29.26,29.33,36.83,20.74,0.0,18.94,3.5,2.13,4.82
24.5,32.5,2022,208,28.9,32.65,41.27,24.62,0.0,13.24,3.17,2.09,4.47
25.5,27.5,2022,208,28.68,29.93,37.66,21.27,0.0,21.31,3.35,1.7,5.54
25.5,32.5,2022,208,29.06,32.13,41.08,23.65,0.0,14.68,3.19,2.02,4.25
26.5,27.5,2022,208,28.7,30.37,38.19,21.7,0.0,26.69,3.25,1.39,6.02
26.5,32.5,2022,208,29.17,31.99,40.55,23.85,0.0,14.94,2.99,2.17,3.99
27.5,27.5,2022,208,29.07,30.1,37.3,22.06,0.0,32.88,3.36,1.3,6.25
27.5,32.5,2022,208,30.26,30.15,38.33,22.23,0.0,16.65,2.87,1.88,4.19
28.5,27.5,2022,208,28.58,29.95,36.78,22.66,0.0,37.64,3.09,1.09,5.16
28.5,32.5,2022,208,30.24,28.28,36.57,20.63,0.0,27.07,3.14,1.44,4.73
29.5,27.5,2022,208,28.46,31.37,39.54,23.22,0.0,41.76,3.3,1.05,6.47
29.5,32.5,2022,208,30.07,28.15,33.89,22.19,0.0,45.99,3.07,2.41,3.9
30.5,27.5,2022,208,28.34,28.21,36.33,21.47,0.03,55.51,4.4,2.85,6.54
30.5,32.5,2022,208,30.26,28.87,36.91,21.74,0.09,47.61,2.32,0.87,4.26
31.5,27.5,2022,208,26.33,26.89,28.17,25.82,0.02,78.39,4.52,3.22,5.1
31.5,32.5,2022,208,28.56,26.92,27.69,26.28,0.01,76.11,2.79,0.98,4.08
23.5,27.5,2022,209,28.75,31.15,38.26,24.37,0.0,21.09,3.33,1.88,4.24
23.5,32.5,2022,209,27.48,33.53,41.17,25.53,0.0,17.86,3.33,2.29,4.72
24.5,27.5,2022,209,29.31,30.23,37.2,23.11,0.0,22.15,3.26,1.75,4.9
24.5,32.5,2022,209,28.23,32.88,41.34,24.42,0.0,15.59,2.96,1.88,4.44
25.5,27.5,2022,209,28.49,30.76,37.71,23.26,0.0,23.16,3.05,1.51,4.55
25.5,32.5,2022,209,27.88,32.3,41.23,23.1,0.0,15.96,2.59,1.63,3.83
26.5,27.5,2022,209,28.33,31.01,38.34,23.31,0.0,24.35,2.83,1.3,4.75
26.5,32.5,2022,209,28.32,32.06,40.55,23.42,0.0,14.99,2.52,1.65,3.72
27.5,27.5,2022,209,28.89,30.5,37.8,22.81,0.0,30.19,3.03,1.47,4.94
27.5,32.5,2022,209,29.72,30.51,38.74,22.19,0.0,15.32,2.36,1.55,3.41
28.5,27.5,2022,209,28.8,30.3,37.43,22.4,0.0,37.66,2.83,1.31,4.22
28.5,32.5,2022,209,29.83,29.34,38.51,20.72,0.0,22.18,1.75,0.67,3.22
29.5,27.5,2022,209,28.65,31.75,39.59,23.23,0.0,39.84,3.01,1.74,4.17
29.5,32.5,2022,209,29.74,28.96,35.69,22.13,0.0,41.92,2.73,1.85,4.75
30.5,27.5,2022,209,28.7,29.19,36.79,21.66,0.0,45.66,3.34,1.98,4.37
30.5,32.5,2022,209,29.9,29.55,38.02,21.19,0.0,45.68,2.7,0.97,4.68
31.5,27.5,2022,209,27.0,27.71,29.24,25.99,0.0,71.14,2.56,1.73,3.06
31.5,32.5,2022,209,28.05,28.02,28.89,27.52,0.0,73.9,3.42,2.32,4.75
23.5,27.5,2022,210,28.69,31.42,38.85,24.12,0.0,19.82,3.85,2.64,5.14
23.5,32.5,2022,210,26.08,34.76,42.08,27.59,0.0,17.71,4.01,2.62,5.33
24.5,27.5,2022,210,29.42,30.03,37.2,22.91,0.0,20.33,3.6,1.79,5.42
24.5,32.5,2022,210,27.08,33.63,41.17,26.14,0.0,15.46,3.72,2.38,4.67
25.5,27.5,2022,210,29.13,30.54,37.42,23.43,0.0,19.47,3.0,1.51,4.81
25.5,32.5,2022,210,28.04,32.45,40.62,24.12,0.0,15.63,3.42,1.87,4.61
26.5,27.5,2022,210,29.27,31.03,38.42,23.94,0.0,18.72,2.64,1.42,4.35
26.5,32.5,2022,210,28.13,32.27,40.67,23.48,0.0,12.81,3.67,2.02,4.92
27.5,27.5,2022,210,29.43,31.0,38.43,23.51,0.0,19.32,1.99,1.01,3.9
27.5,32.5,2022,210,29.22,30.48,38.77,21.57,0.0,16.16,3.66,1.88,5.28
28.5,27.5,2022,210,29.25,30.83,37.54,22.68,0.0,21.9,2.03,0.55,3.97
28.5,32.5,2022,210,29.24,28.88,36.9,20.4,0.0,25.58,3.89,2.29,4.98
29.5,27.5,2022,210,28.83,31.74,39.17,23.79,0.0,28.17,2.97,1.34,4.73
29.5,32.5,2022,210,28.78,29.0,34.9,22.4,0.01,44.35,3.65,2.11,6.29
30.5,27.5,2022,210,29.28,28.62,36.21,21.26,0.0,39.73,2.88,1.35,4.9
30.5,32.5,2022,210,29.09,30.05,38.51,22.48,0.12,46.96,2.94,0.86,6.06
31.5,27.5,2022,210,27.24,26.97,28.81,25.24,0.05,76.38,3.04,1.65,4.83
31.5,32.5,2022,210,27.49,28.56,28.92,28.21,0.01,70.25,4.38,2.48,6.02
23.5,27.5,2022,211,29.17,31.58,39.19,23.71,0.0,16.89,3.41,2.42,4.32
23.5,32.5,2022,211,27.7,34.13,40.79,27.18,0.0,16.32,4.54,2.79,5.5
24.5,27.5,2022,211,29.43,30.36,37.66,23.31,0.0,17.9,3.23,1.76,4.85
24.5,32.5,2022,211,28.0,33.2,40.91,26.19,0.0,14.24,4.48,2.93,5.48
25.5,27.5,2022,211,29.22,30.68,37.91,23.84,0.0,17.62,2.95,1.53,5.36
25.5,32.5,2022,211,28.75,32.21,40.76,24.01,0.0,15.49,3.82,2.34,5.76
26.5,27.5,2022,211,29.19,30.82,38.16,23.64,0.0,17.95,2.94,1.37,5.6
26.5,32.5,2022,211,28.64,31.54,39.6,23.81,0.0,17.22,4.12,2.67,5.94
27.5,27.5,2022,211,29.34,30.97,38.09,23.24,0.0,18.51,2.39,0.86,4.62
27.5,32.5,2022,211,29.31,29.79,37.46,21.94,0.0,21.5,4.53,2.8,6.25
28.5,27.5,2022,211,29.32,30.08,37.25,21.96,0.0,25.41,2.45,1.03,4.02
28.5,32.5,2022,211,29.08,28.46,36.2,21.05,0.0,30.98,4.2,2.19,6.01
29.5,27.5,2022,211,29.32,31.02,39.0,22.53,0.0,34.96,3.1,1.98,5.29
29.5,32.5,2022,211,28.64,28.77,34.53,22.66,0.01,48.3,3.53,1.92,5.39
30.5,27.5,2022,211,29.59,28.0,36.17,19.74,0.0,45.62,2.84,1.69,4.84
30.5,32.5,2022,211,28.53,29.7,38.0,22.35,0.01,48.75,3.0,0.99,5.61
31.5,27.5,2022,211,27.05,27.22,29.05,25.33,0.0,73.18,3.7,2.22,5.0
31.5,32.5,2022,211,26.89,27.22,28.1,26.78,0.0,78.34,4.6,3.32,5.67
23.5,27.5,2022,212,28.93,31.06,38.69,23.87,0.0,17.64,4.09,2.66,5.74
23.5,32.5,2022,212,28.02,33.68,41.01,26.72,0.0,17.16,4.55,3.16,5.91
24.5,27.5,2022,212,29.15,29.78,37.16,22.33,0.0,18.16,3.95,1.84,6.44
24.5,32.5,2022,212,27.75,32.57,40.67,25.39,0.0,15.89,4.32,2.64,6.11
25.5,27.5,2022,212,29.21,30.04,37.42,22.37,0.0,18.0,3.71,1.34,6.77
25.5,32.5,2022,212,27.95,31.81,40.22,23.68,0.0,17.43,4.05,2.4,6.21
26.5,27.5,2022,212,29.1,30.46,38.0,22.33,0.0,18.32,3.38,1.32,6.09
26.5,32.5,2022,212,28.48,30.99,38.78,23.21,0.0,19.69,3.84,2.03,6.25
27.5,27.5,2022,212,29.1,30.26,37.39,22.33,0.0,21.89,2.9,1.27,5.99
27.5,32.5,2022,212,29.15,29.62,36.78,22.52,0.0,25.78,3.97,2.33,6.14
28.5,27.5,2022,212,28.92,30.11,37.53,22.12,0.0,31.12,2.93,1.11,4.88
28.5,32.5,2022,212,29.11,28.59,36.44,20.52,0.0,37.55,3.61,1.5,5.08
29.5,27.5,2022,212,28.57,31.75,40.35,23.01,0.0,34.54,3.22,0.85,5.52
29.5,32.5,2022,212,28.71,29.02,34.96,22.77,0.0,52.37,3.07,1.49,5.21
30.5,27.5,2022,212,28.8,28.76,37.67,20.86,0.0,48.56,4.25,1.57,6.67
30.5,32.5,2022,212,27.96,29.46,38.52,22.39,0.0,54.83,2.87,0.55,5.42
31.5,27.5,2022,212,26.61,27.69,29.2,26.4,0.0,75.16,5.25,3.41,6.6
31.5,32.5,2022,212,23.92,26.91,27.22,26.7,0.0,83.18,3.92,3.12,4.6
23.5,27.5,2022,213,28.5,30.68,38.31,23.2,0.0,18.52,3.94,2.33,5.28
23.5,32.5,2022,213,28.01,33.46,40.73,25.87,0.0,19.0,3.65,2.2,4.92
24.5,27.5,2022,213,28.62,29.73,37.2,22.24,0.0,20.45,3.35,2.05,4.97
24.5,32.5,2022,213,28.25,32.89,40.75,25.03,0.0,18.51,3.6,1.98,4.89
25.5,27.5,2022,213,28.42,30.14,37.66,22.32,0.0,20.87,2.98,1.76,4.13
25.5,32.5,2022,213,27.68,32.82,41.44,23.84,0.0,21.71,3.56,2.35,4.67
26.5,27.5,2022,213,28.17,30.74,38.5,22.74,0.0,22.86,2.65,1.46,3.89
26.5,32.5,2022,213,27.57,32.74,41.31,23.98,0.0,23.02,3.37,2.43,4.5
27.5,27.5,2022,213,28.46,30.58,38.33,22.68,0.0,27.3,2.74,1.43,4.18
27.5,32.5,2022,213,28.52,30.99,39.61,22.27,0.0,28.43,3.76,2.08,5.34
28.5,27.5,2022,213,28.44,30.42,37.61,22.87,0.0,30.61,2.55,1.2,4.13
28.5,32.5,2022,213,28.33,28.58,36.03,20.58,0.0,41.75,4.18,2.05,6.42
29.5,27.5,2022,213,28.34,31.53,39.58,22.76,0.0,36.84,2.45,0.87,5.12
29.5,32.5,2022,213,27.57,29.41,35.44,23.31,0.09,55.03,3.65,2.35,4.42
30.5,27.5,2022,213,28.78,28.9,37.44,20.73,0.0,50.05,3.68,1.89,5.91
30.5,32.5,2022,213,27.48,30.5,39.52,24.22,0.05,54.43,3.27,1.15,5.46
31.5,27.5,2022,213,27.13,27.67,29.37,26.06,0.0,77.06,4.64,2.87,5.4
31.5,32.5,2022,213,25.84,26.86,27.26,26.59,0.0,87.13,4.34,3.25,5.4
23.5,27.5,2022,214,28.48,30.7,38.43,23.21,0.0,19.06,3.41,2.12,4.51
23.5,32.5,2022,214,26.84,34.73,41.6,27.06,0.0,22.41,3.98,2.5,5.34
24.5,27.5,2022,214,28.64,29.89,37.15,22.34,0.0,20.67,3.18,1.78,4.84
24.5,32.5,2022,214,26.83,33.85,41.28,26.43,0.0,21.46,4.08,2.87,4.82
25.5,27.5,2022,214,27.86,30.63,37.85,23.25,0.0,20.2,2.87,1.48,4.73
25.5,32.5,2022,214,26.87,33.4,41.47,25.62,0.0,22.17,3.52,1.74,5.37
26.5,27.5,2022,214,27.48,31.3,38.62,22.98,0.0,20.39,2.41,1.37,3.82
26.5,32.5,2022,214,26.84,32.72,40.41,25.78,0.0,23.75,3.76,2.42,5.57
27.5,27.5,2022,214,28.09,31.01,38.49,22.7,0.0,23.94,2.43,1.28,4.2
27.5,32.5,2022,214,28.37,30.8,37.91,23.62,0.0,26.95,3.92,2.28,5.88
28.5,27.5,2022,214,28.13,31.02,37.94,23.67,0.0,28.64,2.53,1.23,4.21
28.5,32.5,2022,214,28.35,29.56,37.17,21.83,0.0,31.97,3.37,1.67,4.94
29.5,27.5,2022,214,28.32,32.33,40.12,24.37,0.0,34.03,2.76,1.17,5.13
29.5,32.5,2022,214,28.31,29.52,35.08,23.53,0.01,48.0,3.03,1.84,5.36
30.5,27.5,2022,214,28.23,29.34,36.98,22.01,0.0,48.88,3.76,1.93,5.17
30.5,32.5,2022,214,28.01,29.73,38.26,22.01,0.01,52.47,2.36,1.04,4.79
31.5,27.5,2022,214,27.1,27.98,29.58,26.75,0.0,73.36,4.42,3.22,5.02
31.5,32.5,2022,214,23.87,26.61,26.99,26.12,0.0,83.01,3.61,2.17,4.6
23.5,27.5,2022,215,28.52,31.34,38.51,24.33,0.0,20.95,3.28,2.12,4.54
23.5,32.5,2022,215,24.98,35.43,42.14,28.16,0.0,20.94,3.95,1.85,5.25
24.5,27.5,2022,215,28.57,30.52,37.71,23.0,0.0,22.77,2.76,1.64,4.3
24.5,32.5,2022,215,26.6,34.35,41.8,26.75,0.0,20.36,4.13,2.54,5.29
25.5,27.5,2022,215,28.18,31.26,38.35,23.74,0.0,22.65,2.6,1.41,4.27
25.5,32.5,2022,215,26.13,33.68,41.94,25.31,0.0,22.24,3.87,2.49,4.85
26.5,27.5,2022,215,27.82,32.1,39.1,24.49,0.0,23.65,2.72,1.68,3.87
26.5,32.5,2022,215,25.74,33.04,41.38,24.75,0.0,23.48,4.19,3.25,4.87
27.5,27.5,2022,215,28.17,31.47,38.64,23.83,0.0,27.93,2.52,1.66,3.74
27.5,32.5,2022,215,26.47,31.15,39.3,23.02,0.0,25.82,4.51,3.15,5.76
28.5,27.5,2022,215,28.18,30.94,37.65,23.5,0.0,33.89,2.51,1.11,3.47
28.5,32.5,2022,215,26.66,29.37,37.4,21.24,0.0,33.03,4.45,2.46,5.57
29.5,27.5,2022,215,27.83,31.9,39.21,24.28,0.0,40.32,3.15,1.48,6.1
29.5,32.5,2022,215,27.4,29.14,34.76,23.09,0.05,50.79,4.22,2.62,6.18
30.5,27.5,2022,215,28.45,28.67,36.26,22.17,0.0,51.83,4.03,1.72,6.14
30.5,32.5,2022,215,27.57,29.67,38.25,22.88,0.03,53.74,3.16,1.49,5.81
31.5,27.5,2022,215,27.21,27.63,29.13,26.47,0.0,67.35,4.6,3.3,5.75
31.5,32.5,2022,215,25.19,26.4,26.75,26.01,0.0,84.17,3.88,2.58,4.89
23.5,27.5,2022,216,28.88,31.38,38.7,23.84,0.0,20.56,2.73,1.77,3.67
23.5,32.5,2022,216,26.52,35.46,42.59,27.82,0.0,19.42,4.6,2.89,6.31
24.5,27.5,2022,216,28.74,30.59,37.76,23.39,0.0,21.24,2.49,1.29,3.86
24.5,32.5,2022,216,26.42,34.74,42.6,27.17,0.0,18.75,4.32,2.98,5.86
25.5,27.5,2022,216,28.47,31.12,38.15,23.68,0.0,22.73,2.26,1.15,3.66
25.5,32.5,2022,216,26.5,34.31,42.53,26.15,0.0,20.0,3.87,2.76,5.0
26.5,27.5,2022,216,28.28,31.63,38.79,23.98,0.0,25.83,2.47,1.49,3.87
26.5,32.5,2022,216,26.43,33.73,41.73,25.78,0.0,20.7,3.95,3.09,4.67
27.5,27.5,2022,216,28.34,31.42,38.31,23.89,0.0,28.76,2.54,1.74,3.61
27.5,32.5,2022,216,26.82,31.82,39.62,23.69,0.0,23.9,3.96,3.09,4.92
28.5,27.5,2022,216,28.23,30.89,37.58,23.43,0.0,34.39,2.59,1.21,3.4
28.5,32.5,2022,216,27.13,30.75,39.71,21.78,0.0,32.93,3.55,2.58,5.29
29.5,27.5,2022,216,28.19,31.58,39.03,24.28,0.0,41.51,3.11,1.45,6.09
29.5,32.5,2022,216,26.42,29.71,35.45,23.89,0.0,51.35,3.89,2.44,6.33
30.5,27.5,2022,216,28.78,28.31,36.08,21.7,0.0,52.64,3.78,2.04,6.16
30.5,32.5,2022,216,26.21,30.2,38.67,23.16,0.0,53.13,2.81,0.82,6.03
31.5,27.5,2022,216,27.7,27.16,28.54,25.76,0.0,67.48,4.15,3.46,4.77
31.5,32.5,2022,216,23.73,26.81,28.06,26.19,0.0,80.41,3.62,1.12,6.55
23.5,27.5,2022,217,27.87,31.93,39.16,24.42,0.0,21.1,4.31,2.72,5.54
23.5,32.5,2022,217,25.01,35.58,41.71,29.06,0.0,21.13,3.62,2.28,5.83
24.5,27.5,2022,217,28.05,30.8,37.87,23.5,0.0,23.7,4.07,2.19,5.92
24.5,32.5,2022,217,23.92,34.5,40.67,27.83,0.0,19.95,3.67,2.39,5.39
25.5,27.5,2022,217,27.66,31.03,37.93,23.89,0.0,25.03,3.88,1.85,6.14
25.5,32.5,2022,217,24.05,34.58,41.57,27.28,0.0,20.16,3.68,2.68,4.56
26.5,27.5,2022,217,27.41,31.25,37.88,24.52,0.0,26.49,3.69,1.79,5.99
26.5,32.5,2022,217,24.79,34.32,42.42,26.53,0.0,19.7,3.63,2.63,4.36
27.5,27.5,2022,217,27.76,30.45,37.18,23.8,0.0,30.69,3.41,1.71,5.38
27.5,32.5,2022,217,26.95,33.0,41.19,24.78,0.0,23.17,3.22,1.54,4.2
28.5,27.5,2022,217,27.8,29.85,36.5,23.1,0.0,38.23,3.23,1.59,4.88
28.5,32.5,2022,217,26.98,31.01,39.24,23.42,0.0,31.0,3.56,2.45,5.03
29.5,27.5,2022,217,28.04,30.94,37.87,24.06,0.0,42.01,3.01,1.32,4.52
29.5,32.5,2022,217,26.31,30.19,35.51,24.92,0.0,48.15,4.11,2.75,5.96
30.5,27.5,2022,217,28.57,28.11,35.09,21.63,0.0,52.85,3.08,1.72,4.45
30.5,32.5,2022,217,26.2,30.85,38.46,24.75,0.0,49.22,2.78,1.48,5.76
31.5,27.5,2022,217,27.27,27.63,29.04,26.12,0.0,69.47,3.91,1.82,5.33
31.5,32.5,2022,217,23.21,27.1,28.11,26.12,0.0,80.02,3.8,2.21,5.2
23.5,27.5,2022,218,27.21,31.23,38.12,24.7,0.0,19.5,4.31,2.33,5.77
23.5,32.5,2022,218,24.78,36.13,43.02,28.85,0.0,20.37,4.19,2.63,6.49
24.5,27.5,2022,218,27.28,30.0,36.48,22.93,0.0,22.03,4.25,2.12,6.27
24.5,32.5,2022,218,25.74,35.44,43.26,27.87,0.0,19.59,4.08,2.69,5.55
25.5,27.5,2022,218,27.45,30.21,37.02,23.27,0.0,23.2,3.99,2.11,5.79
25.5,32.5,2022,218,25.84,34.79,43.05,26.88,0.0,20.79,4.0,3.14,5.11
26.5,27.5,2022,218,27.22,30.24,37.1,22.92,0.0,23.72,3.71,2.05,6.09
26.5,32.5,2022,218,26.14,34.18,42.44,26.46,0.0,21.41,3.69,2.35,5.06
27.5,27.5,2022,218,27.61,29.54,36.1,22.67,0.0,28.46,3.41,1.6,6.29
27.5,32.5,2022,218,26.99,32.19,40.0,24.88,0.0,25.41,3.79,2.54,5.02
28.5,27.5,2022,218,27.49,29.36,35.82,22.4,0.0,37.2,3.35,1.39,5.59
28.5,32.5,2022,218,26.97,30.79,39.29,22.84,0.0,35.02,3.38,2.6,4.78
29.5,27.5,2022,218,27.73,30.75,37.79,23.45,0.0,40.47,3.19,0.87,4.84
29.5,32.5,2022,218,26.3,29.67,35.38,24.74,0.0,52.93,3.76,2.27,5.63
30.5,27.5,2022,218,28.38,27.62,35.18,20.49,0.0,50.65,3.0,1.18,6.62
30.5,32.5,2022,218,26.68,29.76,37.48,24.58,0.0,51.69,2.86,0.59,5.49
31.5,27.5,2022,218,27.07,27.67,29.05,25.92,0.0,66.14,3.0,1.93,4.73
31.5,32.5,2022,218,24.3,26.82,27.91,26.3,0.0,78.56,3.61,1.91,4.72
23.5,27.5,2022,219,27.79,30.54,37.18,23.94,0.55,21.84,4.1,2.27,5.94
23.5,32.5,2022,219,25.54,36.26,43.37,28.77,0.0,19.27,3.45,1.8,5.27
24.5,27.5,2022,219,27.76,29.42,35.92,23.15,0.91,24.25,3.92,2.71,5.39
24.5,32.5,2022,219,25.25,35.58,43.58,27.9,0.0,17.82,3.46,2.39,4.6
25.5,27.5,2022,219,27.39,29.41,36.0,22.41,0.03,25.6,3.64,2.22,4.99
25.5,32.5,2022,219,24.62,34.82,42.77,27.15,0.0,19.26,3.75,2.14,4.48
26.5,27.5,2022,219,27.16,29.63,36.11,22.85,0.0,27.92,3.55,1.74,5.32
26.5,32.5,2022,219,25.04,34.03,41.78,27.06,0.0,20.89,3.74,1.85,5.4
27.5,27.5,2022,219,26.92,29.46,35.9,22.76,0.0,32.27,3.59,1.52,5.62
27.5,32.5,2022,219,26.36,31.44,38.74,25.1,0.0,25.5,3.71,1.65,5.65
28.5,27.5,2022,219,26.89,29.79,36.06,23.24,0.0,35.26,3.17,0.91,5.68
28.5,32.5,2022,219,26.67,29.8,37.52,22.52,0.0,34.86,3.26,1.94,4.33
29.5,27.5,2022,219,26.16,31.44,38.26,23.94,0.0,37.3,3.46,0.95,4.97
29.5,32.5,2022,219,26.83,29.35,34.95,24.16,0.0,46.79,2.98,1.62,5.07
30.5,27.5,2022,219,27.11,28.44,35.47,21.71,0.0,52.72,4.07,1.44,6.26
30.5,32.5,2022,219,27.49,29.27,36.98,22.51,0.0,44.21,2.17,0.83,4.47
31.5,27.5,2022,219,25.55,28.17,29.55,26.59,0.0,68.13,4.57,3.16,5.53
31.5,32.5,2022,219,25.82,26.8,28.39,26.29,0.0,72.05,3.34,2.1,4.56
23.5,27.5,2022,220,27.94,30.59,37.82,23.32,0.01,23.57,4.31,3.04,5.48
23.5,32.5,2022,220,24.22,35.91,42.24,29.16,0.01,21.1,4.69,3.42,6.28
24.5,27.5,2022,220,28.01,29.29,36.1,22.43,0.0,26.09,3.81,2.09,5.63
24.5,32.5,2022,220,24.01,35.01,41.89,28.1,0.05,20.09,4.34,3.21,5.62
25.5,27.5,2022,220,27.48,29.95,36.78,23.11,0.0,25.57,3.48,1.86,5.35
25.5,32.5,2022,220,25.13,34.73,41.55,27.69,0.0,20.69,4.22,3.26,5.09
26.5,27.5,2022,220,26.57,30.76,37.54,23.91,0.0,26.23,3.36,1.9,4.95
26.5,32.5,2022,220,25.27,33.9,41.27,26.85,0.0,21.48,4.14,2.68,5.45
27.5,27.5,2022,220,27.21,30.64,37.43,23.47,0.0,27.48,3.49,2.03,5.14
27.5,32.5,2022,220,26.51,31.37,38.42,24.43,0.0,25.23,4.05,1.83,5.9
28.5,27.5,2022,220,27.2,30.95,37.17,24.97,0.0,33.68,2.14,0.68,3.81
28.5,32.5,2022,220,26.74,30.08,37.39,23.02,0.0,30.14,3.53,1.91,5.12
29.5,27.5,2022,220,26.24,32.18,38.56,26.0,0.0,37.48,2.83,0.66,5.5
29.5,32.5,2022,220,26.42,29.85,35.09,24.23,0.0,45.89,3.03,2.0,4.65
30.5,27.5,2022,220,26.27,28.53,35.59,21.9,0.0,50.08,3.31,0.94,5.36
30.5,32.5,2022,220,26.84,30.33,37.73,24.25,0.0,43.93,2.27,0.42,5.16
31.5,27.5,2022,220,25.52,27.53,28.84,26.36,0.0,67.74,3.56,2.88,4.99
31.5,32.5,2022,220,25.18,27.81,28.39,27.08,0.0,67.0,3.07,2.22,4.19
23.5,27.5,2022,221,27.6,30.9,37.85,23.83,0.0,23.04,4.28,3.24,5.43
23.5,32.5,2022,221,25.43,36.14,42.68,29.63,0.0,22.43,5.49,3.78,8.1
24.5,27.5,2022,221,27.83,29.64,36.4,22.5,0.0,26.43,3.75,2.15,5.33
24.5,32.5,2022,221,25.31,34.76,41.93,28.22,0.0,21.82,5.04,3.04,6.61
