-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,DOY,T2M_MIN
29.0,29.375,2023,14,8.07
29.0,30.0,2023,14,8.38
29.0,30.625,2023,14,8.0
29.0,31.25,2023,14,6.89
29.0,31.875,2023,14,5.01
29.0,32.5,2023,14,8.71
29.0,33.125,2023,14,12.31
29.0,33.75,2023,14,1.96
29.5,25.625,2023,14,6.41
29.5,26.25,2023,14,7.21
29.5,26.875,2023,14,8.27
29.5,27.5,2023,14,8.16
29.5,28.125,2023,14,7.96
29.5,28.75,2023,14,7.97
29.5,29.375,2023,14,8.62
29.5,30.0,2023,14,8.68
29.5,30.625,2023,14,8.86
29.5,31.25,2023,14,8.1
29.5,31.875,2023,14,6.03
29.5,32.5,2023,14,10.47
29.5,33.125,2023,14,6.5
29.5,33.75,2023,14,3.5
30.0,25.625,2023,14,6.42
30.0,26.25,2023,14,7.03
30.0,26.875,2023,14,8.18
30.0,27.5,2023,14,8.58
30.0,28.125,2023,14,8.03
30.0,28.75,2023,14,8.01
30.0,29.375,2023,14,8.24
30.0,30.0,2023,14,8.51
30.0,30.625,2023,14,9.16
30.0,31.25,2023,14,9.7
30.0,31.875,2023,14,8.72
30.0,32.5,2023,14,9.92
30.0,33.125,2023,14,5.76
30.0,33.75,2023,14,6.18
30.5,25.625,2023,14,6.56
30.5,26.25,2023,14,7.22
30.5,26.875,2023,14,7.56
30.5,27.5,2023,14,8.1
30.5,28.125,2023,14,9.02
30.5,28.75,2023,14,10.22
30.5,29.375,2023,14,10.29
30.5,30.0,2023,14,10.11
30.5,30.625,2023,14,9.68
30.5,31.25,2023,14,9.9
30.5,31.875,2023,14,10.26
30.5,32.5,2023,14,9.38
30.5,33.125,2023,14,7.52
30.5,33.75,2023,14,7.36
31.0,25.625,2023,14,7.7
31.0,26.25,2023,14,9.03
31.0,26.875,2023,14,9.78
31.0,27.5,2023,14,11.69
31.0,28.125,2023,14,12.98
31.0,28.75,2023,14,14.34
31.0,29.375,2023,14,15.37
31.0,30.0,2023,14,12.64
31.0,30.625,2023,14,10.64
31.0,31.25,2023,14,9.92
31.0,31.875,2023,14,9.97
31.0,32.5,2023,14,10.54
31.0,33.125,2023,14,11.43
31.0,33.75,2023,14,10.27
31.5,25.625,2023,14,12.25
31.5,26.25,2023,14,12.53
31.5,26.875,2023,14,14.1
31.5,27.5,2023,14,15.67
31.5,28.125,2023,14,16.7
31.5,28.75,2023,14,16.87
31.5,29.375,2023,14,16.97
31.5,30.0,2023,14,16.21
31.5,30.625,2023,14,14.56
31.5,31.25,2023,14,14.34
31.5,31.875,2023,14,14.04
31.5,32.5,2023,14,15.86
31.5,33.125,2023,14,16.12
31.5,33.75,2023,14,15.97
23.0,25.625,2023,15,5.14
23.0,26.25,2023,15,5.49
23.0,26.875,2023,15,6.91
23.0,27.5,2023,15,6.74
23.0,28.125,2023,15,6.75
23.0,28.75,2023,15,7.21
23.0,29.375,2023,15,7.67
23.0,30.0,2023,15,7.88
23.0,30.625,2023,15,8.0
23.0,31.25,2023,15,8.31
23.0,31.875,2023,15,8.36
23.0,32.5,2023,15,8.31
23.0,33.125,2023,15,7.99
23.0,33.75,2023,15,7.36
23.5,25.625,2023,15,4.88
23.5,26.25,2023,15,4.73
23.5,26.875,2023,15,5.65
23.5,27.5,2023,15,6.39
23.5,28.125,2023,15,6.93
23.5,28.75,2023,15,7.67
23.5,29.375,2023,15,8.23
23.5,30.0,2023,15,8.53
23.5,30.625,2023,15,8.76
23.5,31.25,2023,15,8.53
23.5,31.875,2023,15,8.26
23.5,32.5,2023,15,8.99
23.5,33.125,2023,15,8.06
23.5,33.75,2023,15,7.09
24.0,25.625,2023,15,4.96
24.0,26.25,2023,15,5.13
24.0,26.875,2023,15,5.08
24.0,27.5,2023,15,5.8
24.0,28.125,2023,15,6.45
24.0,28.75,2023,15,7.43
24.0,29.375,2023,15,8.0
24.0,30.0,2023,15,8.3
24.0,30.625,2023,15,8.56
24.0,31.25,2023,15,8.44
24.0,31.875,2023,15,8.04
24.0,32.5,2023,15,8.94
24.0,33.125,2023,15,7.84
24.0,33.75,2023,15,8.15
24.5,25.625,2023,15,6.14
24.5,26.25,2023,15,5.82
24.5,26.875,2023,15,4.98
24.5,27.5,2023,15,5.16
24.5,28.125,2023,15,6.17
24.5,28.75,2023,15,6.94
24.5,29.375,2023,15,7.08
24.5,30.0,2023,15,7.47
24.5,30.625,2023,15,7.84
24.5,31.25,2023,15,7.37
24.5,31.875,2023,15,7.75
24.5,32.5,2023,15,9.15
24.5,33.125,2023,15,8.64
24.5,33.75,2023,15,8.88
25.0,25.625,2023,15,6.95
25.0,26.25,2023,15,5.97
25.0,26.875,2023,15,5.16
25.0,27.5,2023,15,5.78
25.0,28.125,2023,15,7.04
25.0,28.75,2023,15,7.16
25.0,29.375,2023,15,7.09
25.0,30.0,2023,15,7.51
25.0,30.625,2023,15,7.33
25.0,31.25,2023,15,6.19
25.0,31.875,2023,15,6.51
25.0,32.5,2023,15,8.46
25.0,33.125,2023,15,8.6
25.0,33.75,2023,15,8.92
25.5,25.625,2023,15,6.39
25.5,26.25,2023,15,5.95
25.5,26.875,2023,15,6.24
25.5,27.5,2023,15,7.32
25.5,28.125,2023,15,8.03
25.5,28.75,2023,15,7.37
25.5,29.375,2023,15,6.37
25.5,30.0,2023,15,6.31
25.5,30.625,2023,15,6.72
25.5,31.25,2023,15,5.14
25.5,31.875,2023,15,5.8
25.5,32.5,2023,15,7.27
25.5,33.125,2023,15,7.8
25.5,33.75,2023,15,8.56
26.0,25.625,2023,15,6.51
26.0,26.25,2023,15,7.01
26.0,26.875,2023,15,7.52
26.0,27.5,2023,15,8.38
26.0,28.125,2023,15,8.29
26.0,28.75,2023,15,6.87
26.0,29.375,2023,15,6.36
26.0,30.0,2023,15,5.93
26.0,30.625,2023,15,5.73
26.0,31.25,2023,15,5.18
26.0,31.875,2023,15,6.23
26.0,32.5,2023,15,7.33
26.0,33.125,2023,15,8.48
26.0,33.75,2023,15,8.46
26.5,25.625,2023,15,7.57
26.5,26.25,2023,15,8.26
26.5,26.875,2023,15,8.51
26.5,27.5,2023,15,8.33
26.5,28.125,2023,15,7.74
26.5,28.75,2023,15,7.16
26.5,29.375,2023,15,6.65
26.5,30.0,2023,15,6.07
26.5,30.625,2023,15,5.89
26.5,31.25,2023,15,5.53
26.5,31.875,2023,15,7.3
26.5,32.5,2023,15,6.67
26.5,33.125,2023,15,7.65
26.5,33.75,2023,15,8.81
27.0,25.625,2023,15,7.58
27.0,26.25,2023,15,7.68
27.0,26.875,2023,15,7.51
27.0,27.5,2023,15,7.14
27.0,28.125,2023,15,7.34
27.0,28.75,2023,15,7.0
27.0,29.375,2023,15,6.32
27.0,30.0,2023,15,5.94
27.0,30.625,2023,15,5.34
27.0,31.25,2023,15,6.07
27.0,31.875,2023,15,6.34
27.0,32.5,2023,15,6.01
27.0,33.125,2023,15,6.58
27.0,33.75,2023,15,11.36
27.5,25.625,2023,15,7.04
27.5,26.25,2023,15,7.11
27.5,26.875,2023,15,6.96
27.5,27.5,2023,15,6.29
27.5,28.125,2023,15,6.25
27.5,28.75,2023,15,5.91
27.5,29.375,2023,15,5.6
27.5,30.0,2023,15,5.69
27.5,30.625,2023,15,5.23
27.5,31.25,2023,15,5.93
27.5,31.875,2023,15,6.79
27.5,32.5,2023,15,5.75
27.5,33.125,2023,15,6.5
27.5,33.75,2023,15,15.68
28.0,25.625,2023,15,6.19
28.0,26.25,2023,15,6.46
28.0,26.875,2023,15,6.07
28.0,27.5,2023,15,5.71
28.0,28.125,2023,15,5.47
28.0,28.75,2023,15,5.33
28.0,29.375,2023,15,5.43
28.0,30.0,2023,15,5.81
28.0,30.625,2023,15,6.0
28.0,31.25,2023,15,6.48
28.0,31.875,2023,15,7.3
28.0,32.5,2023,15,5.21
28.0,33.125,2023,15,8.6
28.0,33.75,2023,15,13.96
28.5,25.625,2023,15,5.62
28.5,26.25,2023,15,5.61
28.5,26.875,2023,15,5.46
28.5,27.5,2023,15,5.6
28.5,28.125,2023,15,4.95
28.5,28.75,2023,15,6.23
28.5,29.375,2023,15,7.3
28.5,30.0,2023,15,7.02
28.5,30.625,2023,15,7.26
28.5,31.25,2023,15,8.09
28.5,31.875,2023,15,6.85
28.5,32.5,2023,15,5.09
28.5,33.125,2023,15,15.33
28.5,33.75,2023,15,4.29
29.0,25.625,2023,15,5.55
29.0,26.25,2023,15,5.74
29.0,26.875,2023,15,6.55
29.0,27.5,2023,15,7.5
29.0,28.125,2023,15,7.66
29.0,28.75,2023,15,7.94
29.0,29.375,2023,15,8.1
29.0,30.0,2023,15,7.75
29.0,30.625,2023,15,8.29
29.0,31.25,2023,15,8.68
29.0,31.875,2023,15,6.87
29.0,32.5,2023,15,9.45
29.0,33.125,2023,15,13.1
29.0,33.75,2023,15,3.6
29.5,25.625,2023,15,5.53
29.5,26.25,2023,15,6.04
29.5,26.875,2023,15,7.54
29.5,27.5,2023,15,9.48
29.5,28.125,2023,15,9.26
29.5,28.75,2023,15,8.86
29.5,29.375,2023,15,7.84
29.5,30.0,2023,15,7.16
29.5,30.625,2023,15,8.29
29.5,31.25,2023,15,9.02
29.5,31.875,2023,15,5.63
29.5,32.5,2023,15,10.97
29.5,33.125,2023,15,7.54
29.5,33.75,2023,15,3.88
30.0,25.625,2023,15,5.76
30.0,26.25,2023,15,6.06
30.0,26.875,2023,15,7.24
30.0,27.5,2023,15,9.42
30.0,28.125,2023,15,8.71
30.0,28.75,2023,15,7.99
30.0,29.375,2023,15,7.65
30.0,30.0,2023,15,7.21
30.0,30.625,2023,15,7.53
30.0,31.25,2023,15,7.51
30.0,31.875,2023,15,6.44
30.0,32.5,2023,15,9.34
30.0,33.125,2023,15,5.34
30.0,33.75,2023,15,4.91
30.5,25.625,2023,15,6.62
30.5,26.25,2023,15,6.13
30.5,26.875,2023,15,6.6
30.5,27.5,2023,15,6.51
30.5,28.125,2023,15,6.89
30.5,28.75,2023,15,8.42
30.5,29.375,2023,15,8.57
30.5,30.0,2023,15,8.76
30.5,30.625,2023,15,8.82
30.5,31.25,2023,15,8.14
30.5,31.875,2023,15,8.3
30.5,32.5,2023,15,7.85
30.5,33.125,2023,15,6.38
30.5,33.75,2023,15,5.87
31.0,25.625,2023,15,6.95
31.0,26.25,2023,15,6.95
31.0,26.875,2023,15,6.48
31.0,27.5,2023,15,9.28
31.0,28.125,2023,15,12.67
31.0,28.75,2023,15,13.85
31.0,29.375,2023,15,14.97
31.0,30.0,2023,15,12.07
31.0,30.625,2023,15,10.21
31.0,31.25,2023,15,8.96
31.0,31.875,2023,15,8.95
31.0,32.5,2023,15,9.26
31.0,33.125,2023,15,10.53
31.0,33.75,2023,15,9.39
31.5,25.625,2023,15,11.72
31.5,26.25,2023,15,12.07
31.5,26.875,2023,15,13.76
31.5,27.5,2023,15,15.26
31.5,28.125,2023,15,16.16
31.5,28.75,2023,15,16.07
31.5,29.375,2023,15,16.71
31.5,30.0,2023,15,16.54
31.5,30.625,2023,15,14.55
31.5,31.25,2023,15,14.02
31.5,31.875,2023,15,14.07
31.5,32.5,2023,15,16.18
31.5,33.125,2023,15,16.32
31.5,33.75,2023,15,15.91
23.0,25.625,2023,16,3.09
23.0,26.25,2023,16,4.03
23.0,26.875,2023,16,5.9
23.0,27.5,2023,16,6.0
23.0,28.125,2023,16,6.27
23.0,28.75,2023,16,6.31
23.0,29.375,2023,16,6.97
23.0,30.0,2023,16,7.52
23.0,30.625,2023,16,7.58
23.0,31.25,2023,16,8.35
23.0,31.875,2023,16,8.65
23.0,32.5,2023,16,8.77
23.0,33.125,2023,16,8.81
23.0,33.75,2023,16,8.32
23.5,25.625,2023,16,2.61
23.5,26.25,2023,16,2.7
23.5,26.875,2023,16,4.8
23.5,27.5,2023,16,5.63
23.5,28.125,2023,16,5.95
23.5,28.75,2023,16,6.26
23.5,29.375,2023,16,6.97
23.5,30.0,2023,16,7.49
23.5,30.625,2023,16,7.27
23.5,31.25,2023,16,7.59
23.5,31.875,2023,16,7.68
23.5,32.5,2023,16,8.85
23.5,33.125,2023,16,8.45
23.5,33.75,2023,16,7.52
24.0,25.625,2023,16,2.26
24.0,26.25,2023,16,2.44
24.0,26.875,2023,16,4.17
24.0,27.5,2023,16,5.52
24.0,28.125,2023,16,5.81
24.0,28.75,2023,16,6.04
24.0,29.375,2023,16,6.69
24.0,30.0,2023,16,7.25
24.0,30.625,2023,16,6.64
24.0,31.25,2023,16,6.85
24.0,31.875,2023,16,6.64
24.0,32.5,2023,16,8.12
24.0,33.125,2023,16,7.88
24.0,33.75,2023,16,7.97
24.5,25.625,2023,16,3.62
24.5,26.25,2023,16,3.46
24.5,26.875,2023,16,4.14
24.5,27.5,2023,16,5.25
24.5,28.125,2023,16,5.82
24.5,28.75,2023,16,5.93
24.5,29.375,2023,16,6.16
24.5,30.0,2023,16,6.82
24.5,30.625,2023,16,6.96
24.5,31.25,2023,16,6.72
24.5,31.875,2023,16,6.26
24.5,32.5,2023,16,7.66
24.5,33.125,2023,16,7.99
24.5,33.75,2023,16,8.29
25.0,25.625,2023,16,5.0
25.0,26.25,2023,16,4.64
25.0,26.875,2023,16,5.05
25.0,27.5,2023,16,5.85
25.0,28.125,2023,16,6.32
25.0,28.75,2023,16,6.08
25.0,29.375,2023,16,5.95
25.0,30.0,2023,16,6.91
25.0,30.625,2023,16,7.26
25.0,31.25,2023,16,6.29
25.0,31.875,2023,16,5.8
25.0,32.5,2023,16,7.22
25.0,33.125,2023,16,7.55
25.0,33.75,2023,16,8.17
25.5,25.625,2023,16,5.48
25.5,26.25,2023,16,5.89
25.5,26.875,2023,16,5.96
25.5,27.5,2023,16,6.59
25.5,28.125,2023,16,6.96
25.5,28.75,2023,16,6.33
25.5,29.375,2023,16,5.13
25.5,30.0,2023,16,5.98
25.5,30.625,2023,16,6.37
25.5,31.25,2023,16,4.93
25.5,31.875,2023,16,5.38
25.5,32.5,2023,16,6.33
25.5,33.125,2023,16,7.32
25.5,33.75,2023,16,7.62
26.0,25.625,2023,16,7.17
26.0,26.25,2023,16,7.1
26.0,26.875,2023,16,7.12
26.0,27.5,2023,16,7.63
26.0,28.125,2023,16,7.28
26.0,28.75,2023,16,6.49
26.0,29.375,2023,16,5.81
26.0,30.0,2023,16,5.61
26.0,30.625,2023,16,5.05
26.0,31.25,2023,16,4.53
26.0,31.875,2023,16,5.56
26.0,32.5,2023,16,6.21
26.0,33.125,2023,16,7.9
26.0,33.75,2023,16,7.22
26.5,25.625,2023,16,7.99
26.5,26.25,2023,16,7.74
26.5,26.875,2023,16,7.59
26.5,27.5,2023,16,7.84
26.5,28.125,2023,16,8.2
26.5,28.75,2023,16,7.37
26.5,29.375,2023,16,6.11
26.5,30.0,2023,16,5.86
26.5,30.625,2023,16,5.28
26.5,31.25,2023,16,4.88
26.5,31.875,2023,16,5.64
26.5,32.5,2023,16,6.04
26.5,33.125,2023,16,6.66
26.5,33.75,2023,16,7.75
27.0,25.625,2023,16,8.43
27.0,26.25,2023,16,7.94
27.0,26.875,2023,16,7.96
27.0,27.5,2023,16,7.95
27.0,28.125,2023,16,8.47
27.0,28.75,2023,16,7.18
27.0,29.375,2023,16,6.59
27.0,30.0,2023,16,6.5
27.0,30.625,2023,16,5.56
27.0,31.25,2023,16,5.56
27.0,31.875,2023,16,5.18
27.0,32.5,2023,16,5.18
27.0,33.125,2023,16,5.15
27.0,33.75,2023,16,10.61
27.5,25.625,2023,16,8.46
27.5,26.25,2023,16,8.43
27.5,26.875,2023,16,8.16
27.5,27.5,2023,16,7.64
27.5,28.125,2023,16,7.95
27.5,28.75,2023,16,6.91
27.5,29.375,2023,16,7.15
27.5,30.0,2023,16,6.96
27.5,30.625,2023,16,5.69
27.5,31.25,2023,16,4.72
27.5,31.875,2023,16,5.01
27.5,32.5,2023,16,4.18
27.5,33.125,2023,16,5.76
27.5,33.75,2023,16,15.13
28.0,25.625,2023,16,8.11
28.0,26.25,2023,16,8.47
28.0,26.875,2023,16,7.8
28.0,27.5,2023,16,7.48
28.0,28.125,2023,16,7.41
28.0,28.75,2023,16,7.35
28.0,29.375,2023,16,7.47
28.0,30.0,2023,16,7.06
28.0,30.625,2023,16,5.71
28.0,31.25,2023,16,4.41
28.0,31.875,2023,16,3.85
28.0,32.5,2023,16,3.44
28.0,33.125,2023,16,8.09
28.0,33.75,2023,16,13.38
28.5,25.625,2023,16,7.74
28.5,26.25,2023,16,7.84
28.5,26.875,2023,16,8.29
28.5,27.5,2023,16,8.26
28.5,28.125,2023,16,7.35
28.5,28.75,2023,16,7.35
28.5,29.375,2023,16,7.42
28.5,30.0,2023,16,7.57
28.5,30.625,2023,16,6.49
28.5,31.25,2023,16,5.09
28.5,31.875,2023,16,3.42
28.5,32.5,2023,16,4.33
28.5,33.125,2023,16,15.13
28.5,33.75,2023,16,4.65
29.0,25.625,2023,16,7.75
29.0,26.25,2023,16,7.65
29.0,26.875,2023,16,8.27
29.0,27.5,2023,16,8.95
29.0,28.125,2023,16,8.8
29.0,28.75,2023,16,7.44
29.0,29.375,2023,16,7.18
29.0,30.0,2023,16,7.43
29.0,30.625,2023,16,7.57
29.0,31.25,2023,16,5.84
29.0,31.875,2023,16,4.11
29.0,32.5,2023,16,9.23
29.0,33.125,2023,16,13.38
29.0,33.75,2023,16,3.48
29.5,25.625,2023,16,7.34
29.5,26.25,2023,16,7.22
29.5,26.875,2023,16,8.02
29.5,27.5,2023,16,8.74
29.5,28.125,2023,16,8.68
29.5,28.75,2023,16,8.06
29.5,29.375,2023,16,7.2
29.5,30.0,2023,16,6.97
29.5,30.625,2023,16,8.23
29.5,31.25,2023,16,7.42
29.5,31.875,2023,16,5.34
29.5,32.5,2023,16,11.27
29.5,33.125,2023,16,7.01
29.5,33.75,2023,16,3.52
30.0,25.625,2023,16,6.92
30.0,26.25,2023,16,6.76
30.0,26.875,2023,16,7.43
30.0,27.5,2023,16,8.31
30.0,28.125,2023,16,8.54
30.0,28.75,2023,16,8.87
30.0,29.375,2023,16,8.29
30.0,30.0,2023,16,7.44
30.0,30.625,2023,16,7.63
30.0,31.25,2023,16,8.0
30.0,31.875,2023,16,6.58
30.0,32.5,2023,16,10.17
30.0,33.125,2023,16,5.15
30.0,33.75,2023,16,5.14
30.5,25.625,2023,16,6.93
30.5,26.25,2023,16,6.38
30.5,26.875,2023,16,6.15
30.5,27.5,2023,16,6.34
30.5,28.125,2023,16,7.79
30.5,28.75,2023,16,8.95
30.5,29.375,2023,16,10.11
30.5,30.0,2023,16,8.98
30.5,30.625,2023,16,8.65
30.5,31.25,2023,16,8.29
30.5,31.875,2023,16,8.0
30.5,32.5,2023,16,9.08
30.5,33.125,2023,16,7.1
30.5,33.75,2023,16,6.64
31.0,25.625,2023,16,6.86
31.0,26.25,2023,16,6.28
31.0,26.875,2023,16,6.14
31.0,27.5,2023,16,8.59
31.0,28.125,2023,16,10.87
31.0,28.75,2023,16,12.7
31.0,29.375,2023,16,13.72
31.0,30.0,2023,16,11.03
31.0,30.625,2023,16,9.67
31.0,31.25,2023,16,8.7
31.0,31.875,2023,16,9.19
31.0,32.5,2023,16,10.18
31.0,33.125,2023,16,10.8
31.0,33.75,2023,16,9.69
31.5,25.625,2023,16,9.91
31.5,26.25,2023,16,10.1
31.5,26.875,2023,16,11.49
31.5,27.5,2023,16,13.97
31.5,28.125,2023,16,16.09
31.5,28.75,2023,16,15.88
31.5,29.375,2023,16,16.24
31.5,30.0,2023,16,15.73
31.5,30.625,2023,16,13.78
31.5,31.25,2023,16,12.61
31.5,31.875,2023,16,13.61
31.5,32.5,2023,16,14.68
31.5,33.125,2023,16,14.87
31.5,33.75,2023,16,15.4
23.0,25.625,2023,17,2.9
23.0,26.25,2023,17,2.68
23.0,26.875,2023,17,4.67
23.0,27.5,2023,17,5.06
23.0,28.125,2023,17,5.24
23.0,28.75,2023,17,5.53
23.0,29.375,2023,17,6.14
23.0,30.0,2023,17,6.6
23.0,30.625,2023,17,6.88
23.0,31.25,2023,17,7.85
23.0,31.875,2023,17,7.88
23.0,32.5,2023,17,8.04
23.0,33.125,2023,17,7.97
23.0,33.75,2023,17,7.46
23.5,25.625,2023,17,2.35
23.5,26.25,2023,17,1.76
23.5,26.875,2023,17,3.42
23.5,27.5,2023,17,4.35
23.5,28.125,2023,17,4.94
23.5,28.75,2023,17,5.47
23.5,29.375,2023,17,6.12
23.5,30.0,2023,17,6.7
23.5,30.625,2023,17,6.88
23.5,31.25,2023,17,7.19
23.5,31.875,2023,17,7.01
23.5,32.5,2023,17,7.99
23.5,33.125,2023,17,7.36
23.5,33.75,2023,17,6.44
24.0,25.625,2023,17,2.67
24.0,26.25,2023,17,2.99
24.0,26.875,2023,17,3.3
24.0,27.5,2023,17,4.13
24.0,28.125,2023,17,4.6
24.0,28.75,2023,17,5.15
24.0,29.375,2023,17,5.61
24.0,30.0,2023,17,6.17
24.0,30.625,2023,17,6.12
24.0,31.25,2023,17,6.12
24.0,31.875,2023,17,5.8
24.0,32.5,2023,17,7.22
24.0,33.125,2023,17,6.42
24.0,33.75,2023,17,6.86
24.5,25.625,2023,17,4.78
24.5,26.25,2023,17,4.28
24.5,26.875,2023,17,3.75
24.5,27.5,2023,17,4.02
24.5,28.125,2023,17,4.55
24.5,28.75,2023,17,4.86
24.5,29.375,2023,17,5.12
24.5,30.0,2023,17,5.69
24.5,30.625,2023,17,6.1
24.5,31.25,2023,17,5.46
24.5,31.875,2023,17,5.27
24.5,32.5,2023,17,6.76
24.5,33.125,2023,17,6.74
24.5,33.75,2023,17,7.29
25.0,25.625,2023,17,5.65
25.0,26.25,2023,17,5.12
25.0,26.875,2023,17,4.66
25.0,27.5,2023,17,4.88
25.0,28.125,2023,17,5.16
25.0,28.75,2023,17,5.67
25.0,29.375,2023,17,5.78
25.0,30.0,2023,17,5.93
25.0,30.625,2023,17,6.2
25.0,31.25,2023,17,4.97
25.0,31.875,2023,17,4.71
25.0,32.5,2023,17,6.42
25.0,33.125,2023,17,6.66
25.0,33.75,2023,17,7.07
25.5,25.625,2023,17,6.19
25.5,26.25,2023,17,5.91
25.5,26.875,2023,17,5.82
25.5,27.5,2023,17,5.57
25.5,28.125,2023,17,6.07
25.5,28.75,2023,17,6.71
25.5,29.375,2023,17,5.37
25.5,30.0,2023,17,4.76
25.5,30.625,2023,17,5.79
25.5,31.25,2023,17,4.12
25.5,31.875,2023,17,4.44
25.5,32.5,2023,17,5.62
25.5,33.125,2023,17,5.84
25.5,33.75,2023,17,6.8
26.0,25.625,2023,17,6.81
26.0,26.25,2023,17,6.56
26.0,26.875,2023,17,6.42
26.0,27.5,2023,17,6.01
26.0,28.125,2023,17,6.39
26.0,28.75,2023,17,6.8
26.0,29.375,2023,17,6.22
26.0,30.0,2023,17,5.17
26.0,30.625,2023,17,4.78
26.0,31.25,2023,17,4.17
26.0,31.875,2023,17,5.06
26.0,32.5,2023,17,5.71
26.0,33.125,2023,17,7.16
26.0,33.75,2023,17,7.06
26.5,25.625,2023,17,7.22
26.5,26.25,2023,17,7.03
26.5,26.875,2023,17,6.4
26.5,27.5,2023,17,5.99
26.5,28.125,2023,17,6.67
26.5,28.75,2023,17,7.45
26.5,29.375,2023,17,6.61
26.5,30.0,2023,17,6.02
26.5,30.625,2023,17,5.23
26.5,31.25,2023,17,4.58
26.5,31.875,2023,17,5.86
26.5,32.5,2023,17,5.15
26.5,33.125,2023,17,6.49
26.5,33.75,2023,17,7.98
27.0,25.625,2023,17,7.67
27.0,26.25,2023,17,6.97
27.0,26.875,2023,17,6.43
27.0,27.5,2023,17,6.11
27.0,28.125,2023,17,7.08
27.0,28.75,2023,17,7.26
27.0,29.375,2023,17,6.81
27.0,30.0,2023,17,6.34
27.0,30.625,2023,17,5.81
27.0,31.25,2023,17,6.61
27.0,31.875,2023,17,4.83
27.0,32.5,2023,17,4.56
27.0,33.125,2023,17,5.26
27.0,33.75,2023,17,10.78
27.5,25.625,2023,17,7.73
27.5,26.25,2023,17,7.0
27.5,26.875,2023,17,6.56
27.5,27.5,2023,17,6.24
27.5,28.125,2023,17,6.9
27.5,28.75,2023,17,6.58
27.5,29.375,2023,17,6.35
27.5,30.0,2023,17,6.4
27.5,30.625,2023,17,6.51
27.5,31.25,2023,17,6.39
27.5,31.875,2023,17,4.51
27.5,32.5,2023,17,4.08
27.5,33.125,2023,17,5.59
27.5,33.75,2023,17,15.49
28.0,25.625,2023,17,7.44
28.0,26.25,2023,17,7.1
28.0,26.875,2023,17,6.69
28.0,27.5,2023,17,6.51
28.0,28.125,2023,17,6.53
28.0,28.75,2023,17,6.14
28.0,29.375,2023,17,5.77
28.0,30.0,2023,17,6.23
28.0,30.625,2023,17,6.79
28.0,31.25,2023,17,6.67
28.0,31.875,2023,17,4.31
28.0,32.5,2023,17,3.41
28.0,33.125,2023,17,8.2
28.0,33.75,2023,17,13.62
28.5,25.625,2023,17,7.72
28.5,26.25,2023,17,7.78
28.5,26.875,2023,17,7.9
28.5,27.5,2023,17,7.76
28.5,28.125,2023,17,6.67
28.5,28.75,2023,17,6.27
28.5,29.375,2023,17,5.92
28.5,30.0,2023,17,6.23
28.5,30.625,2023,17,7.09
28.5,31.25,2023,17,6.75
28.5,31.875,2023,17,4.78
28.5,32.5,2023,17,4.83
28.5,33.125,2023,17,15.04
28.5,33.75,2023,17,2.39
29.0,25.625,2023,17,8.17
29.0,26.25,2023,17,8.07
29.0,26.875,2023,17,8.65
29.0,27.5,2023,17,9.54
29.0,28.125,2023,17,8.34
29.0,28.75,2023,17,7.14
29.0,29.375,2023,17,6.43
29.0,30.0,2023,17,6.22
29.0,30.625,2023,17,7.28
29.0,31.25,2023,17,6.64
29.0,31.875,2023,17,5.67
29.0,32.5,2023,17,10.02
29.0,33.125,2023,17,10.3
29.0,33.75,2023,17,1.4
29.5,25.625,2023,17,8.14
29.5,26.25,2023,17,7.76
29.5,26.875,2023,17,8.32
29.5,27.5,2023,17,9.32
29.5,28.125,2023,17,9.76
29.5,28.75,2023,17,8.25
29.5,29.375,2023,17,6.91
29.5,30.0,2023,17,6.19
29.5,30.625,2023,17,7.59
29.5,31.25,2023,17,6.77
29.5,31.875,2023,17,5.61
29.5,32.5,2023,17,10.54
29.5,33.125,2023,17,4.86
29.5,33.75,2023,17,3.96
30.0,25.625,2023,17,8.61
30.0,26.25,2023,17,8.1
30.0,26.875,2023,17,8.24
30.0,27.5,2023,17,9.81
30.0,28.125,2023,17,10.36
30.0,28.75,2023,17,9.8
30.0,29.375,2023,17,8.18
30.0,30.0,2023,17,7.01
30.0,30.625,2023,17,6.73
30.0,31.25,2023,17,5.8
30.0,31.875,2023,17,6.26
30.0,32.5,2023,17,9.35
30.0,33.125,2023,17,5.65
30.0,33.75,2023,17,5.78
30.5,25.625,2023,17,9.42
30.5,26.25,2023,17,8.72
30.5,26.875,2023,17,7.9
30.5,27.5,2023,17,8.64
30.5,28.125,2023,17,10.0
30.5,28.75,2023,17,11.19
30.5,29.375,2023,17,10.19
30.5,30.0,2023,17,9.0
30.5,30.625,2023,17,8.0
30.5,31.25,2023,17,6.18
30.5,31.875,2023,17,6.22
30.5,32.5,2023,17,6.8
30.5,33.125,2023,17,6.57
30.5,33.75,2023,17,5.87
31.0,25.625,2023,17,8.21
31.0,26.25,2023,17,9.25
31.0,26.875,2023,17,8.56
31.0,27.5,2023,17,11.31
