-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,DOY,T2M_MIN
23.5,31.875,2023,2,6.74
23.5,32.5,2023,2,7.83
23.5,33.125,2023,2,7.08
23.5,33.75,2023,2,7.54
24.0,25.625,2023,2,3.83
24.0,26.25,2023,2,2.61
24.0,26.875,2023,2,4.01
24.0,27.5,2023,2,5.72
24.0,28.125,2023,2,6.04
24.0,28.75,2023,2,6.62
24.0,29.375,2023,2,7.0
24.0,30.0,2023,2,7.72
24.0,30.625,2023,2,6.92
24.0,31.25,2023,2,6.4
24.0,31.875,2023,2,5.95
24.0,32.5,2023,2,7.26
24.0,33.125,2023,2,6.2
24.0,33.75,2023,2,7.74
24.5,25.625,2023,2,3.97
24.5,26.25,2023,2,3.34
24.5,26.875,2023,2,3.78
24.5,27.5,2023,2,5.02
24.5,28.125,2023,2,5.69
24.5,28.75,2023,2,6.11
24.5,29.375,2023,2,6.4
24.5,30.0,2023,2,7.44
24.5,30.625,2023,2,6.91
24.5,31.25,2023,2,5.89
24.5,31.875,2023,2,5.66
24.5,32.5,2023,2,7.07
24.5,33.125,2023,2,6.18
24.5,33.75,2023,2,8.24
25.0,25.625,2023,2,5.26
25.0,26.25,2023,2,3.9
25.0,26.875,2023,2,4.08
25.0,27.5,2023,2,5.03
25.0,28.125,2023,2,5.75
25.0,28.75,2023,2,5.72
25.0,29.375,2023,2,6.47
25.0,30.0,2023,2,8.04
25.0,30.625,2023,2,7.24
25.0,31.25,2023,2,5.67
25.0,31.875,2023,2,5.59
25.0,32.5,2023,2,6.88
25.0,33.125,2023,2,6.02
25.0,33.75,2023,2,8.38
25.5,25.625,2023,2,6.7
25.5,26.25,2023,2,4.49
25.5,26.875,2023,2,4.62
25.5,27.5,2023,2,5.43
25.5,28.125,2023,2,6.18
25.5,28.75,2023,2,6.07
25.5,29.375,2023,2,5.8
25.5,30.0,2023,2,6.85
25.5,30.625,2023,2,7.26
25.5,31.25,2023,2,5.75
25.5,31.875,2023,2,5.71
25.5,32.5,2023,2,6.16
25.5,33.125,2023,2,6.24
25.5,33.75,2023,2,8.86
26.0,25.625,2023,2,6.35
26.0,26.25,2023,2,5.14
26.0,26.875,2023,2,5.44
26.0,27.5,2023,2,6.11
26.0,28.125,2023,2,6.18
26.0,28.75,2023,2,5.56
26.0,29.375,2023,2,5.42
26.0,30.0,2023,2,6.14
26.0,30.625,2023,2,6.38
26.0,31.25,2023,2,6.14
26.0,31.875,2023,2,6.26
26.0,32.5,2023,2,6.66
26.0,33.125,2023,2,9.88
26.0,33.75,2023,2,9.53
26.5,25.625,2023,2,6.38
26.5,26.25,2023,2,5.88
26.5,26.875,2023,2,5.98
26.5,27.5,2023,2,6.16
26.5,28.125,2023,2,6.24
26.5,28.75,2023,2,5.82
26.5,29.375,2023,2,6.22
26.5,30.0,2023,2,6.54
26.5,30.625,2023,2,6.57
26.5,31.25,2023,2,6.54
26.5,31.875,2023,2,6.37
26.5,32.5,2023,2,7.79
26.5,33.125,2023,2,10.47
26.5,33.75,2023,2,10.83
27.0,25.625,2023,2,6.74
27.0,26.25,2023,2,6.18
27.0,26.875,2023,2,6.37
27.0,27.5,2023,2,6.54
27.0,28.125,2023,2,6.93
27.0,28.75,2023,2,6.54
27.0,29.375,2023,2,7.03
27.0,30.0,2023,2,7.34
27.0,30.625,2023,2,7.12
27.0,31.25,2023,2,6.83
27.0,31.875,2023,2,6.5
27.0,32.5,2023,2,8.03
27.0,33.125,2023,2,9.35
27.0,33.75,2023,2,13.33
27.5,25.625,2023,2,6.81
27.5,26.25,2023,2,7.0
27.5,26.875,2023,2,7.18
27.5,27.5,2023,2,6.91
27.5,28.125,2023,2,7.23
27.5,28.75,2023,2,6.95
27.5,29.375,2023,2,7.83
27.5,30.0,2023,2,8.1
27.5,30.625,2023,2,7.77
27.5,31.25,2023,2,6.92
27.5,31.875,2023,2,7.64
27.5,32.5,2023,2,8.0
27.5,33.125,2023,2,9.27
27.5,33.75,2023,2,17.73
28.0,25.625,2023,2,7.51
28.0,26.25,2023,2,7.62
28.0,26.875,2023,2,7.49
28.0,27.5,2023,2,7.01
28.0,28.125,2023,2,7.35
28.0,28.75,2023,2,7.82
28.0,29.375,2023,2,8.34
28.0,30.0,2023,2,8.55
28.0,30.625,2023,2,8.23
28.0,31.25,2023,2,7.54
28.0,31.875,2023,2,7.91
28.0,32.5,2023,2,8.66
28.0,33.125,2023,2,11.06
28.0,33.75,2023,2,16.67
28.5,25.625,2023,2,7.72
28.5,26.25,2023,2,7.86
28.5,26.875,2023,2,7.77
28.5,27.5,2023,2,7.94
28.5,28.125,2023,2,7.8
28.5,28.75,2023,2,9.0
28.5,29.375,2023,2,8.7
28.5,30.0,2023,2,8.75
28.5,30.625,2023,2,8.66
28.5,31.25,2023,2,8.29
28.5,31.875,2023,2,8.46
28.5,32.5,2023,2,8.64
28.5,33.125,2023,2,16.79
28.5,33.75,2023,2,8.2
29.0,25.625,2023,2,8.06
29.0,26.25,2023,2,8.93
29.0,26.875,2023,2,10.06
29.0,27.5,2023,2,9.84
29.0,28.125,2023,2,9.5
29.0,28.75,2023,2,10.16
29.0,29.375,2023,2,9.06
29.0,30.0,2023,2,8.8
29.0,30.625,2023,2,9.18
29.0,31.25,2023,2,8.71
29.0,31.875,2023,2,8.06
29.0,32.5,2023,2,11.08
29.0,33.125,2023,2,14.49
29.0,33.75,2023,2,7.08
29.5,25.625,2023,2,8.89
29.5,26.25,2023,2,9.95
29.5,26.875,2023,2,11.36
29.5,27.5,2023,2,11.74
29.5,28.125,2023,2,11.99
29.5,28.75,2023,2,11.72
29.5,29.375,2023,2,10.55
29.5,30.0,2023,2,8.63
29.5,30.625,2023,2,9.54
29.5,31.25,2023,2,9.26
29.5,31.875,2023,2,7.5
29.5,32.5,2023,2,13.04
29.5,33.125,2023,2,8.92
29.5,33.75,2023,2,7.33
30.0,25.625,2023,2,9.33
30.0,26.25,2023,2,10.54
30.0,26.875,2023,2,11.9
30.0,27.5,2023,2,13.89
30.0,28.125,2023,2,13.53
30.0,28.75,2023,2,12.68
30.0,29.375,2023,2,11.11
30.0,30.0,2023,2,9.32
30.0,30.625,2023,2,9.34
30.0,31.25,2023,2,9.76
30.0,31.875,2023,2,8.9
30.0,32.5,2023,2,11.35
30.0,33.125,2023,2,8.22
30.0,33.75,2023,2,7.93
30.5,25.625,2023,2,9.5
30.5,26.25,2023,2,11.19
30.5,26.875,2023,2,12.41
30.5,27.5,2023,2,13.83
30.5,28.125,2023,2,13.98
30.5,28.75,2023,2,13.29
30.5,29.375,2023,2,12.17
30.5,30.0,2023,2,10.67
30.5,30.625,2023,2,10.17
30.5,31.25,2023,2,9.58
30.5,31.875,2023,2,8.9
30.5,32.5,2023,2,10.41
30.5,33.125,2023,2,8.96
30.5,33.75,2023,2,8.91
31.0,25.625,2023,2,10.84
31.0,26.25,2023,2,12.14
31.0,26.875,2023,2,13.31
31.0,27.5,2023,2,14.73
31.0,28.125,2023,2,16.12
31.0,28.75,2023,2,16.33
31.0,29.375,2023,2,16.44
31.0,30.0,2023,2,13.57
31.0,30.625,2023,2,11.82
31.0,31.25,2023,2,11.58
31.0,31.875,2023,2,12.2
31.0,32.5,2023,2,12.77
31.0,33.125,2023,2,12.69
31.0,33.75,2023,2,11.67
31.5,25.625,2023,2,14.23
31.5,26.25,2023,2,14.94
31.5,26.875,2023,2,15.63
31.5,27.5,2023,2,17.04
31.5,28.125,2023,2,18.27
31.5,28.75,2023,2,19.09
31.5,29.375,2023,2,18.87
31.5,30.0,2023,2,17.86
31.5,30.625,2023,2,16.32
31.5,31.25,2023,2,16.22
31.5,31.875,2023,2,17.13
31.5,32.5,2023,2,18.12
31.5,33.125,2023,2,18.03
31.5,33.75,2023,2,16.73
23.0,25.625,2023,3,3.83
23.0,26.25,2023,3,3.62
23.0,26.875,2023,3,5.72
23.0,27.5,2023,3,6.18
23.0,28.125,2023,3,6.44
23.0,28.75,2023,3,6.52
23.0,29.375,2023,3,6.7
23.0,30.0,2023,3,7.13
23.0,30.625,2023,3,7.02
23.0,31.25,2023,3,7.62
23.0,31.875,2023,3,8.04
23.0,32.5,2023,3,8.45
23.0,33.125,2023,3,8.77
23.0,33.75,2023,3,9.69
23.5,25.625,2023,3,3.29
23.5,26.25,2023,3,2.52
23.5,26.875,2023,3,4.71
23.5,27.5,2023,3,5.79
23.5,28.125,2023,3,6.31
23.5,28.75,2023,3,6.49
23.5,29.375,2023,3,6.82
23.5,30.0,2023,3,7.3
23.5,30.625,2023,3,6.83
23.5,31.25,2023,3,6.94
23.5,31.875,2023,3,7.44
23.5,32.5,2023,3,8.61
23.5,33.125,2023,3,8.31
23.5,33.75,2023,3,8.15
24.0,25.625,2023,3,3.11
24.0,26.25,2023,3,2.35
24.0,26.875,2023,3,4.0
24.0,27.5,2023,3,5.69
24.0,28.125,2023,3,6.12
24.0,28.75,2023,3,6.28
24.0,29.375,2023,3,6.63
24.0,30.0,2023,3,7.29
24.0,30.625,2023,3,6.57
24.0,31.25,2023,3,6.14
24.0,31.875,2023,3,6.5
24.0,32.5,2023,3,8.05
24.0,33.125,2023,3,7.17
24.0,33.75,2023,3,7.79
24.5,25.625,2023,3,4.34
24.5,26.25,2023,3,3.17
24.5,26.875,2023,3,3.77
24.5,27.5,2023,3,5.33
24.5,28.125,2023,3,6.01
24.5,28.75,2023,3,6.17
24.5,29.375,2023,3,6.5
24.5,30.0,2023,3,7.21
24.5,30.625,2023,3,6.86
24.5,31.25,2023,3,5.69
24.5,31.875,2023,3,6.08
24.5,32.5,2023,3,7.85
24.5,33.125,2023,3,6.93
24.5,33.75,2023,3,7.81
25.0,25.625,2023,3,4.31
25.0,26.25,2023,3,3.78
25.0,26.875,2023,3,4.4
25.0,27.5,2023,3,5.55
25.0,28.125,2023,3,7.06
25.0,28.75,2023,3,7.27
25.0,29.375,2023,3,7.05
25.0,30.0,2023,3,7.94
25.0,30.625,2023,3,7.52
25.0,31.25,2023,3,5.89
25.0,31.875,2023,3,6.12
25.0,32.5,2023,3,7.65
25.0,33.125,2023,3,6.69
25.0,33.75,2023,3,7.32
25.5,25.625,2023,3,4.77
25.5,26.25,2023,3,4.73
25.5,26.875,2023,3,5.76
25.5,27.5,2023,3,6.84
25.5,28.125,2023,3,8.16
25.5,28.75,2023,3,8.94
25.5,29.375,2023,3,7.73
25.5,30.0,2023,3,7.24
25.5,30.625,2023,3,7.85
25.5,31.25,2023,3,6.23
25.5,31.875,2023,3,6.54
25.5,32.5,2023,3,7.15
25.5,33.125,2023,3,5.56
25.5,33.75,2023,3,6.41
26.0,25.625,2023,3,5.43
26.0,26.25,2023,3,6.0
26.0,26.875,2023,3,7.03
26.0,27.5,2023,3,8.51
26.0,28.125,2023,3,9.54
26.0,28.75,2023,3,9.74
26.0,29.375,2023,3,8.85
26.0,30.0,2023,3,7.0
26.0,30.625,2023,3,7.23
26.0,31.25,2023,3,6.94
26.0,31.875,2023,3,7.18
26.0,32.5,2023,3,6.99
26.0,33.125,2023,3,6.11
26.0,33.75,2023,3,7.18
26.5,25.625,2023,3,6.35
26.5,26.25,2023,3,7.14
26.5,26.875,2023,3,8.77
26.5,27.5,2023,3,9.72
26.5,28.125,2023,3,10.5
26.5,28.75,2023,3,10.3
26.5,29.375,2023,3,7.49
26.5,30.0,2023,3,7.24
26.5,30.625,2023,3,7.47
26.5,31.25,2023,3,7.47
26.5,31.875,2023,3,7.17
26.5,32.5,2023,3,6.43
26.5,33.125,2023,3,7.69
26.5,33.75,2023,3,10.51
27.0,25.625,2023,3,7.66
27.0,26.25,2023,3,8.27
27.0,26.875,2023,3,9.82
27.0,27.5,2023,3,10.39
27.0,28.125,2023,3,11.19
27.0,28.75,2023,3,10.74
27.0,29.375,2023,3,7.57
27.0,30.0,2023,3,7.91
27.0,30.625,2023,3,7.88
27.0,31.25,2023,3,7.82
27.0,31.875,2023,3,5.92
27.0,32.5,2023,3,6.35
27.0,33.125,2023,3,8.97
27.0,33.75,2023,3,13.77
27.5,25.625,2023,3,8.91
27.5,26.25,2023,3,9.27
27.5,26.875,2023,3,10.37
27.5,27.5,2023,3,10.58
27.5,28.125,2023,3,9.95
27.5,28.75,2023,3,8.44
27.5,29.375,2023,3,8.15
27.5,30.0,2023,3,8.47
27.5,30.625,2023,3,7.99
27.5,31.25,2023,3,6.96
27.5,31.875,2023,3,6.58
27.5,32.5,2023,3,6.93
27.5,33.125,2023,3,9.3
27.5,33.75,2023,3,17.52
28.0,25.625,2023,3,8.98
28.0,26.25,2023,3,9.28
28.0,26.875,2023,3,10.46
28.0,27.5,2023,3,10.15
28.0,28.125,2023,3,9.59
28.0,28.75,2023,3,8.61
28.0,29.375,2023,3,8.52
28.0,30.0,2023,3,8.0
28.0,30.625,2023,3,8.02
28.0,31.25,2023,3,7.75
28.0,31.875,2023,3,8.04
28.0,32.5,2023,3,7.12
28.0,33.125,2023,3,11.1
28.0,33.75,2023,3,16.0
28.5,25.625,2023,3,9.11
28.5,26.25,2023,3,9.62
28.5,26.875,2023,3,10.81
28.5,27.5,2023,3,10.85
28.5,28.125,2023,3,10.08
28.5,28.75,2023,3,9.1
28.5,29.375,2023,3,8.12
28.5,30.0,2023,3,8.22
28.5,30.625,2023,3,8.28
28.5,31.25,2023,3,8.6
28.5,31.875,2023,3,7.68
28.5,32.5,2023,3,7.92
28.5,33.125,2023,3,16.6
28.5,33.75,2023,3,7.05
29.0,25.625,2023,3,9.8
29.0,26.25,2023,3,10.9
29.0,26.875,2023,3,12.04
29.0,27.5,2023,3,11.65
29.0,28.125,2023,3,10.72
29.0,28.75,2023,3,9.01
29.0,29.375,2023,3,8.7
29.0,30.0,2023,3,8.65
29.0,30.625,2023,3,8.9
29.0,31.25,2023,3,9.7
29.0,31.875,2023,3,8.3
29.0,32.5,2023,3,10.54
29.0,33.125,2023,3,13.72
29.0,33.75,2023,3,5.64
29.5,25.625,2023,3,11.05
29.5,26.25,2023,3,11.22
29.5,26.875,2023,3,12.57
29.5,27.5,2023,3,11.37
29.5,28.125,2023,3,10.26
29.5,28.75,2023,3,9.52
29.5,29.375,2023,3,8.94
29.5,30.0,2023,3,8.74
29.5,30.625,2023,3,9.58
29.5,31.25,2023,3,8.97
29.5,31.875,2023,3,6.52
29.5,32.5,2023,3,11.45
29.5,33.125,2023,3,8.95
29.5,33.75,2023,3,6.66
30.0,25.625,2023,3,10.51
30.0,26.25,2023,3,10.65
30.0,26.875,2023,3,12.41
30.0,27.5,2023,3,11.88
30.0,28.125,2023,3,11.01
30.0,28.75,2023,3,10.14
30.0,29.375,2023,3,9.33
30.0,30.0,2023,3,8.95
30.0,30.625,2023,3,9.19
30.0,31.25,2023,3,8.92
30.0,31.875,2023,3,8.17
30.0,32.5,2023,3,10.51
30.0,33.125,2023,3,7.79
30.0,33.75,2023,3,7.29
30.5,25.625,2023,3,10.61
30.5,26.25,2023,3,11.08
30.5,26.875,2023,3,11.73
30.5,27.5,2023,3,13.19
30.5,28.125,2023,3,12.87
30.5,28.75,2023,3,11.42
30.5,29.375,2023,3,10.71
30.5,30.0,2023,3,10.01
30.5,30.625,2023,3,10.21
30.5,31.25,2023,3,10.18
30.5,31.875,2023,3,9.97
30.5,32.5,2023,3,10.69
30.5,33.125,2023,3,7.87
30.5,33.75,2023,3,7.15
31.0,25.625,2023,3,13.25
31.0,26.25,2023,3,12.61
31.0,26.875,2023,3,12.47
31.0,27.5,2023,3,14.6
31.0,28.125,2023,3,15.93
31.0,28.75,2023,3,15.61
31.0,29.375,2023,3,16.04
31.0,30.0,2023,3,13.01
31.0,30.625,2023,3,11.94
31.0,31.25,2023,3,11.58
31.0,31.875,2023,3,12.42
31.0,32.5,2023,3,12.45
31.0,33.125,2023,3,10.68
31.0,33.75,2023,3,9.81
31.5,25.625,2023,3,15.31
31.5,26.25,2023,3,15.52
31.5,26.875,2023,3,16.05
31.5,27.5,2023,3,17.54
31.5,28.125,2023,3,18.26
31.5,28.75,2023,3,18.36
31.5,29.375,2023,3,18.35
31.5,30.0,2023,3,17.47
31.5,30.625,2023,3,15.78
31.5,31.25,2023,3,15.56
31.5,31.875,2023,3,16.52
31.5,32.5,2023,3,17.86
31.5,33.125,2023,3,16.82
31.5,33.75,2023,3,15.7
23.0,25.625,2023,4,4.58
23.0,26.25,2023,4,5.61
23.0,26.875,2023,4,6.74
23.0,27.5,2023,4,7.17
23.0,28.125,2023,4,7.34
23.0,28.75,2023,4,7.18
23.0,29.375,2023,4,7.49
23.0,30.0,2023,4,7.74
23.0,30.625,2023,4,7.35
23.0,31.25,2023,4,7.44
23.0,31.875,2023,4,7.61
23.0,32.5,2023,4,8.05
23.0,33.125,2023,4,7.62
23.0,33.75,2023,4,6.93
23.5,25.625,2023,4,5.35
23.5,26.25,2023,4,5.01
23.5,26.875,2023,4,6.28
23.5,27.5,2023,4,6.9
23.5,28.125,2023,4,7.29
23.5,28.75,2023,4,7.36
23.5,29.375,2023,4,7.7
23.5,30.0,2023,4,8.09
23.5,30.625,2023,4,7.4
23.5,31.25,2023,4,7.03
23.5,31.875,2023,4,7.31
23.5,32.5,2023,4,8.63
23.5,33.125,2023,4,7.53
23.5,33.75,2023,4,6.41
24.0,25.625,2023,4,4.93
