-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN
31.5,29.5,2022,5,12.84
31.5,30.5,2022,5,12.66
31.5,31.5,2022,5,12.72
31.5,32.5,2022,5,12.25
31.5,33.5,2022,5,9.26
23.5,25.5,2022,6,17.0
23.5,26.5,2022,6,17.56
23.5,27.5,2022,6,17.61
23.5,28.5,2022,6,17.26
23.5,29.5,2022,6,16.77
23.5,30.5,2022,6,15.55
23.5,31.5,2022,6,15.43
23.5,32.5,2022,6,14.27
23.5,33.5,2022,6,14.08
24.5,25.5,2022,6,16.44
24.5,26.5,2022,6,16.69
24.5,27.5,2022,6,16.97
24.5,28.5,2022,6,17.1
24.5,29.5,2022,6,16.95
24.5,30.5,2022,6,16.23
24.5,31.5,2022,6,15.1
24.5,32.5,2022,6,14.28
24.5,33.5,2022,6,13.9
25.5,25.5,2022,6,15.15
25.5,26.5,2022,6,15.46
25.5,27.5,2022,6,15.78
25.5,28.5,2022,6,15.69
25.5,29.5,2022,6,16.33
25.5,30.5,2022,6,16.4
25.5,31.5,2022,6,16.25
25.5,32.5,2022,6,15.61
25.5,33.5,2022,6,14.31
26.5,25.5,2022,6,12.89
26.5,26.5,2022,6,14.22
26.5,27.5,2022,6,14.17
26.5,28.5,2022,6,15.63
26.5,29.5,2022,6,15.92
26.5,30.5,2022,6,16.0
26.5,31.5,2022,6,16.02
26.5,32.5,2022,6,15.9
26.5,33.5,2022,6,15.93
27.5,25.5,2022,6,11.67
27.5,26.5,2022,6,12.49
27.5,27.5,2022,6,12.92
27.5,28.5,2022,6,13.95
27.5,29.5,2022,6,14.67
27.5,30.5,2022,6,15.16
27.5,31.5,2022,6,15.3
27.5,32.5,2022,6,15.97
27.5,33.5,2022,6,15.5
28.5,25.5,2022,6,11.61
28.5,26.5,2022,6,11.26
28.5,27.5,2022,6,12.31
28.5,28.5,2022,6,12.36
28.5,29.5,2022,6,12.72
28.5,30.5,2022,6,12.7
28.5,31.5,2022,6,13.4
28.5,32.5,2022,6,13.84
28.5,33.5,2022,6,14.62
29.5,25.5,2022,6,9.35
29.5,26.5,2022,6,9.21
29.5,27.5,2022,6,10.85
29.5,28.5,2022,6,11.28
29.5,29.5,2022,6,12.09
29.5,30.5,2022,6,12.09
29.5,31.5,2022,6,12.96
29.5,32.5,2022,6,13.9
29.5,33.5,2022,6,14.01
30.5,25.5,2022,6,9.51
30.5,26.5,2022,6,8.98
30.5,27.5,2022,6,9.81
30.5,28.5,2022,6,10.63
30.5,29.5,2022,6,11.04
30.5,30.5,2022,6,11.12
30.5,31.5,2022,6,12.66
30.5,32.5,2022,6,13.19
30.5,33.5,2022,6,13.83
31.5,25.5,2022,6,9.0
31.5,26.5,2022,6,7.85
31.5,27.5,2022,6,7.36
31.5,28.5,2022,6,8.28
31.5,29.5,2022,6,9.06
31.5,30.5,2022,6,10.35
31.5,31.5,2022,6,10.87
31.5,32.5,2022,6,10.76
31.5,33.5,2022,6,11.99
23.5,25.5,2022,7,13.87
23.5,26.5,2022,7,14.14
23.5,27.5,2022,7,14.83
23.5,28.5,2022,7,13.95
23.5,29.5,2022,7,14.39
23.5,30.5,2022,7,13.89
23.5,31.5,2022,7,13.93
23.5,32.5,2022,7,13.57
23.5,33.5,2022,7,14.15
24.5,25.5,2022,7,14.14
24.5,26.5,2022,7,14.57
24.5,27.5,2022,7,16.07
24.5,28.5,2022,7,15.66
24.5,29.5,2022,7,15.97
24.5,30.5,2022,7,16.19
24.5,31.5,2022,7,16.13
24.5,32.5,2022,7,16.03
24.5,33.5,2022,7,15.36
25.5,25.5,2022,7,16.03
25.5,26.5,2022,7,16.34
25.5,27.5,2022,7,16.2
25.5,28.5,2022,7,16.23
25.5,29.5,2022,7,16.13
25.5,30.5,2022,7,16.33
25.5,31.5,2022,7,16.59
25.5,32.5,2022,7,16.31
25.5,33.5,2022,7,16.42
26.5,25.5,2022,7,15.46
26.5,26.5,2022,7,15.94
26.5,27.5,2022,7,15.95
26.5,28.5,2022,7,15.95
26.5,29.5,2022,7,15.9
26.5,30.5,2022,7,16.21
26.5,31.5,2022,7,16.14
26.5,32.5,2022,7,15.98
26.5,33.5,2022,7,16.13
27.5,25.5,2022,7,15.9
27.5,26.5,2022,7,15.24
27.5,27.5,2022,7,15.02
27.5,28.5,2022,7,15.85
27.5,29.5,2022,7,15.3
27.5,30.5,2022,7,15.61
27.5,31.5,2022,7,16.03
27.5,32.5,2022,7,16.11
27.5,33.5,2022,7,15.71
28.5,25.5,2022,7,14.67
28.5,26.5,2022,7,14.54
28.5,27.5,2022,7,15.32
28.5,28.5,2022,7,15.3
28.5,29.5,2022,7,15.08
28.5,30.5,2022,7,15.01
28.5,31.5,2022,7,15.52
28.5,32.5,2022,7,15.48
28.5,33.5,2022,7,15.38
29.5,25.5,2022,7,14.28
29.5,26.5,2022,7,14.38
29.5,27.5,2022,7,14.23
29.5,28.5,2022,7,14.43
29.5,29.5,2022,7,13.91
29.5,30.5,2022,7,13.68
29.5,31.5,2022,7,14.48
29.5,32.5,2022,7,14.62
29.5,33.5,2022,7,15.12
30.5,25.5,2022,7,13.18
30.5,26.5,2022,7,13.51
30.5,27.5,2022,7,12.91
30.5,28.5,2022,7,13.22
30.5,29.5,2022,7,12.82
30.5,30.5,2022,7,10.3
30.5,31.5,2022,7,9.58
30.5,32.5,2022,7,13.03
30.5,33.5,2022,7,14.28
31.5,25.5,2022,7,13.17
31.5,26.5,2022,7,13.0
31.5,27.5,2022,7,12.02
31.5,28.5,2022,7,11.15
31.5,29.5,2022,7,11.15
31.5,30.5,2022,7,11.0
31.5,31.5,2022,7,10.92
31.5,32.5,2022,7,11.53
31.5,33.5,2022,7,12.68
23.5,25.5,2022,8,16.31
23.5,26.5,2022,8,16.12
23.5,27.5,2022,8,15.24
23.5,28.5,2022,8,15.07
23.5,29.5,2022,8,14.95
23.5,30.5,2022,8,14.08
23.5,31.5,2022,8,13.99
23.5,32.5,2022,8,11.48
23.5,33.5,2022,8,9.37
24.5,25.5,2022,8,16.38
24.5,26.5,2022,8,16.09
24.5,27.5,2022,8,15.04
24.5,28.5,2022,8,14.83
24.5,29.5,2022,8,15.38
24.5,30.5,2022,8,14.91
24.5,31.5,2022,8,14.71
24.5,32.5,2022,8,13.02
24.5,33.5,2022,8,10.76
25.5,25.5,2022,8,16.38
25.5,26.5,2022,8,16.13
25.5,27.5,2022,8,15.63
25.5,28.5,2022,8,15.22
25.5,29.5,2022,8,15.39
25.5,30.5,2022,8,15.32
25.5,31.5,2022,8,15.47
25.5,32.5,2022,8,13.97
25.5,33.5,2022,8,12.41
26.5,25.5,2022,8,15.94
26.5,26.5,2022,8,15.67
26.5,27.5,2022,8,15.13
26.5,28.5,2022,8,15.0
26.5,29.5,2022,8,15.0
26.5,30.5,2022,8,14.3
26.5,31.5,2022,8,15.05
26.5,32.5,2022,8,15.02
26.5,33.5,2022,8,13.88
27.5,25.5,2022,8,15.05
27.5,26.5,2022,8,15.19
27.5,27.5,2022,8,15.24
27.5,28.5,2022,8,15.21
27.5,29.5,2022,8,14.86
27.5,30.5,2022,8,14.62
27.5,31.5,2022,8,15.0
27.5,32.5,2022,8,15.13
27.5,33.5,2022,8,15.04
28.5,25.5,2022,8,14.95
28.5,26.5,2022,8,15.0
28.5,27.5,2022,8,14.68
28.5,28.5,2022,8,14.66
28.5,29.5,2022,8,14.34
28.5,30.5,2022,8,13.98
28.5,31.5,2022,8,14.32
28.5,32.5,2022,8,14.25
28.5,33.5,2022,8,14.99
29.5,25.5,2022,8,12.53
29.5,26.5,2022,8,13.43
29.5,27.5,2022,8,13.86
29.5,28.5,2022,8,14.03
29.5,29.5,2022,8,13.74
29.5,30.5,2022,8,13.55
29.5,31.5,2022,8,14.14
29.5,32.5,2022,8,14.1
29.5,33.5,2022,8,14.79
30.5,25.5,2022,8,10.36
30.5,26.5,2022,8,11.57
30.5,27.5,2022,8,12.77
30.5,28.5,2022,8,13.32
30.5,29.5,2022,8,13.14
30.5,30.5,2022,8,13.09
30.5,31.5,2022,8,12.68
30.5,32.5,2022,8,13.17
30.5,33.5,2022,8,14.19
31.5,25.5,2022,8,9.97
31.5,26.5,2022,8,10.33
31.5,27.5,2022,8,11.9
31.5,28.5,2022,8,12.12
31.5,29.5,2022,8,12.66
31.5,30.5,2022,8,12.6
31.5,31.5,2022,8,11.55
31.5,32.5,2022,8,10.96
31.5,33.5,2022,8,11.7
23.5,25.5,2022,9,14.58
23.5,26.5,2022,9,14.36
23.5,27.5,2022,9,12.74
23.5,28.5,2022,9,9.94
23.5,29.5,2022,9,7.15
23.5,30.5,2022,9,7.57
23.5,31.5,2022,9,7.13
23.5,32.5,2022,9,7.75
23.5,33.5,2022,9,8.26
24.5,25.5,2022,9,15.08
24.5,26.5,2022,9,14.65
24.5,27.5,2022,9,12.66
24.5,28.5,2022,9,10.76
24.5,29.5,2022,9,10.65
24.5,30.5,2022,9,8.72
24.5,31.5,2022,9,8.31
24.5,32.5,2022,9,8.29
24.5,33.5,2022,9,8.32
25.5,25.5,2022,9,14.97
25.5,26.5,2022,9,15.12
25.5,27.5,2022,9,12.15
25.5,28.5,2022,9,11.01
25.5,29.5,2022,9,10.85
25.5,30.5,2022,9,10.75
25.5,31.5,2022,9,9.1
25.5,32.5,2022,9,9.34
25.5,33.5,2022,9,9.45
26.5,25.5,2022,9,15.09
26.5,26.5,2022,9,14.75
26.5,27.5,2022,9,13.86
26.5,28.5,2022,9,11.37
26.5,29.5,2022,9,10.66
26.5,30.5,2022,9,10.41
26.5,31.5,2022,9,10.45
26.5,32.5,2022,9,9.64
26.5,33.5,2022,9,9.86
27.5,25.5,2022,9,15.42
27.5,26.5,2022,9,14.83
27.5,27.5,2022,9,14.82
27.5,28.5,2022,9,13.83
27.5,29.5,2022,9,10.9
27.5,30.5,2022,9,11.11
27.5,31.5,2022,9,10.98
27.5,32.5,2022,9,9.67
27.5,33.5,2022,9,9.1
28.5,25.5,2022,9,14.46
28.5,26.5,2022,9,14.7
28.5,27.5,2022,9,14.87
28.5,28.5,2022,9,14.27
28.5,29.5,2022,9,13.06
28.5,30.5,2022,9,12.01
28.5,31.5,2022,9,12.28
28.5,32.5,2022,9,11.15
28.5,33.5,2022,9,9.73
29.5,25.5,2022,9,12.52
