-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
-END HEADER-
LAT,LON,YEAR,DOY,T2M_MAX
28.5,29.375,2022,1,13.74
28.5,30.0,2022,1,13.67
28.5,30.625,2022,1,14.8
28.5,31.25,2022,1,14.61
28.5,31.875,2022,1,13.78
28.5,32.5,2022,1,15.49
28.5,33.125,2022,1,18.48
28.5,33.75,2022,1,14.8
29.0,25.625,2022,1,18.16
29.0,26.25,2022,1,17.56
29.0,26.875,2022,1,17.43
29.0,27.5,2022,1,17.29
29.0,28.125,2022,1,15.9
29.0,28.75,2022,1,14.6
29.0,29.375,2022,1,14.36
29.0,30.0,2022,1,14.53
29.0,30.625,2022,1,15.81
29.0,31.25,2022,1,15.6
29.0,31.875,2022,1,14.63
29.0,32.5,2022,1,16.87
29.0,33.125,2022,1,16.99
29.0,33.75,2022,1,13.82
29.5,25.625,2022,1,18.57
29.5,26.25,2022,1,17.73
29.5,26.875,2022,1,18.63
29.5,27.5,2022,1,18.09
29.5,28.125,2022,1,16.54
29.5,28.75,2022,1,15.3
29.5,29.375,2022,1,15.01
29.5,30.0,2022,1,15.02
29.5,30.625,2022,1,16.64
29.5,31.25,2022,1,17.14
29.5,31.875,2022,1,15.74
29.5,32.5,2022,1,16.9
29.5,33.125,2022,1,15.36
29.5,33.75,2022,1,15.44
30.0,25.625,2022,1,18.29
30.0,26.25,2022,1,17.81
30.0,26.875,2022,1,18.32
30.0,27.5,2022,1,18.79
30.0,28.125,2022,1,17.4
30.0,28.75,2022,1,16.48
30.0,29.375,2022,1,16.1
30.0,30.0,2022,1,16.44
30.0,30.625,2022,1,17.42
30.0,31.25,2022,1,18.29
30.0,31.875,2022,1,18.02
30.0,32.5,2022,1,17.48
30.0,33.125,2022,1,15.79
30.0,33.75,2022,1,17.17
30.5,25.625,2022,1,17.89
30.5,26.25,2022,1,17.62
30.5,26.875,2022,1,17.14
30.5,27.5,2022,1,16.76
30.5,28.125,2022,1,16.86
30.5,28.75,2022,1,16.79
30.5,29.375,2022,1,16.71
30.5,30.0,2022,1,17.88
30.5,30.625,2022,1,18.74
30.5,31.25,2022,1,19.15
30.5,31.875,2022,1,19.33
30.5,32.5,2022,1,18.29
30.5,33.125,2022,1,17.21
30.5,33.75,2022,1,17.23
31.0,25.625,2022,1,16.45
31.0,26.25,2022,1,16.91
31.0,26.875,2022,1,16.62
31.0,27.5,2022,1,16.44
31.0,28.125,2022,1,16.91
31.0,28.75,2022,1,16.89
31.0,29.375,2022,1,17.43
31.0,30.0,2022,1,18.4
31.0,30.625,2022,1,18.72
31.0,31.25,2022,1,18.82
31.0,31.875,2022,1,18.52
31.0,32.5,2022,1,18.2
31.0,33.125,2022,1,17.61
31.0,33.75,2022,1,17.83
31.5,25.625,2022,1,17.04
31.5,26.25,2022,1,16.41
31.5,26.875,2022,1,16.88
31.5,27.5,2022,1,16.91
31.5,28.125,2022,1,17.06
31.5,28.75,2022,1,17.04
31.5,29.375,2022,1,16.98
31.5,30.0,2022,1,16.96
31.5,30.625,2022,1,17.47
31.5,31.25,2022,1,16.97
31.5,31.875,2022,1,16.74
31.5,32.5,2022,1,16.87
31.5,33.125,2022,1,17.32
31.5,33.75,2022,1,17.2
23.0,25.625,2022,2,16.81
23.0,26.25,2022,2,16.9
23.0,26.875,2022,2,18.37
23.0,27.5,2022,2,18.01
23.0,28.125,2022,2,18.05
23.0,28.75,2022,2,17.97
23.0,29.375,2022,2,17.96
23.0,30.0,2022,2,18.43
23.0,30.625,2022,2,18.4
23.0,31.25,2022,2,18.7
23.0,31.875,2022,2,18.38
23.0,32.5,2022,2,18.86
23.0,33.125,2022,2,19.55
23.0,33.75,2022,2,18.51
23.5,25.625,2022,2,16.38
23.5,26.25,2022,2,14.97
23.5,26.875,2022,2,16.84
23.5,27.5,2022,2,17.31
23.5,28.125,2022,2,17.82
23.5,28.75,2022,2,17.92
23.5,29.375,2022,2,17.69
23.5,30.0,2022,2,18.21
23.5,30.625,2022,2,17.76
23.5,31.25,2022,2,17.37
23.5,31.875,2022,2,17.3
23.5,32.5,2022,2,18.84
23.5,33.125,2022,2,19.62
23.5,33.75,2022,2,18.33
24.0,25.625,2022,2,15.58
24.0,26.25,2022,2,14.19
24.0,26.875,2022,2,15.84
24.0,27.5,2022,2,16.93
24.0,28.125,2022,2,17.51
24.0,28.75,2022,2,17.77
24.0,29.375,2022,2,17.22
24.0,30.0,2022,2,17.84
24.0,30.625,2022,2,17.05
24.0,31.25,2022,2,16.53
24.0,31.875,2022,2,16.59
24.0,32.5,2022,2,18.84
24.0,33.125,2022,2,19.57
24.0,33.75,2022,2,19.41
24.5,25.625,2022,2,16.09
24.5,26.25,2022,2,14.7
24.5,26.875,2022,2,14.87
24.5,27.5,2022,2,16.16
24.5,28.125,2022,2,17.2
24.5,28.75,2022,2,17.52
24.5,29.375,2022,2,16.85
24.5,30.0,2022,2,17.94
24.5,30.625,2022,2,17.58
24.5,31.25,2022,2,16.27
24.5,31.875,2022,2,16.72
24.5,32.5,2022,2,18.53
24.5,33.125,2022,2,20.15
24.5,33.75,2022,2,20.05
25.0,25.625,2022,2,16.28
25.0,26.25,2022,2,15.25
25.0,26.875,2022,2,15.16
25.0,27.5,2022,2,16.56
25.0,28.125,2022,2,17.3
25.0,28.75,2022,2,17.33
25.0,29.375,2022,2,17.4
25.0,30.0,2022,2,18.47
25.0,30.625,2022,2,18.15
25.0,31.25,2022,2,16.25
25.0,31.875,2022,2,16.4
25.0,32.5,2022,2,18.19
25.0,33.125,2022,2,19.52
25.0,33.75,2022,2,19.83
25.5,25.625,2022,2,16.12
25.5,26.25,2022,2,15.62
25.5,26.875,2022,2,16.07
25.5,27.5,2022,2,17.02
25.5,28.125,2022,2,18.05
25.5,28.75,2022,2,17.8
25.5,29.375,2022,2,16.44
25.5,30.0,2022,2,16.69
25.5,30.625,2022,2,17.53
25.5,31.25,2022,2,15.61
25.5,31.875,2022,2,16.21
25.5,32.5,2022,2,18.29
25.5,33.125,2022,2,18.62
25.5,33.75,2022,2,19.93
26.0,25.625,2022,2,16.3
26.0,26.25,2022,2,16.12
26.0,26.875,2022,2,17.15
26.0,27.5,2022,2,17.82
26.0,28.125,2022,2,18.21
26.0,28.75,2022,2,16.92
26.0,29.375,2022,2,16.15
26.0,30.0,2022,2,16.13
26.0,30.625,2022,2,16.24
26.0,31.25,2022,2,15.81
26.0,31.875,2022,2,17.57
26.0,32.5,2022,2,19.32
26.0,33.125,2022,2,20.53
26.0,33.75,2022,2,20.5
26.5,25.625,2022,2,17.08
26.5,26.25,2022,2,16.63
26.5,26.875,2022,2,16.97
26.5,27.5,2022,2,17.99
26.5,28.125,2022,2,18.1
26.5,28.75,2022,2,17.21
26.5,29.375,2022,2,16.82
26.5,30.0,2022,2,16.46
26.5,30.625,2022,2,16.32
26.5,31.25,2022,2,16.6
26.5,31.875,2022,2,18.36
26.5,32.5,2022,2,18.65
26.5,33.125,2022,2,20.47
26.5,33.75,2022,2,20.08
27.0,25.625,2022,2,17.66
27.0,26.25,2022,2,17.07
27.0,26.875,2022,2,17.18
27.0,27.5,2022,2,17.67
27.0,28.125,2022,2,18.37
27.0,28.75,2022,2,18.03
27.0,29.375,2022,2,17.2
27.0,30.0,2022,2,16.72
27.0,30.625,2022,2,16.73
27.0,31.25,2022,2,18.08
27.0,31.875,2022,2,16.27
27.0,32.5,2022,2,18.34
27.0,33.125,2022,2,19.54
27.0,33.75,2022,2,18.9
27.5,25.625,2022,2,17.77
27.5,26.25,2022,2,17.69
27.5,26.875,2022,2,17.31
27.5,27.5,2022,2,17.06
27.5,28.125,2022,2,17.9
27.5,28.75,2022,2,17.72
27.5,29.375,2022,2,17.36
27.5,30.0,2022,2,17.1
27.5,30.625,2022,2,17.72
27.5,31.25,2022,2,17.12
27.5,31.875,2022,2,15.82
27.5,32.5,2022,2,17.88
27.5,33.125,2022,2,18.45
27.5,33.75,2022,2,20.08
28.0,25.625,2022,2,17.76
28.0,26.25,2022,2,17.49
28.0,26.875,2022,2,16.87
28.0,27.5,2022,2,16.36
28.0,28.125,2022,2,16.92
28.0,28.75,2022,2,17.7
28.0,29.375,2022,2,17.52
28.0,30.0,2022,2,17.97
28.0,30.625,2022,2,18.33
28.0,31.25,2022,2,16.76
28.0,31.875,2022,2,15.35
28.0,32.5,2022,2,16.51
28.0,33.125,2022,2,18.52
28.0,33.75,2022,2,20.03
28.5,25.625,2022,2,17.97
28.5,26.25,2022,2,17.47
28.5,26.875,2022,2,16.56
28.5,27.5,2022,2,15.42
28.5,28.125,2022,2,14.91
28.5,28.75,2022,2,16.57
28.5,29.375,2022,2,17.23
28.5,30.0,2022,2,18.16
28.5,30.625,2022,2,18.6
28.5,31.25,2022,2,17.4
28.5,31.875,2022,2,15.2
28.5,32.5,2022,2,16.02
28.5,33.125,2022,2,18.34
28.5,33.75,2022,2,15.46
29.0,25.625,2022,2,18.24
29.0,26.25,2022,2,17.69
29.0,26.875,2022,2,16.37
29.0,27.5,2022,2,16.36
29.0,28.125,2022,2,15.58
29.0,28.75,2022,2,15.48
29.0,29.375,2022,2,17.04
29.0,30.0,2022,2,18.01
29.0,30.625,2022,2,18.67
29.0,31.25,2022,2,18.32
29.0,31.875,2022,2,15.91
29.0,32.5,2022,2,16.95
29.0,33.125,2022,2,17.43
29.0,33.75,2022,2,12.82
29.5,25.625,2022,2,17.98
29.5,26.25,2022,2,16.39
29.5,26.875,2022,2,16.97
29.5,27.5,2022,2,17.62
29.5,28.125,2022,2,17.13
29.5,28.75,2022,2,15.86
29.5,29.375,2022,2,16.27
29.5,30.0,2022,2,17.48
29.5,30.625,2022,2,19.2
29.5,31.25,2022,2,18.66
29.5,31.875,2022,2,15.29
29.5,32.5,2022,2,16.75
29.5,33.125,2022,2,14.53
29.5,33.75,2022,2,13.32
30.0,25.625,2022,2,17.55
30.0,26.25,2022,2,15.87
30.0,26.875,2022,2,16.98
30.0,27.5,2022,2,18.58
30.0,28.125,2022,2,17.89
30.0,28.75,2022,2,16.77
30.0,29.375,2022,2,16.37
30.0,30.0,2022,2,17.44
30.0,30.625,2022,2,18.8
30.0,31.25,2022,2,18.83
30.0,31.875,2022,2,16.66
30.0,32.5,2022,2,17.19
30.0,33.125,2022,2,13.86
30.0,33.75,2022,2,15.43
30.5,25.625,2022,2,17.81
30.5,26.25,2022,2,16.43
30.5,26.875,2022,2,15.94
30.5,27.5,2022,2,16.37
30.5,28.125,2022,2,16.44
30.5,28.75,2022,2,16.39
30.5,29.375,2022,2,16.19
30.5,30.0,2022,2,18.02
30.5,30.625,2022,2,19.62
30.5,31.25,2022,2,19.64
30.5,31.875,2022,2,18.7
30.5,32.5,2022,2,17.71
30.5,33.125,2022,2,16.25
30.5,33.75,2022,2,17.01
31.0,25.625,2022,2,17.45
31.0,26.25,2022,2,16.79
31.0,26.875,2022,2,15.97
31.0,27.5,2022,2,16.34
31.0,28.125,2022,2,16.67
31.0,28.75,2022,2,16.73
31.0,29.375,2022,2,16.79
31.0,30.0,2022,2,17.51
31.0,30.625,2022,2,18.67
31.0,31.25,2022,2,19.47
31.0,31.875,2022,2,18.91
31.0,32.5,2022,2,18.3
31.0,33.125,2022,2,18.3
31.0,33.75,2022,2,18.44
31.5,25.625,2022,2,18.28
31.5,26.25,2022,2,17.72
31.5,26.875,2022,2,17.79
31.5,27.5,2022,2,17.8
31.5,28.125,2022,2,18.07
31.5,28.75,2022,2,17.88
31.5,29.375,2022,2,17.59
31.5,30.0,2022,2,17.05
31.5,30.625,2022,2,17.41
31.5,31.25,2022,2,17.59
31.5,31.875,2022,2,17.68
31.5,32.5,2022,2,18.29
31.5,33.125,2022,2,18.66
31.5,33.75,2022,2,18.57
23.0,25.625,2022,3,18.25
23.0,26.25,2022,3,17.01
23.0,26.875,2022,3,18.4
23.0,27.5,2022,3,18.35
23.0,28.125,2022,3,19.09
23.0,28.75,2022,3,19.52
23.0,29.375,2022,3,19.63
23.0,30.0,2022,3,19.83
23.0,30.625,2022,3,20.04
23.0,31.25,2022,3,20.95
23.0,31.875,2022,3,20.63
23.0,32.5,2022,3,20.57
23.0,33.125,2022,3,21.85
23.0,33.75,2022,3,20.94
23.5,25.625,2022,3,16.79
23.5,26.25,2022,3,15.34
23.5,26.875,2022,3,17.02
23.5,27.5,2022,3,17.59
23.5,28.125,2022,3,18.72
23.5,28.75,2022,3,19.36
23.5,29.375,2022,3,19.37
23.5,30.0,2022,3,19.64
23.5,30.625,2022,3,19.84
23.5,31.25,2022,3,20.09
23.5,31.875,2022,3,19.78
23.5,32.5,2022,3,20.68
23.5,33.125,2022,3,21.63
23.5,33.75,2022,3,20.73
24.0,25.625,2022,3,15.73
24.0,26.25,2022,3,15.18
24.0,26.875,2022,3,16.22
24.0,27.5,2022,3,17.59
24.0,28.125,2022,3,18.39
24.0,28.75,2022,3,19.15
24.0,29.375,2022,3,19.06
24.0,30.0,2022,3,19.5
24.0,30.625,2022,3,19.52
24.0,31.25,2022,3,19.34
24.0,31.875,2022,3,18.92
24.0,32.5,2022,3,20.5
24.0,33.125,2022,3,21.58
24.0,33.75,2022,3,21.93
24.5,25.625,2022,3,16.52
24.5,26.25,2022,3,15.64
24.5,26.875,2022,3,15.91
24.5,27.5,2022,3,17.23
24.5,28.125,2022,3,18.28
24.5,28.75,2022,3,18.96
24.5,29.375,2022,3,18.91
24.5,30.0,2022,3,19.83
24.5,30.625,2022,3,20.11
24.5,31.25,2022,3,18.91
24.5,31.875,2022,3,18.7
24.5,32.5,2022,3,20.28
24.5,33.125,2022,3,22.27
24.5,33.75,2022,3,22.63
25.0,25.625,2022,3,16.63
25.0,26.25,2022,3,16.09
25.0,26.875,2022,3,16.44
25.0,27.5,2022,3,17.55
25.0,28.125,2022,3,18.41
25.0,28.75,2022,3,19.04
25.0,29.375,2022,3,19.63
25.0,30.0,2022,3,20.32
25.0,30.625,2022,3,20.33
25.0,31.25,2022,3,18.59
25.0,31.875,2022,3,18.27
25.0,32.5,2022,3,20.43
25.0,33.125,2022,3,21.73
25.0,33.75,2022,3,22.2
25.5,25.625,2022,3,17.08
25.5,26.25,2022,3,16.65
25.5,26.875,2022,3,17.17
25.5,27.5,2022,3,17.73
25.5,28.125,2022,3,19.08
25.5,28.75,2022,3,19.3
25.5,29.375,2022,3,18.7
25.5,30.0,2022,3,18.73
25.5,30.625,2022,3,19.69
25.5,31.25,2022,3,17.72
25.5,31.875,2022,3,18.47
25.5,32.5,2022,3,20.97
25.5,33.125,2022,3,20.91
25.5,33.75,2022,3,21.62
26.0,25.625,2022,3,17.54
26.0,26.25,2022,3,17.42
26.0,26.875,2022,3,17.8
26.0,27.5,2022,3,18.47
26.0,28.125,2022,3,18.88
26.0,28.75,2022,3,18.62
26.0,29.375,2022,3,18.42
26.0,30.0,2022,3,18.06
26.0,30.625,2022,3,18.35
26.0,31.25,2022,3,17.98
26.0,31.875,2022,3,20.39
26.0,32.5,2022,3,21.97
26.0,33.125,2022,3,22.54
26.0,33.75,2022,3,20.91
26.5,25.625,2022,3,18.19
26.5,26.25,2022,3,17.86
26.5,26.875,2022,3,17.83
26.5,27.5,2022,3,18.61
26.5,28.125,2022,3,19.08
26.5,28.75,2022,3,19.05
26.5,29.375,2022,3,18.71
26.5,30.0,2022,3,18.09
26.5,30.625,2022,3,18.34
26.5,31.25,2022,3,18.8
26.5,31.875,2022,3,21.31
26.5,32.5,2022,3,20.9
26.5,33.125,2022,3,21.57
26.5,33.75,2022,3,20.25
27.0,25.625,2022,3,18.47
27.0,26.25,2022,3,17.89
27.0,26.875,2022,3,18.09
27.0,27.5,2022,3,18.4
27.0,28.125,2022,3,19.28
27.0,28.75,2022,3,19.32
27.0,29.375,2022,3,18.73
27.0,30.0,2022,3,18.21
27.0,30.625,2022,3,18.48
27.0,31.25,2022,3,20.3
27.0,31.875,2022,3,18.69
27.0,32.5,2022,3,19.98
27.0,33.125,2022,3,19.91
27.0,33.75,2022,3,19.56
27.5,25.625,2022,3,18.42
27.5,26.25,2022,3,18.17
27.5,26.875,2022,3,17.95
27.5,27.5,2022,3,17.72
27.5,28.125,2022,3,18.59
27.5,28.75,2022,3,18.38
27.5,29.375,2022,3,18.67
27.5,30.0,2022,3,18.8
27.5,30.625,2022,3,19.38
27.5,31.25,2022,3,19.13
27.5,31.875,2022,3,17.65
27.5,32.5,2022,3,19.03
27.5,33.125,2022,3,18.83
27.5,33.75,2022,3,20.58
28.0,25.625,2022,3,18.37
28.0,26.25,2022,3,18.03
28.0,26.875,2022,3,17.59
28.0,27.5,2022,3,17.53
28.0,28.125,2022,3,17.71
28.0,28.75,2022,3,18.45
28.0,29.375,2022,3,18.79
28.0,30.0,2022,3,19.63
28.0,30.625,2022,3,19.81
28.0,31.25,2022,3,18.29
28.0,31.875,2022,3,16.73
28.0,32.5,2022,3,17.52
28.0,33.125,2022,3,19.08
28.0,33.75,2022,3,20.14
28.5,25.625,2022,3,18.23
28.5,26.25,2022,3,18.09
28.5,26.875,2022,3,18.0
28.5,27.5,2022,3,18.0
28.5,28.125,2022,3,17.41
28.5,28.75,2022,3,18.35
28.5,29.375,2022,3,18.95
28.5,30.0,2022,3,19.48
28.5,30.625,2022,3,19.75
28.5,31.25,2022,3,18.58
28.5,31.875,2022,3,16.2
28.5,32.5,2022,3,17.04
28.5,33.125,2022,3,18.89
28.5,33.75,2022,3,16.13
29.0,25.625,2022,3,18.64
29.0,26.25,2022,3,18.92
29.0,26.875,2022,3,19.51
29.0,27.5,2022,3,19.55
29.0,28.125,2022,3,18.59
29.0,28.75,2022,3,18.14
29.0,29.375,2022,3,18.56
29.0,30.0,2022,3,18.85
29.0,30.625,2022,3,19.84
29.0,31.25,2022,3,19.24
29.0,31.875,2022,3,17.19
29.0,32.5,2022,3,18.29
29.0,33.125,2022,3,18.3
29.0,33.75,2022,3,13.53
29.5,25.625,2022,3,18.99
29.5,26.25,2022,3,18.69
29.5,26.875,2022,3,20.2
29.5,27.5,2022,3,20.14
29.5,28.125,2022,3,19.07
29.5,28.75,2022,3,17.88
29.5,29.375,2022,3,17.71
29.5,30.0,2022,3,18.28
29.5,30.625,2022,3,19.92
29.5,31.25,2022,3,19.41
29.5,31.875,2022,3,16.8
29.5,32.5,2022,3,18.31
29.5,33.125,2022,3,15.87
29.5,33.75,2022,3,14.06
30.0,25.625,2022,3,18.69
30.0,26.25,2022,3,18.48
30.0,26.875,2022,3,19.34
30.0,27.5,2022,3,20.45
30.0,28.125,2022,3,19.52
30.0,28.75,2022,3,18.63
30.0,29.375,2022,3,18.27
30.0,30.0,2022,3,18.84
30.0,30.625,2022,3,19.76
30.0,31.25,2022,3,19.76
30.0,31.875,2022,3,18.16
30.0,32.5,2022,3,18.73
30.0,33.125,2022,3,15.06
30.0,33.75,2022,3,15.89
30.5,25.625,2022,3,18.6
30.5,26.25,2022,3,18.08
30.5,26.875,2022,3,17.8
30.5,27.5,2022,3,17.81
30.5,28.125,2022,3,18.0
30.5,28.75,2022,3,18.32
30.5,29.375,2022,3,18.17
30.5,30.0,2022,3,19.94
30.5,30.625,2022,3,20.97
30.5,31.25,2022,3,20.94
30.5,31.875,2022,3,20.51
30.5,32.5,2022,3,19.2
30.5,33.125,2022,3,16.78
30.5,33.75,2022,3,16.78
31.0,25.625,2022,3,17.8
31.0,26.25,2022,3,17.56
31.0,26.875,2022,3,17.17
31.0,27.5,2022,3,16.97
31.0,28.125,2022,3,17.41
31.0,28.75,2022,3,17.6
31.0,29.375,2022,3,18.05
31.0,30.0,2022,3,19.82
31.0,30.625,2022,3,20.48
31.0,31.25,2022,3,21.15
31.0,31.875,2022,3,20.57
31.0,32.5,2022,3,19.39
31.0,33.125,2022,3,17.89
31.0,33.75,2022,3,17.89
31.5,25.625,2022,3,17.79
31.5,26.25,2022,3,17.38
31.5,26.875,2022,3,16.91
31.5,27.5,2022,3,16.97
31.5,28.125,2022,3,17.64
31.5,28.75,2022,3,17.81
31.5,29.375,2022,3,17.79
31.5,30.0,2022,3,18.0
31.5,30.625,2022,3,19.04
31.5,31.25,2022,3,19.19
31.5,31.875,2022,3,18.5
31.5,32.5,2022,3,17.79
31.5,33.125,2022,3,18.0
31.5,33.75,2022,3,18.05
23.0,25.625,2022,4,19.35
23.0,26.25,2022,4,17.55
23.0,26.875,2022,4,18.75
23.0,27.5,2022,4,18.92
23.0,28.125,2022,4,19.68
23.0,28.75,2022,4,20.32
23.0,29.375,2022,4,20.57
23.0,30.0,2022,4,21.25
23.0,30.625,2022,4,22.28
23.0,31.25,2022,4,23.11
23.0,31.875,2022,4,22.23
23.0,32.5,2022,4,22.08
23.0,33.125,2022,4,23.83
23.0,33.75,2022,4,22.76
23.5,25.625,2022,4,18.75
23.5,26.25,2022,4,16.9
23.5,26.875,2022,4,17.84
23.5,27.5,2022,4,18.13
23.5,28.125,2022,4,19.18
23.5,28.75,2022,4,20.1
23.5,29.375,2022,4,20.28
23.5,30.0,2022,4,20.77
23.5,30.625,2022,4,21.65
23.5,31.25,2022,4,21.84
23.5,31.875,2022,4,21.18
23.5,32.5,2022,4,21.89
23.5,33.125,2022,4,23.31
23.5,33.75,2022,4,22.5
24.0,25.625,2022,4,17.27
