-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,DOY,T2M_MIN
23.0,25.625,2022,1,3.95
23.0,26.25,2022,1,4.07
23.0,26.875,2022,1,5.62
23.0,27.5,2022,1,6.34
23.0,28.125,2022,1,7.0
23.0,28.75,2022,1,7.32
23.0,29.375,2022,1,7.48
23.0,30.0,2022,1,7.67
23.0,30.625,2022,1,7.45
23.0,31.25,2022,1,7.92
23.0,31.875,2022,1,8.01
23.0,32.5,2022,1,8.46
23.0,33.125,2022,1,10.04
23.0,33.75,2022,1,10.61
23.5,25.625,2022,1,4.04
23.5,26.25,2022,1,4.13
23.5,26.875,2022,1,5.17
23.5,27.5,2022,1,6.08
23.5,28.125,2022,1,6.62
23.5,28.75,2022,1,7.32
23.5,29.375,2022,1,7.43
23.5,30.0,2022,1,8.32
23.5,30.625,2022,1,7.83
23.5,31.25,2022,1,7.71
23.5,31.875,2022,1,7.8
23.5,32.5,2022,1,8.68
23.5,33.125,2022,1,9.48
23.5,33.75,2022,1,9.93
24.0,25.625,2022,1,5.32
24.0,26.25,2022,1,4.92
24.0,26.875,2022,1,4.95
24.0,27.5,2022,1,5.91
24.0,28.125,2022,1,6.31
24.0,28.75,2022,1,6.66
24.0,29.375,2022,1,7.4
24.0,30.0,2022,1,8.41
24.0,30.625,2022,1,7.64
24.0,31.25,2022,1,7.06
24.0,31.875,2022,1,7.19
24.0,32.5,2022,1,8.31
24.0,33.125,2022,1,8.46
24.0,33.75,2022,1,9.62
24.5,25.625,2022,1,5.85
24.5,26.25,2022,1,5.56
24.5,26.875,2022,1,5.05
24.5,27.5,2022,1,5.58
24.5,28.125,2022,1,6.23
24.5,28.75,2022,1,6.37
24.5,29.375,2022,1,6.95
24.5,30.0,2022,1,7.86
24.5,30.625,2022,1,7.42
24.5,31.25,2022,1,6.44
24.5,31.875,2022,1,6.78
24.5,32.5,2022,1,8.13
24.5,33.125,2022,1,8.28
24.5,33.75,2022,1,9.83
25.0,25.625,2022,1,6.91
25.0,26.25,2022,1,6.54
25.0,26.875,2022,1,6.11
25.0,27.5,2022,1,6.21
25.0,28.125,2022,1,6.53
25.0,28.75,2022,1,6.67
25.0,29.375,2022,1,6.91
25.0,30.0,2022,1,7.59
25.0,30.625,2022,1,7.56
25.0,31.25,2022,1,6.25
25.0,31.875,2022,1,6.45
25.0,32.5,2022,1,8.0
25.0,33.125,2022,1,7.68
25.0,33.75,2022,1,8.63
25.5,25.625,2022,1,7.52
25.5,26.25,2022,1,7.26
25.5,26.875,2022,1,7.07
25.5,27.5,2022,1,6.92
25.5,28.125,2022,1,7.18
25.5,28.75,2022,1,6.77
25.5,29.375,2022,1,5.6
25.5,30.0,2022,1,6.66
25.5,30.625,2022,1,7.2
25.5,31.25,2022,1,5.82
25.5,31.875,2022,1,6.63
25.5,32.5,2022,1,7.97
25.5,33.125,2022,1,7.5
25.5,33.75,2022,1,7.8
26.0,25.625,2022,1,7.43
26.0,26.25,2022,1,7.72
26.0,26.875,2022,1,8.09
26.0,27.5,2022,1,8.18
26.0,28.125,2022,1,7.44
26.0,28.75,2022,1,6.51
26.0,29.375,2022,1,5.64
26.0,30.0,2022,1,6.14
26.0,30.625,2022,1,6.16
26.0,31.25,2022,1,6.08
26.0,31.875,2022,1,7.3
26.0,32.5,2022,1,7.9
26.0,33.125,2022,1,8.96
26.0,33.75,2022,1,8.05
26.5,25.625,2022,1,8.06
26.5,26.25,2022,1,8.73
26.5,26.875,2022,1,8.45
26.5,27.5,2022,1,9.22
26.5,28.125,2022,1,8.15
26.5,28.75,2022,1,7.52
26.5,29.375,2022,1,6.52
26.5,30.0,2022,1,6.3
26.5,30.625,2022,1,6.35
26.5,31.25,2022,1,6.46
26.5,31.875,2022,1,7.48
26.5,32.5,2022,1,7.24
26.5,33.125,2022,1,7.34
26.5,33.75,2022,1,9.08
27.0,25.625,2022,1,8.64
27.0,26.25,2022,1,9.04
27.0,26.875,2022,1,9.24
27.0,27.5,2022,1,9.2
27.0,28.125,2022,1,8.51
27.0,28.75,2022,1,7.6
27.0,29.375,2022,1,6.78
27.0,30.0,2022,1,7.2
27.0,30.625,2022,1,6.78
27.0,31.25,2022,1,7.01
27.0,31.875,2022,1,6.51
27.0,32.5,2022,1,7.26
27.0,33.125,2022,1,6.52
27.0,33.75,2022,1,12.33
27.5,25.625,2022,1,8.93
27.5,26.25,2022,1,9.42
27.5,26.875,2022,1,9.96
27.5,27.5,2022,1,9.1
27.5,28.125,2022,1,8.44
27.5,28.75,2022,1,7.52
27.5,29.375,2022,1,7.27
27.5,30.0,2022,1,7.46
27.5,30.625,2022,1,6.82
27.5,31.25,2022,1,6.49
27.5,31.875,2022,1,6.88
27.5,32.5,2022,1,7.0
27.5,33.125,2022,1,7.98
27.5,33.75,2022,1,16.48
28.0,25.625,2022,1,9.46
28.0,26.25,2022,1,9.84
28.0,26.875,2022,1,10.17
28.0,27.5,2022,1,9.85
28.0,28.125,2022,1,9.09
28.0,28.75,2022,1,8.69
28.0,29.375,2022,1,8.42
28.0,30.0,2022,1,7.52
28.0,30.625,2022,1,6.61
28.0,31.25,2022,1,6.6
28.0,31.875,2022,1,6.3
28.0,32.5,2022,1,6.71
28.0,33.125,2022,1,10.48
28.0,33.75,2022,1,15.47
28.5,25.625,2022,1,9.85
28.5,26.25,2022,1,8.89
28.5,26.875,2022,1,9.03
28.5,27.5,2022,1,9.35
28.5,28.125,2022,1,9.7
28.5,28.75,2022,1,9.52
28.5,29.375,2022,1,8.76
28.5,30.0,2022,1,7.16
28.5,30.625,2022,1,6.8
28.5,31.25,2022,1,7.16
28.5,31.875,2022,1,5.84
28.5,32.5,2022,1,7.41
28.5,33.125,2022,1,15.53
28.5,33.75,2022,1,7.83
29.0,25.625,2022,1,8.19
29.0,26.25,2022,1,7.91
29.0,26.875,2022,1,8.82
29.0,27.5,2022,1,8.73
29.0,28.125,2022,1,8.75
29.0,28.75,2022,1,9.58
29.0,29.375,2022,1,9.02
29.0,30.0,2022,1,6.84
29.0,30.625,2022,1,6.83
29.0,31.25,2022,1,7.5
29.0,31.875,2022,1,6.08
29.0,32.5,2022,1,10.69
29.0,33.125,2022,1,13.45
29.0,33.75,2022,1,6.65
29.5,25.625,2022,1,7.18
29.5,26.25,2022,1,7.04
29.5,26.875,2022,1,9.12
29.5,27.5,2022,1,9.06
29.5,28.125,2022,1,8.85
29.5,28.75,2022,1,9.2
29.5,29.375,2022,1,9.15
29.5,30.0,2022,1,6.69
29.5,30.625,2022,1,6.55
29.5,31.25,2022,1,7.42
29.5,31.875,2022,1,6.45
29.5,32.5,2022,1,11.76
29.5,33.125,2022,1,9.04
29.5,33.75,2022,1,7.75
30.0,25.625,2022,1,6.44
30.0,26.25,2022,1,6.34
30.0,26.875,2022,1,9.46
30.0,27.5,2022,1,10.81
30.0,28.125,2022,1,9.65
30.0,28.75,2022,1,9.0
30.0,29.375,2022,1,9.24
30.0,30.0,2022,1,7.45
30.0,30.625,2022,1,6.04
30.0,31.25,2022,1,7.63
30.0,31.875,2022,1,6.97
30.0,32.5,2022,1,11.16
30.0,33.125,2022,1,8.15
30.0,33.75,2022,1,9.57
30.5,25.625,2022,1,6.22
30.5,26.25,2022,1,6.02
30.5,26.875,2022,1,8.04
30.5,27.5,2022,1,9.89
30.5,28.125,2022,1,9.43
30.5,28.75,2022,1,9.43
30.5,29.375,2022,1,9.11
30.5,30.0,2022,1,7.9
30.5,30.625,2022,1,6.67
30.5,31.25,2022,1,7.6
30.5,31.875,2022,1,7.82
30.5,32.5,2022,1,10.37
30.5,33.125,2022,1,10.37
30.5,33.75,2022,1,9.94
31.0,25.625,2022,1,6.95
31.0,26.25,2022,1,6.57
31.0,26.875,2022,1,7.44
31.0,27.5,2022,1,10.53
31.0,28.125,2022,1,11.1
31.0,28.75,2022,1,12.36
31.0,29.375,2022,1,13.09
31.0,30.0,2022,1,8.62
31.0,30.625,2022,1,7.36
31.0,31.25,2022,1,7.49
31.0,31.875,2022,1,8.69
31.0,32.5,2022,1,11.8
31.0,33.125,2022,1,13.24
31.0,33.75,2022,1,12.93
31.5,25.625,2022,1,12.63
31.5,26.25,2022,1,12.24
31.5,26.875,2022,1,14.06
31.5,27.5,2022,1,15.48
31.5,28.125,2022,1,16.24
31.5,28.75,2022,1,16.13
31.5,29.375,2022,1,16.34
31.5,30.0,2022,1,14.42
31.5,30.625,2022,1,11.67
31.5,31.25,2022,1,11.68
31.5,31.875,2022,1,13.38
31.5,32.5,2022,1,15.96
31.5,33.125,2022,1,15.36
31.5,33.75,2022,1,15.88
23.0,25.625,2022,2,7.56
23.0,26.25,2022,2,5.65
23.0,26.875,2022,2,6.5
23.0,27.5,2022,2,6.97
23.0,28.125,2022,2,6.87
23.0,28.75,2022,2,6.87
23.0,29.375,2022,2,6.67
23.0,30.0,2022,2,6.69
23.0,30.625,2022,2,6.59
23.0,31.25,2022,2,6.55
23.0,31.875,2022,2,6.31
23.0,32.5,2022,2,7.03
23.0,33.125,2022,2,7.68
23.0,33.75,2022,2,6.61
23.5,25.625,2022,2,6.51
23.5,26.25,2022,2,5.21
23.5,26.875,2022,2,5.79
23.5,27.5,2022,2,6.17
23.5,28.125,2022,2,6.4
23.5,28.75,2022,2,6.33
23.5,29.375,2022,2,6.37
23.5,30.0,2022,2,6.61
23.5,30.625,2022,2,6.3
23.5,31.25,2022,2,5.54
23.5,31.875,2022,2,5.32
23.5,32.5,2022,2,6.85
23.5,33.125,2022,2,6.97
23.5,33.75,2022,2,6.26
24.0,25.625,2022,2,5.9
24.0,26.25,2022,2,5.13
24.0,26.875,2022,2,5.25
24.0,27.5,2022,2,6.04
24.0,28.125,2022,2,6.76
24.0,28.75,2022,2,6.34
24.0,29.375,2022,2,6.33
24.0,30.0,2022,2,6.44
24.0,30.625,2022,2,5.66
24.0,31.25,2022,2,5.14
24.0,31.875,2022,2,4.87
24.0,32.5,2022,2,6.5
24.0,33.125,2022,2,6.6
24.0,33.75,2022,2,6.83
24.5,25.625,2022,2,5.83
24.5,26.25,2022,2,5.43
24.5,26.875,2022,2,5.26
24.5,27.5,2022,2,6.33
24.5,28.125,2022,2,6.82
24.5,28.75,2022,2,6.54
24.5,29.375,2022,2,6.44
24.5,30.0,2022,2,6.54
24.5,30.625,2022,2,5.87
24.5,31.25,2022,2,5.15
24.5,31.875,2022,2,5.4
24.5,32.5,2022,2,6.83
24.5,33.125,2022,2,7.13
24.5,33.75,2022,2,6.96
25.0,25.625,2022,2,5.12
25.0,26.25,2022,2,4.43
25.0,26.875,2022,2,5.6
25.0,27.5,2022,2,7.21
25.0,28.125,2022,2,6.89
25.0,28.75,2022,2,6.82
25.0,29.375,2022,2,6.66
25.0,30.0,2022,2,6.45
25.0,30.625,2022,2,6.5
25.0,31.25,2022,2,5.63
25.0,31.875,2022,2,5.95
25.0,32.5,2022,2,7.34
25.0,33.125,2022,2,7.39
25.0,33.75,2022,2,6.98
25.5,25.625,2022,2,5.41
25.5,26.25,2022,2,5.04
25.5,26.875,2022,2,5.46
25.5,27.5,2022,2,6.99
25.5,28.125,2022,2,7.23
25.5,28.75,2022,2,7.08
25.5,29.375,2022,2,6.18
25.5,30.0,2022,2,6.18
25.5,30.625,2022,2,7.15
25.5,31.25,2022,2,6.07
25.5,31.875,2022,2,6.58
25.5,32.5,2022,2,7.55
25.5,33.125,2022,2,7.16
25.5,33.75,2022,2,6.84
26.0,25.625,2022,2,5.85
26.0,26.25,2022,2,5.74
26.0,26.875,2022,2,5.54
26.0,27.5,2022,2,7.4
26.0,28.125,2022,2,6.76
26.0,28.75,2022,2,6.09
26.0,29.375,2022,2,5.37
26.0,30.0,2022,2,6.08
26.0,30.625,2022,2,7.28
26.0,31.25,2022,2,6.92
26.0,31.875,2022,2,7.24
26.0,32.5,2022,2,7.26
26.0,33.125,2022,2,7.32
26.0,33.75,2022,2,6.89
26.5,25.625,2022,2,6.71
26.5,26.25,2022,2,6.22
26.5,26.875,2022,2,5.99
26.5,27.5,2022,2,7.19
26.5,28.125,2022,2,6.08
26.5,28.75,2022,2,5.91
26.5,29.375,2022,2,5.53
26.5,30.0,2022,2,6.82
26.5,30.625,2022,2,6.92
26.5,31.25,2022,2,6.87
26.5,31.875,2022,2,7.34
26.5,32.5,2022,2,6.41
26.5,33.125,2022,2,6.04
26.5,33.75,2022,2,9.38
27.0,25.625,2022,2,7.55
27.0,26.25,2022,2,6.82
27.0,26.875,2022,2,6.53
27.0,27.5,2022,2,6.62
27.0,28.125,2022,2,6.29
27.0,28.75,2022,2,5.73
27.0,29.375,2022,2,5.9
27.0,30.0,2022,2,6.8
27.0,30.625,2022,2,6.99
27.0,31.25,2022,2,7.07
27.0,31.875,2022,2,6.41
27.0,32.5,2022,2,5.86
27.0,33.125,2022,2,6.62
27.0,33.75,2022,2,13.08
27.5,25.625,2022,2,8.15
27.5,26.25,2022,2,7.34
27.5,26.875,2022,2,6.64
27.5,27.5,2022,2,6.28
27.5,28.125,2022,2,5.92
27.5,28.75,2022,2,5.49
27.5,29.375,2022,2,5.88
27.5,30.0,2022,2,6.1
27.5,30.625,2022,2,6.56
27.5,31.25,2022,2,6.59
27.5,31.875,2022,2,5.97
27.5,32.5,2022,2,5.56
27.5,33.125,2022,2,8.99
27.5,33.75,2022,2,16.72
28.0,25.625,2022,2,8.78
28.0,26.25,2022,2,7.63
28.0,26.875,2022,2,6.75
28.0,27.5,2022,2,6.09
28.0,28.125,2022,2,5.67
28.0,28.75,2022,2,5.55
28.0,29.375,2022,2,5.78
28.0,30.0,2022,2,6.0
28.0,30.625,2022,2,6.18
28.0,31.25,2022,2,5.9
28.0,31.875,2022,2,5.83
28.0,32.5,2022,2,5.62
28.0,33.125,2022,2,11.25
28.0,33.75,2022,2,14.52
28.5,25.625,2022,2,9.38
28.5,26.25,2022,2,7.77
28.5,26.875,2022,2,7.08
28.5,27.5,2022,2,6.76
28.5,28.125,2022,2,6.09
28.5,28.75,2022,2,5.58
28.5,29.375,2022,2,5.6
28.5,30.0,2022,2,5.57
28.5,30.625,2022,2,5.53
28.5,31.25,2022,2,5.89
28.5,31.875,2022,2,5.44
28.5,32.5,2022,2,6.72
28.5,33.125,2022,2,15.24
28.5,33.75,2022,2,6.8
29.0,25.625,2022,2,9.73
29.0,26.25,2022,2,8.44
29.0,26.875,2022,2,8.59
29.0,27.5,2022,2,8.26
29.0,28.125,2022,2,6.86
29.0,28.75,2022,2,5.6
29.0,29.375,2022,2,5.31
29.0,30.0,2022,2,5.53
29.0,30.625,2022,2,5.82
29.0,31.25,2022,2,5.89
29.0,31.875,2022,2,4.98
29.0,32.5,2022,2,9.96
29.0,33.125,2022,2,12.28
29.0,33.75,2022,2,6.58
29.5,25.625,2022,2,9.92
29.5,26.25,2022,2,9.03
29.5,26.875,2022,2,9.75
29.5,27.5,2022,2,8.96
29.5,28.125,2022,2,7.82
29.5,28.75,2022,2,6.04
29.5,29.375,2022,2,5.42
29.5,30.0,2022,2,5.33
29.5,30.625,2022,2,6.29
29.5,31.25,2022,2,6.16
29.5,31.875,2022,2,5.29
29.5,32.5,2022,2,10.9
29.5,33.125,2022,2,7.89
29.5,33.75,2022,2,7.93
30.0,25.625,2022,2,9.24
30.0,26.25,2022,2,8.86
30.0,26.875,2022,2,10.08
30.0,27.5,2022,2,9.85
30.0,28.125,2022,2,8.92
30.0,28.75,2022,2,7.25
30.0,29.375,2022,2,6.58
30.0,30.0,2022,2,5.81
30.0,30.625,2022,2,6.19
30.0,31.25,2022,2,6.79
30.0,31.875,2022,2,6.64
30.0,32.5,2022,2,9.89
30.0,33.125,2022,2,8.07
30.0,33.75,2022,2,9.12
30.5,25.625,2022,2,9.11
30.5,26.25,2022,2,8.86
30.5,26.875,2022,2,9.66
30.5,27.5,2022,2,10.79
30.5,28.125,2022,2,10.55
30.5,28.75,2022,2,9.0
30.5,29.375,2022,2,7.94
30.5,30.0,2022,2,7.79
30.5,30.625,2022,2,7.68
30.5,31.25,2022,2,8.04
30.5,31.875,2022,2,8.87
30.5,32.5,2022,2,10.45
30.5,33.125,2022,2,10.3
30.5,33.75,2022,2,9.12
31.0,25.625,2022,2,9.63
31.0,26.25,2022,2,10.37
31.0,26.875,2022,2,10.93
31.0,27.5,2022,2,12.79
31.0,28.125,2022,2,13.6
31.0,28.75,2022,2,13.39
31.0,29.375,2022,2,14.36
31.0,30.0,2022,2,11.03
31.0,30.625,2022,2,9.3
31.0,31.25,2022,2,9.47
31.0,31.875,2022,2,11.0
31.0,32.5,2022,2,13.01
31.0,33.125,2022,2,14.03
31.0,33.75,2022,2,12.56
31.5,25.625,2022,2,13.75
31.5,26.25,2022,2,13.85
31.5,26.875,2022,2,14.75
31.5,27.5,2022,2,16.17
31.5,28.125,2022,2,16.86
31.5,28.75,2022,2,16.62
31.5,29.375,2022,2,16.45
31.5,30.0,2022,2,15.67
31.5,30.625,2022,2,14.23
31.5,31.25,2022,2,14.51
31.5,31.875,2022,2,15.5
