-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,DOY,T2M_MIN
31.5,32.5,2022,2,16.95
31.5,33.125,2022,2,16.68
31.5,33.75,2022,2,16.91
23.0,25.625,2022,3,7.13
23.0,26.25,2022,3,7.53
23.0,26.875,2022,3,8.67
23.0,27.5,2022,3,8.8
23.0,28.125,2022,3,8.57
23.0,28.75,2022,3,8.19
23.0,29.375,2022,3,6.65
23.0,30.0,2022,3,6.43
23.0,30.625,2022,3,6.05
23.0,31.25,2022,3,6.31
23.0,31.875,2022,3,6.64
23.0,32.5,2022,3,7.02
23.0,33.125,2022,3,7.09
23.0,33.75,2022,3,6.64
23.5,25.625,2022,3,7.29
23.5,26.25,2022,3,7.43
23.5,26.875,2022,3,8.54
23.5,27.5,2022,3,8.67
23.5,28.125,2022,3,8.9
23.5,28.75,2022,3,8.11
23.5,29.375,2022,3,6.72
23.5,30.0,2022,3,6.53
23.5,30.625,2022,3,5.97
23.5,31.25,2022,3,5.88
23.5,31.875,2022,3,6.04
23.5,32.5,2022,3,7.22
23.5,33.125,2022,3,6.92
23.5,33.75,2022,3,6.15
24.0,25.625,2022,3,6.88
24.0,26.25,2022,3,8.2
24.0,26.875,2022,3,8.6
24.0,27.5,2022,3,8.89
24.0,28.125,2022,3,9.39
24.0,28.75,2022,3,8.34
24.0,29.375,2022,3,6.7
24.0,30.0,2022,3,6.21
24.0,30.625,2022,3,5.54
24.0,31.25,2022,3,5.17
24.0,31.875,2022,3,5.33
24.0,32.5,2022,3,6.95
24.0,33.125,2022,3,6.35
24.0,33.75,2022,3,6.33
24.5,25.625,2022,3,7.68
24.5,26.25,2022,3,8.52
24.5,26.875,2022,3,7.9
24.5,27.5,2022,3,9.36
24.5,28.125,2022,3,9.83
24.5,28.75,2022,3,9.08
24.5,29.375,2022,3,6.56
24.5,30.0,2022,3,5.83
24.5,30.625,2022,3,5.63
24.5,31.25,2022,3,4.7
24.5,31.875,2022,3,5.24
24.5,32.5,2022,3,7.04
24.5,33.125,2022,3,6.66
24.5,33.75,2022,3,6.45
25.0,25.625,2022,3,8.25
25.0,26.25,2022,3,8.48
25.0,26.875,2022,3,8.0
25.0,27.5,2022,3,8.97
25.0,28.125,2022,3,9.75
25.0,28.75,2022,3,9.16
25.0,29.375,2022,3,6.67
25.0,30.0,2022,3,6.51
25.0,30.625,2022,3,5.76
25.0,31.25,2022,3,4.55
25.0,31.875,2022,3,5.08
25.0,32.5,2022,3,6.92
25.0,33.125,2022,3,6.52
25.0,33.75,2022,3,6.75
25.5,25.625,2022,3,9.02
25.5,26.25,2022,3,8.42
25.5,26.875,2022,3,8.27
25.5,27.5,2022,3,8.8
25.5,28.125,2022,3,9.79
25.5,28.75,2022,3,8.5
25.5,29.375,2022,3,6.12
25.5,30.0,2022,3,5.84
25.5,30.625,2022,3,5.72
25.5,31.25,2022,3,4.28
25.5,31.875,2022,3,4.97
25.5,32.5,2022,3,6.18
25.5,33.125,2022,3,5.73
25.5,33.75,2022,3,6.76
26.0,25.625,2022,3,8.93
26.0,26.25,2022,3,8.61
26.0,26.875,2022,3,8.68
26.0,27.5,2022,3,9.08
26.0,28.125,2022,3,9.33
26.0,28.75,2022,3,8.38
26.0,29.375,2022,3,5.74
26.0,30.0,2022,3,5.75
26.0,30.625,2022,3,5.57
26.0,31.25,2022,3,4.96
26.0,31.875,2022,3,5.57
26.0,32.5,2022,3,6.4
26.0,33.125,2022,3,7.2
26.0,33.75,2022,3,7.3
26.5,25.625,2022,3,8.24
26.5,26.25,2022,3,8.28
26.5,26.875,2022,3,9.39
26.5,27.5,2022,3,9.16
26.5,28.125,2022,3,9.19
26.5,28.75,2022,3,8.76
26.5,29.375,2022,3,6.67
26.5,30.0,2022,3,6.45
26.5,30.625,2022,3,6.09
26.5,31.25,2022,3,5.36
26.5,31.875,2022,3,6.22
26.5,32.5,2022,3,6.78
26.5,33.125,2022,3,7.51
26.5,33.75,2022,3,9.24
27.0,25.625,2022,3,7.59
27.0,26.25,2022,3,8.17
27.0,26.875,2022,3,9.17
27.0,27.5,2022,3,8.88
27.0,28.125,2022,3,9.27
27.0,28.75,2022,3,8.02
27.0,29.375,2022,3,7.56
27.0,30.0,2022,3,6.85
27.0,30.625,2022,3,6.43
27.0,31.25,2022,3,6.14
27.0,31.875,2022,3,5.44
27.0,32.5,2022,3,6.43
27.0,33.125,2022,3,7.63
27.0,33.75,2022,3,13.05
27.5,25.625,2022,3,7.36
27.5,26.25,2022,3,7.63
27.5,26.875,2022,3,7.94
27.5,27.5,2022,3,8.33
27.5,28.125,2022,3,8.74
27.5,28.75,2022,3,8.01
27.5,29.375,2022,3,7.7
27.5,30.0,2022,3,7.12
27.5,30.625,2022,3,6.68
27.5,31.25,2022,3,6.18
27.5,31.875,2022,3,5.47
27.5,32.5,2022,3,6.04
27.5,33.125,2022,3,8.54
27.5,33.75,2022,3,16.88
28.0,25.625,2022,3,7.41
28.0,26.25,2022,3,7.22
28.0,26.875,2022,3,7.32
28.0,27.5,2022,3,7.77
28.0,28.125,2022,3,8.14
28.0,28.75,2022,3,8.13
28.0,29.375,2022,3,7.96
28.0,30.0,2022,3,7.63
28.0,30.625,2022,3,7.29
28.0,31.25,2022,3,6.77
28.0,31.875,2022,3,5.7
28.0,32.5,2022,3,5.65
28.0,33.125,2022,3,10.67
28.0,33.75,2022,3,14.25
28.5,25.625,2022,3,7.54
28.5,26.25,2022,3,7.03
28.5,26.875,2022,3,7.2
28.5,27.5,2022,3,7.58
28.5,28.125,2022,3,7.68
28.5,28.75,2022,3,8.08
28.5,29.375,2022,3,7.97
28.5,30.0,2022,3,7.83
28.5,30.625,2022,3,7.6
28.5,31.25,2022,3,7.65
28.5,31.875,2022,3,6.72
28.5,32.5,2022,3,6.54
28.5,33.125,2022,3,15.38
28.5,33.75,2022,3,5.78
29.0,25.625,2022,3,7.61
29.0,26.25,2022,3,7.53
29.0,26.875,2022,3,7.96
29.0,27.5,2022,3,8.12
29.0,28.125,2022,3,8.08
29.0,28.75,2022,3,7.99
29.0,29.375,2022,3,8.07
29.0,30.0,2022,3,8.02
29.0,30.625,2022,3,8.18
29.0,31.25,2022,3,8.35
29.0,31.875,2022,3,7.53
29.0,32.5,2022,3,10.2
29.0,33.125,2022,3,11.37
29.0,33.75,2022,3,4.48
29.5,25.625,2022,3,7.79
29.5,26.25,2022,3,7.93
29.5,26.875,2022,3,9.0
29.5,27.5,2022,3,8.93
29.5,28.125,2022,3,9.37
29.5,28.75,2022,3,8.42
29.5,29.375,2022,3,8.14
29.5,30.0,2022,3,8.06
29.5,30.625,2022,3,8.64
29.5,31.25,2022,3,8.74
29.5,31.875,2022,3,7.42
29.5,32.5,2022,3,11.33
29.5,33.125,2022,3,8.0
29.5,33.75,2022,3,6.96
30.0,25.625,2022,3,7.74
30.0,26.25,2022,3,8.06
30.0,26.875,2022,3,9.47
30.0,27.5,2022,3,10.32
30.0,28.125,2022,3,10.4
30.0,28.75,2022,3,9.2
30.0,29.375,2022,3,8.68
30.0,30.0,2022,3,8.26
30.0,30.625,2022,3,8.4
30.0,31.25,2022,3,8.35
30.0,31.875,2022,3,7.42
30.0,32.5,2022,3,9.25
30.0,33.125,2022,3,7.75
30.0,33.75,2022,3,8.57
30.5,25.625,2022,3,8.66
30.5,26.25,2022,3,8.88
30.5,26.875,2022,3,9.99
30.5,27.5,2022,3,10.36
30.5,28.125,2022,3,10.63
30.5,28.75,2022,3,10.16
30.5,29.375,2022,3,9.61
30.5,30.0,2022,3,9.44
30.5,30.625,2022,3,9.32
30.5,31.25,2022,3,8.81
30.5,31.875,2022,3,8.54
30.5,32.5,2022,3,8.57
30.5,33.125,2022,3,8.9
30.5,33.75,2022,3,8.54
31.0,25.625,2022,3,9.92
31.0,26.25,2022,3,9.5
31.0,26.875,2022,3,8.78
31.0,27.5,2022,3,11.83
31.0,28.125,2022,3,13.37
31.0,28.75,2022,3,13.91
31.0,29.375,2022,3,14.73
31.0,30.0,2022,3,12.06
31.0,30.625,2022,3,10.44
31.0,31.25,2022,3,9.74
31.0,31.875,2022,3,10.37
31.0,32.5,2022,3,11.61
31.0,33.125,2022,3,13.14
31.0,33.75,2022,3,12.39
31.5,25.625,2022,3,12.68
31.5,26.25,2022,3,13.02
31.5,26.875,2022,3,14.65
31.5,27.5,2022,3,16.2
31.5,28.125,2022,3,16.73
31.5,28.75,2022,3,16.78
31.5,29.375,2022,3,16.85
31.5,30.0,2022,3,16.05
31.5,30.625,2022,3,14.53
31.5,31.25,2022,3,14.39
31.5,31.875,2022,3,15.68
31.5,32.5,2022,3,17.39
31.5,33.125,2022,3,17.27
31.5,33.75,2022,3,16.78
23.0,25.625,2022,4,5.34
23.0,26.25,2022,4,4.94
23.0,26.875,2022,4,6.56
23.0,27.5,2022,4,6.87
23.0,28.125,2022,4,6.75
23.0,28.75,2022,4,6.61
23.0,29.375,2022,4,6.71
23.0,30.0,2022,4,6.81
23.0,30.625,2022,4,6.78
23.0,31.25,2022,4,7.31
23.0,31.875,2022,4,8.02
23.0,32.5,2022,4,8.21
23.0,33.125,2022,4,7.85
23.0,33.75,2022,4,7.97
23.5,25.625,2022,4,4.56
23.5,26.25,2022,4,3.61
23.5,26.875,2022,4,5.28
23.5,27.5,2022,4,6.19
23.5,28.125,2022,4,6.58
23.5,28.75,2022,4,6.61
23.5,29.375,2022,4,6.81
23.5,30.0,2022,4,6.95
23.5,30.625,2022,4,7.02
23.5,31.25,2022,4,7.55
23.5,31.875,2022,4,7.78
23.5,32.5,2022,4,8.24
23.5,33.125,2022,4,7.35
23.5,33.75,2022,4,7.17
24.0,25.625,2022,4,3.57
24.0,26.25,2022,4,3.31
24.0,26.875,2022,4,4.39
24.0,27.5,2022,4,5.73
24.0,28.125,2022,4,6.24
24.0,28.75,2022,4,6.36
24.0,29.375,2022,4,6.4
24.0,30.0,2022,4,6.65
24.0,30.625,2022,4,6.89
24.0,31.25,2022,4,7.05
24.0,31.875,2022,4,6.77
24.0,32.5,2022,4,7.56
24.0,33.125,2022,4,6.67
24.0,33.75,2022,4,7.71
